,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
34,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass
35,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass
36,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout
37,Dropout,Dropout,Dropout,Dropout,Fail,Fail,Dropout,Dropout,Fail,Fail,Dropout,Dropout,Dropout,Dropout,Fail,Fail,Fail,Fail,Fail,Fail,Dropout,Fail,Fail,Fail,Fail,Fail,Fail,Dropout,Dropout
38,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass
39,Dropout,Dropout,Dropout,Dropout,Fail,Fail,Fail,Fail,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout
40,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass
41,Dropout,Dropout,Dropout,Dropout,Fail,Fail,Dropout,Fail,Fail,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout
42,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass
43,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass
44,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout
45,Dropout,Dropout,Dropout,Dropout,Dropout,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Fail
46,Dropout,Dropout,Dropout,Dropout,Fail,Fail,Fail,Fail,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout
47,Dropout,Dropout,Dropout,Dropout,Pass,Dropout,Dropout,Dropout,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass
48,Dropout,Dropout,Dropout,Dropout,Fail,Fail,Fail,Fail,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout
49,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass
50,Dropout,Dropout,Dropout,Dropout,Fail,Fail,Dropout,Dropout,Fail,Fail,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout
51,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout
52,Pass,Dropout,Dropout,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass
53,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout
54,Dropout,Dropout,Dropout,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout
55,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Dropout,Dropout,Pass,Dropout,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass
56,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass
57,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass
58,Dropout,Dropout,Dropout,Dropout,Fail,Fail,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout
59,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass
60,Dropout,Dropout,Dropout,Dropout,Fail,Fail,Fail,Dropout,Fail,Dropout,Fail,Pass,Fail,Fail,Fail,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout
61,Dropout,Dropout,Dropout,Dropout,Dropout,Pass,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Dropout,Pass,Dropout
62,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Fail,Fail,Fail,Fail,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout
63,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout
64,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass
65,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass
66,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass
67,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout
68,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout
69,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout
70,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass
71,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout
72,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass
73,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout
74,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout
75,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass
76,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass
77,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout
78,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass
79,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass
80,Dropout,Dropout,Dropout,Pass,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout
81,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass
82,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass
83,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout
84,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass
85,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout
86,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass
87,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout
88,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass
89,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Dropout,Dropout,Dropout
90,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass
91,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Fail,Fail,Fail,Fail,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout
92,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Fail,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout
93,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass
94,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout
95,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Fail,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout
96,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout
97,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass
98,Dropout,Dropout,Dropout,Dropout,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Dropout,Dropout,Fail,Dropout,Fail,Fail,Fail,Dropout,Fail,Dropout,Fail,Fail,Dropout,Dropout,Dropout
99,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Dropout,Dropout
100,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout
101,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass
102,Dropout,Dropout,Dropout,Dropout,Pass,Pass,Pass,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout
103,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass
104,Dropout,Dropout,Dropout,Dropout,Fail,Fail,Dropout,Dropout,Fail,Fail,Dropout,Dropout,Fail,Fail,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout
