code_etudiant,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,result,type
67,5,3,3,3,5,5,2,3,3,3,3,3,3,5,5,3,5,2,3,5,5,5,3,5,5,2,3,5,5,5,Pass,app
68,5,5,5,3,3,3,2,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,5,2,5,5,5,5,Pass,app
69,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,Pass,app
70,2,2,3,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,Dropout,test
71,2,2,2,2,3,2,2,2,3,2,2,2,2,2,3,2,3,2,3,2,2,2,2,2,2,2,2,2,3,2,Pass,app
72,3,3,3,2,3,2,3,2,3,2,2,2,2,2,3,3,2,3,5,5,5,2,2,2,2,3,3,3,2,3,Fail,test
73,2,2,2,2,0,2,3,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,3,2,2,2,0,Dropout,app
74,3,5,5,5,3,3,3,3,3,3,5,3,5,5,3,3,3,3,5,5,5,5,5,5,5,3,3,3,3,3,Pass,app
75,3,2,3,3,3,5,2,5,3,3,3,2,5,3,3,3,2,2,3,5,5,5,3,3,5,2,3,2,2,3,Pass,app
76,2,2,2,2,0,2,3,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,3,2,2,2,2,Dropout,app
77,2,2,2,3,3,3,2,3,3,3,3,3,3,3,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,Fail,app
78,3,2,5,3,3,2,3,3,3,2,2,2,3,2,3,3,2,3,2,2,3,3,2,2,2,3,2,2,2,3,Pass,app
79,2,2,2,2,0,2,3,2,2,2,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2,3,2,2,2,0,Dropout,app
80,3,3,5,3,3,3,3,3,5,5,3,5,3,5,3,5,5,3,3,5,5,3,5,5,5,3,5,5,3,5,Pass,app
81,2,2,2,2,2,2,5,3,2,2,3,2,2,5,3,3,3,5,2,2,3,2,2,2,2,5,3,2,2,2,Dropout,app
82,3,5,5,3,5,3,5,3,5,5,5,3,3,5,5,3,5,5,3,5,5,5,5,3,5,5,3,5,5,3,Pass,app
83,2,2,3,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,3,2,2,2,0,Dropout,app
84,2,2,3,2,3,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,Fail,app
85,2,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,3,3,3,5,5,5,3,5,5,3,3,3,5,3,Pass,test
86,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,Dropout,app
87,3,3,3,5,3,5,2,5,3,3,3,3,5,5,5,3,2,2,5,5,5,5,3,3,3,2,3,2,5,3,Pass,app
88,3,3,3,3,3,2,2,2,3,2,2,2,2,2,3,3,2,2,2,3,3,3,2,2,2,2,2,2,2,2,Fail,app
89,3,5,3,3,5,3,3,3,5,5,5,5,5,5,5,5,5,3,3,5,5,5,5,5,3,3,3,3,3,3,Pass,app
90,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,Dropout,app
91,3,2,2,2,3,2,3,2,2,2,2,2,2,2,3,2,2,3,3,2,3,2,2,2,2,3,2,2,2,2,Pass,app
92,2,2,3,3,3,3,2,3,3,3,3,3,5,5,5,3,3,2,3,3,3,5,5,3,5,2,3,3,3,5,Pass,app
93,2,2,3,3,3,3,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,Dropout,app
94,2,5,5,3,3,3,3,3,2,2,2,2,2,2,3,2,3,3,2,2,3,3,2,2,2,3,2,2,2,0,Fail,app
95,3,3,3,2,3,3,2,3,3,3,3,3,3,2,3,3,3,2,3,2,3,3,3,3,2,2,3,3,3,3,Pass,app
96,3,3,2,5,3,3,3,5,3,5,3,3,5,3,5,2,2,3,5,5,5,5,2,5,3,3,2,2,3,3,Pass,app
97,2,0,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,Dropout,app
98,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,Fail,app
99,2,2,2,2,0,2,3,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,3,2,2,2,0,Dropout,app
100,5,3,3,5,3,3,2,3,3,3,5,5,3,3,3,5,5,2,5,5,5,5,5,5,5,2,5,5,5,5,Pass,app
101,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,Dropout,app
102,3,5,3,3,5,3,2,3,5,3,3,3,5,5,5,2,2,2,5,5,5,5,3,5,5,2,5,3,3,5,Pass,app
103,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,3,2,2,2,0,Dropout,app
104,3,0,3,2,2,2,2,2,2,2,2,3,2,3,3,2,2,2,3,2,3,2,2,2,2,2,2,2,2,3,Pass,app
105,3,2,3,3,3,3,3,5,3,3,3,2,3,3,5,3,3,3,3,3,3,3,3,3,3,3,5,3,5,5,Pass,app
106,3,3,3,3,3,5,2,5,3,3,3,3,5,5,3,3,3,2,3,5,3,5,3,5,3,2,3,2,2,3,Fail,test
107,3,2,2,3,5,3,3,3,3,2,3,3,3,3,5,3,3,3,3,3,3,2,3,3,3,3,3,3,5,5,Pass,app
108,2,0,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,Dropout,app
109,2,2,2,2,0,2,3,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,3,2,2,2,0,Fail,app
110,3,5,5,5,3,3,5,3,3,2,3,2,3,5,3,3,5,5,3,3,5,3,3,3,3,5,5,5,3,5,Pass,app
111,3,5,3,5,3,3,3,5,5,3,5,3,5,5,5,3,2,3,5,5,5,5,3,5,5,3,3,2,2,3,Fail,app
112,2,2,2,2,0,2,3,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,3,2,2,2,0,Dropout,app
113,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,Dropout,test
114,3,3,3,3,3,3,2,3,3,3,3,2,3,3,5,2,2,2,3,5,5,5,5,3,3,2,2,3,5,3,Pass,app
115,5,5,5,5,3,5,2,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,5,2,5,3,5,5,Pass,app
116,3,3,3,2,3,3,2,3,2,3,2,2,3,3,3,3,2,2,2,2,3,2,2,2,3,2,2,2,2,2,Pass,app
117,3,3,3,3,5,5,5,3,5,3,2,3,5,3,3,2,3,5,3,5,3,5,3,5,3,5,3,3,3,3,Pass,app
118,3,3,3,2,3,2,3,2,2,2,3,2,3,2,3,3,2,3,2,2,3,3,3,3,3,3,3,3,3,3,Pass,app
119,2,2,2,2,0,2,5,2,2,2,2,2,2,2,2,2,2,5,2,2,2,2,2,2,2,5,2,2,2,2,Dropout,app
120,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,Dropout,app
121,3,3,3,3,3,3,2,3,3,3,2,3,3,3,5,5,3,2,3,3,3,2,5,3,3,2,5,3,3,3,Pass,app
122,2,0,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,Dropout,app
123,3,2,2,2,2,2,3,2,2,2,2,2,2,2,3,2,3,3,3,2,2,2,2,2,2,3,2,2,2,3,Fail,app
124,2,2,2,2,0,2,3,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,3,2,2,2,0,Dropout,app
125,2,5,3,3,5,3,2,3,2,2,3,3,5,5,5,3,2,2,3,3,5,5,3,5,3,2,3,3,3,3,Pass,app
126,2,2,2,2,0,2,3,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,3,2,2,2,0,Fail,app
127,2,2,2,2,3,2,5,2,3,3,2,2,3,3,3,3,3,5,3,3,3,2,2,2,2,5,2,3,2,2,Pass,app
128,2,2,2,2,0,2,3,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,3,2,2,2,0,Dropout,app
129,2,2,2,2,3,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,Fail,app
130,2,2,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,3,2,2,2,3,2,2,Pass,app
131,3,3,3,0,2,2,3,2,2,2,3,3,3,3,3,3,2,3,3,2,3,3,2,3,3,3,3,3,2,3,Pass,test
132,2,0,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,Dropout,app
133,2,0,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,Dropout,app
134,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,3,2,2,2,0,Dropout,app
135,2,2,3,2,2,2,3,3,3,3,3,5,3,5,2,5,2,3,5,5,5,2,3,5,3,3,5,3,5,5,Pass,app
136,2,2,2,2,3,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,Dropout,app
137,2,3,5,3,3,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,Dropout,app
138,3,3,3,3,3,5,2,5,3,2,3,3,3,5,3,3,5,2,5,3,3,3,2,3,3,2,3,3,2,3,Pass,app
139,3,3,3,5,5,3,5,3,3,3,5,3,3,2,3,2,2,5,3,3,5,5,3,3,5,5,3,3,2,5,Pass,app
140,5,2,3,3,3,3,3,5,3,5,5,3,3,3,5,5,3,3,3,5,5,5,3,3,5,3,5,5,5,5,Pass,app
141,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,3,2,2,2,2,Dropout,app
142,3,3,3,3,3,5,3,3,3,2,3,3,5,3,5,5,5,3,5,5,5,5,5,5,5,3,5,5,5,5,Pass,app
143,2,0,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,Dropout,app
144,3,5,5,3,3,5,3,5,5,5,5,5,5,5,5,5,5,3,3,5,3,3,5,5,5,3,5,5,5,5,Pass,app
145,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,3,5,5,5,5,5,5,Pass,app
146,3,3,3,3,3,5,3,5,3,2,2,5,5,5,3,2,2,3,5,5,5,3,3,3,3,3,2,3,3,3,Pass,app
147,3,3,2,2,3,3,3,5,3,3,3,2,2,2,2,2,2,3,5,2,3,2,2,2,2,3,2,2,2,3,Fail,app
148,3,3,3,3,3,3,2,5,3,3,3,3,5,3,5,3,3,2,3,5,5,5,5,5,5,2,5,3,5,5,Pass,app
149,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,Dropout,app
150,2,2,2,2,0,2,3,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,3,2,2,2,0,Dropout,app
151,3,2,2,2,3,3,5,3,2,3,3,2,3,3,3,3,5,5,3,3,3,3,3,3,3,5,3,3,3,3,Pass,app
152,2,0,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,Dropout,app
153,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,Fail,app
154,3,3,2,3,3,3,3,2,5,3,2,3,3,2,2,2,2,3,2,2,2,2,2,2,2,3,2,2,2,2,Fail,test
155,3,5,3,5,5,5,2,5,3,2,2,3,5,3,3,5,3,2,3,3,3,5,3,3,3,2,3,3,3,5,Pass,app
156,3,3,5,5,3,3,5,2,5,3,3,5,2,2,2,2,2,5,2,2,2,2,2,2,2,5,2,2,2,2,Dropout,app
157,3,2,2,5,3,3,2,5,3,2,2,2,3,5,3,3,2,2,3,2,2,2,2,5,5,2,5,2,3,2,Pass,app
158,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,3,2,2,2,0,Fail,app
159,3,3,3,3,5,3,3,2,3,3,2,2,2,2,3,3,3,3,5,3,3,3,3,3,3,3,5,5,3,3,Pass,app
160,3,3,3,2,3,2,3,3,3,3,2,3,2,2,3,2,3,3,2,2,3,3,3,3,5,3,5,5,3,3,Pass,app
161,2,0,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,Dropout,test
162,2,2,3,3,5,5,2,5,3,3,3,5,5,5,5,3,3,2,3,3,3,5,3,5,5,2,3,3,3,3,Pass,app
163,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,Dropout,app
164,5,2,3,5,3,5,2,5,3,3,3,3,5,3,5,3,2,2,3,3,3,3,2,3,2,2,3,2,3,5,Pass,app
165,2,2,3,3,3,3,3,3,2,2,2,2,3,2,3,2,2,3,3,2,3,3,3,3,3,3,3,5,3,3,Pass,app
166,3,3,5,3,3,3,2,3,3,5,3,3,3,3,3,3,3,2,3,3,5,2,2,2,2,2,2,2,2,3,Fail,app
167,2,3,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,Dropout,app
168,2,2,2,2,3,2,5,0,2,2,2,2,2,2,3,2,2,5,2,2,3,2,3,2,2,5,2,2,3,3,Pass,app
169,2,2,2,2,2,2,5,2,2,2,3,2,2,2,2,3,2,5,3,2,2,2,3,2,3,5,3,3,3,2,Pass,app
170,3,3,2,2,3,0,2,0,2,2,2,3,2,2,2,2,2,2,3,2,3,2,2,3,2,2,2,2,2,3,Pass,app
171,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,Dropout,app
172,2,2,2,2,3,2,3,2,2,2,2,2,3,3,3,2,3,3,3,2,3,3,2,2,2,3,3,2,3,2,Pass,test
173,2,3,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,3,2,2,2,0,Dropout,app
174,3,3,3,3,3,5,2,5,5,5,5,5,5,5,5,3,3,2,5,5,5,5,5,5,5,2,5,5,5,5,Pass,app
175,2,2,2,2,0,2,3,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,3,2,2,2,0,Dropout,app
176,3,3,3,3,2,5,3,5,3,3,3,5,3,3,3,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,Pass,app
177,2,3,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,Dropout,app
178,5,5,3,5,5,5,3,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,3,3,3,5,5,Pass,app
179,5,3,3,5,3,5,3,5,3,3,5,3,5,3,5,3,3,3,3,5,5,5,5,5,5,3,5,5,5,5,Pass,app
180,2,2,2,2,2,3,3,3,3,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,3,2,2,2,2,Dropout,app
181,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,Fail,app
182,2,2,2,0,2,0,3,0,2,2,2,2,2,2,2,2,2,3,2,3,2,2,2,3,3,3,2,2,3,2,Pass,app
183,2,0,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,Dropout,app
184,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,Dropout,app
185,2,2,2,2,3,2,3,3,2,2,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2,3,2,2,2,2,Fail,app
186,2,0,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,Dropout,app
187,2,2,3,2,2,2,2,2,2,3,2,2,2,2,3,2,2,2,2,2,3,2,2,2,2,2,2,2,3,0,Pass,app
188,3,3,3,3,3,3,2,5,5,5,5,3,5,5,5,5,5,2,5,5,5,5,5,5,5,2,5,5,5,5,Pass,app
189,2,2,2,2,2,2,5,2,2,2,2,2,2,2,2,2,2,5,2,2,2,2,2,2,2,5,2,2,2,2,Fail,app
190,2,0,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,Dropout,app
191,3,3,3,3,3,3,3,3,3,3,3,5,3,3,3,3,3,3,3,2,3,3,2,3,3,3,3,3,3,3,Pass,app
192,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,Dropout,app
193,3,3,5,3,3,3,3,3,5,3,3,2,3,2,3,3,3,3,3,2,3,3,5,2,2,3,2,2,3,2,Pass,app
194,3,3,5,3,3,3,2,3,3,3,2,3,5,5,5,3,3,2,3,5,5,5,5,5,5,2,5,5,3,5,Pass,app
195,2,2,2,2,3,3,5,3,3,3,3,2,3,2,3,3,3,5,2,3,3,3,3,3,3,5,3,3,3,5,Pass,app
196,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,3,2,2,2,3,2,3,3,3,3,Pass,app
197,3,3,3,3,5,3,2,3,3,3,3,3,5,3,5,3,3,2,3,5,5,5,5,5,5,2,3,3,3,5,Pass,app
198,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,Dropout,app
199,2,2,2,2,3,2,3,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,3,2,2,2,2,Fail,app
200,2,3,3,3,3,3,5,3,3,2,2,2,2,2,3,2,2,5,2,2,2,2,2,2,2,5,2,2,2,2,Dropout,app
201,3,3,3,2,5,3,5,3,3,3,5,3,3,5,3,3,2,5,5,3,3,3,3,3,2,5,3,3,2,3,Fail,app
202,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,Pass,app
