code_etudiant;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29
38;2591.5789999999997;166.588;129.64399999999998;167.71099999999998;207.44400000000002;175.663;20.02;174.42299999999997;362.55999999999995;350.10400000000004;243.64899999999997;233.36299999999994;232.77300000000002;206.463;262.955;244.942;166.125;20.02;256.78999999999996;188.86499999999998;337.542;155.742;131.064;120.50699999999998;86.408;20.02;147.277;84.623;131.65599999999998;487.07
39;62.77499999999999;20.02;20.02;20.02;20.02;20.02;20.02;20.02;20.02;20.02;20.02;20.02;20.02;20.02;20.02;20.02;20.02;20.02;20.02;20.02;20.02;20.02;20.02;20.02;20.02;20.02;20.02;20.02;20.02;20.02
40;477.33;68.708;20.02;188.106;144.688;124.217;20.02;20.02;20.02;20.02;20.02;20.02;20.02;20.02;20.02;20.02;20.02;20.02;20.02;20.02;20.02;20.02;20.02;20.02;20.02;20.02;20.02;20.02;20.02;20.02
41;1382.4609999999998;76.84899999999999;114.44399999999999;198.72199999999998;194.11599999999999;267.258;22.88;219.949;299.996;127.43599999999999;149.401;166.55499999999998;183.11199999999997;151.02599999999998;260.53499999999997;95.10999999999999;41.419;22.88;205.06799999999998;138.274;311.959;124.55599999999998;78.311;162.756;116.80499999999999;22.88;54.354;22.88;109.469;211.69400000000002
42;1015.415;123.03200000000001;172.82399999999998;60.821999999999996;146.993;67.60399999999998;25.74;34.150999999999996;107.94300000000001;61.973;73.038;64.92899999999999;51.605999999999995;89.229;139.96800000000002;25.74;25.74;25.74;125.22999999999999;78.237;199.128;49.01899999999999;25.74;53.801;25.74;25.74;25.74;25.74;25.74;312.139
43;230.031;20.02;20.02;20.02;101.559;20.02;20.02;20.02;105.63499999999999;20.02;20.02;57.144;79.238;45.602999999999994;170.90099999999998;20.02;20.02;20.02;20.02;20.02;154.678;20.02;20.02;20.02;20.02;20.02;20.02;20.02;20.02;20.02
44;1325.918;171.656;180.733;130.009;236.94099999999997;18.986;22.88;8.624999999999996;105.465;111.26299999999999;5.334999999999997;101.143;3.8589999999999947;49.159;132.86599999999999;22.88;22.88;22.88;108.62299999999999;51.88699999999999;53.92699999999999;22.88;54.15299999999999;56.42099999999999;49.898999999999994;22.88;48.681;45.571999999999996;67.173;369.38800000000003
45;59.19999999999999;16.445;16.445;16.445;16.445;16.445;16.445;16.445;16.445;16.445;16.445;16.445;16.445;16.445;16.445;16.445;16.445;16.445;16.445;16.445;16.445;16.445;16.445;16.445;16.445;16.445;16.445;16.445;16.445;16.445
46;866.9179999999999;87.26399999999998;76.89099999999999;144.805;162.20600000000002;175.652;22.88;151.78599999999997;186.38899999999998;81.139;81.758;22.88;22.88;22.88;22.88;22.88;22.88;22.88;22.88;22.88;22.88;22.88;22.88;22.88;22.88;22.88;22.88;22.88;22.88;168.41799999999998
47;1151.085;253.036;245.67100000000002;243.67599999999996;220.29699999999997;208.74899999999997;22.88;110.818;217.03599999999994;84.553;171.478;125.146;104.34799999999998;71.178;78.088;22.88;22.88;22.88;102.211;22.88;22.88;22.88;22.88;22.88;22.88;22.88;22.88;22.88;22.88;183.877
48;194.75599999999997;82.029;20.02;69.056;103.59699999999998;20.02;20.02;20.02;107.67299999999999;20.02;20.02;20.02;81.386;20.02;107.67299999999999;20.02;20.02;20.02;20.02;20.02;20.02;20.02;20.02;20.02;20.02;20.02;20.02;20.02;20.02;20.02
49;1898.1449999999998;155.3;149.195;-25.019999999999996;228.146;145.841;20.02;179.85;237.19799999999998;20.02;108.00899999999999;69.077;81.853;108.79599999999999;144.025;20.02;83.68199999999999;20.02;274.17699999999996;20.02;197.05;61.318;44.211;60.248999999999995;20.02;20.02;76.092;20.02;79.746;308.27599999999995
50;1479.712;136.777;107.44200000000001;162.956;187.265;184.31399999999996;22.88;236.581;213.75599999999997;97.81899999999999;122.40999999999998;67.76299999999999;146.352;117.369;211.714;86.244;23.659999999999997;22.88;169.48299999999998;137.648;251.41199999999995;90.79399999999998;45.31;44.897;59.243;22.88;66.99;55.46099999999999;70.68199999999999;440.15999999999997
51;2135.133;179.908;147.331;242.44199999999995;214.786;203.67399999999998;16.445;99.03699999999999;143.914;85.46099999999998;121.262;74.645;195.54899999999998;75.714;136.78699999999998;132.318;16.445;16.445;368.197;172.00099999999998;296.33599999999996;142.51099999999997;138.515;134.421;16.445;16.445;16.445;16.445;16.445;349.84299999999996
52;368.37699999999995;22.88;145.60999999999999;91.13899999999998;153.08599999999998;63.768;22.88;22.88;163.131;22.88;22.88;22.88;22.88;22.88;22.88;22.88;22.88;22.88;102.107;22.88;22.88;22.88;22.88;22.88;22.88;22.88;22.88;22.88;22.88;145.91
53;1770.0859999999998;116.756;112.40799999999999;194.475;204.72799999999995;206.37199999999999;22.165;172.312;284.907;183.58099999999996;300.953;151.786;215.962;241.52900000000002;253.379;138.243;113.679;22.165;228.685;179.458;346.08299999999997;234.82799999999997;82.03399999999999;147.724;164.091;22.165;86.889;100.094;181.43699999999998;289.7
54;1117.7910000000002;20.02;20.02;20.02;142.22699999999998;20.02;20.02;78.732;137.42000000000002;1.0849999999999973;13.453999999999999;37.604;29.54;40.352;128.79399999999998;34.212999999999994;33.777;20.02;221.313;20.02;180.875;20.02;47.819;50.145999999999994;62.20199999999999;20.02;70.40799999999999;51.123;108.33099999999999;210.676
55;1732.9239999999998;115.86399999999998;108.01799999999999;192.295;172.295;188.557;22.88;139.05599999999998;246.62599999999998;65.807;101.03999999999999;110.185;167.844;167.801;249.13299999999998;22.88;22.88;22.88;187.971;109.79399999999998;194.29099999999997;115.021;54.63499999999999;103.287;139.79899999999998;22.88;22.88;22.88;155.982;215.551
56;286.74699999999996;126.33699999999999;70.74199999999999;22.88;126.127;22.88;22.88;22.88;22.88;22.88;22.88;22.88;22.88;22.88;22.88;22.88;22.88;22.88;22.88;22.88;22.88;22.88;22.88;22.88;22.88;22.88;22.88;22.88;22.88;152.212
57;2830.227;151.082;185.954;311.033;200.291;194.228;25.74;221.789;302.428;175.822;125.07499999999999;170.44;141.63799999999998;205.99899999999997;219.47999999999996;179.321;56.54099999999999;25.74;196.654;100.213;285.34299999999996;97.088;92.39699999999999;140.88899999999998;77.288;25.74;144.639;117.34299999999999;122.29399999999998;419.163
58;1545.866;143.581;99.744;91.637;177.503;68.501;20.02;79.719;198.44299999999998;124.50299999999999;70.872;106.76799999999999;72.243;82.13399999999999;206.07199999999997;96.55699999999999;74.352;20.02;143.558;81.907;225.2;86.44899999999998;79.65199999999999;86.142;78.329;20.02;72.309;87.618;83.28699999999999;480.137
59;732.036;22.88;22.88;141.24200000000002;106.457;68.612;22.88;37.312;22.88;22.88;63.894999999999996;22.88;124.205;124.076;217.857;22.88;22.88;22.88;93.14999999999999;22.88;81.08999999999999;22.88;22.88;54.59499999999999;22.88;22.88;22.88;22.88;92.204;196.562
60;2058.2729999999997;115.77699999999999;205.295;223.97499999999997;177.38600000000002;205.64999999999998;20.02;214.738;368.442;359.37699999999995;248.334;290.848;190.54399999999998;223.796;260.176;224.43399999999997;147.781;20.02;323.08;182.41199999999998;319.87399999999997;125.037;129.47199999999998;154.28199999999998;130.751;20.02;145.143;154.138;188.479;551.967
61;1029.604;75.039;105.323;157.339;162.878;137.596;22.88;172.928;125.05000000000001;94.274;134.944;201.884;167.41299999999998;169.763;217.856;22.88;22.88;22.88;259.743;197.60299999999998;305.06399999999996;201.642;62.91799999999999;194.035;123.515;22.88;86.937;22.88;130.26399999999998;282.783
62;2789.4489999999996;158.858;173.665;243.03799999999998;216.637;309.919;16.445;230.67;271.86299999999994;119.08699999999999;198.93899999999996;118.62100000000001;174.213;133.54899999999998;233.28499999999997;117.196;81.548;16.445;252.705;89.20999999999998;90.61999999999999;93.511;95.40199999999999;104.86399999999999;75.52799999999999;16.445;103.53699999999998;80.05799999999999;159.709;363.21299999999997
63;373.10999999999996;108.75;145.89499999999998;88.39699999999999;185.089;149.03;22.88;73.485;133.28199999999998;116.471;62.562;65.45299999999999;22.88;22.88;22.88;22.88;22.88;22.88;66.37299999999999;22.88;22.88;22.88;22.88;22.88;22.88;22.88;22.88;22.88;22.88;22.88
64;2003.157;193.00799999999998;121.18299999999999;174.832;183.612;210.98299999999995;22.88;121.99799999999999;297.331;106.814;79.00099999999999;123.60799999999999;107.78299999999999;98.24;201.982;110.883;77.547;22.88;183.68099999999998;62.504999999999995;234.998;78.74199999999999;99.53699999999999;60.507000000000005;55.50699999999999;22.88;70.631;51.027;75.809;222.91499999999996
65;234.11799999999994;74.53399999999999;75.857;20.02;20.02;20.02;20.02;20.02;20.02;20.02;20.02;20.02;20.02;20.02;20.02;20.02;20.02;20.02;20.02;20.02;20.02;20.02;20.02;20.02;20.02;20.02;20.02;20.02;20.02;148.027
66;1429.254;84.452;75.43599999999999;141.85999999999999;218.511;149.56599999999997;22.88;-1.7699999999999996;106.648;22.88;22.88;62.48199999999999;83.601;63.87599999999999;128.331;39.69;25.225999999999996;22.88;103.05;25.444;228.298;106.21599999999998;58.91799999999999;36.007999999999996;22.88;22.88;22.88;22.88;93.929;380.32599999999996
67;5590.642;164.233;152.22299999999996;200.83499999999998;249.101;227.689;19.305;193.469;283.882;177.868;157.10799999999998;113.93099999999998;180.54;193.86399999999998;276.673;144.999;122.75399999999999;19.305;242.03199999999998;176.69299999999998;365.003;172.02999999999997;84.99499999999999;185.477;149.045;19.305;104.02199999999999;135.893;237.697;479.726
68;3700.7409999999995;238.789;282.92999999999995;207.074;183.69099999999997;208.64099999999996;19.305;210.51799999999997;366.92099999999994;360.35400000000004;194.89;185.769;232.003;250.17399999999998;294.71999999999997;283.794;178.225;19.305;296.306;207.89799999999997;365.65899999999993;234.303;161.457;251.789;173.137;19.305;182.35;126.01299999999999;157.004;462.862
69;1527.917;159.98399999999998;153.35699999999997;155.11599999999999;188.34;211.517;22.88;170.66699999999997;227.36699999999996;135.296;104.00699999999998;22.88;162.272;102.56499999999998;166.73999999999998;66.65799999999999;22.88;22.88;271.507;145.022;247.43599999999998;75.82;62.48199999999999;96.08699999999999;89.095;22.88;93.90599999999999;71.591;88.92099999999999;284.014
70;804.679;112.211;169.19299999999998;120.09899999999999;191.94299999999998;185.773;19.305;86.853;49.756;55.647;71.907;19.305;19.305;19.305;19.305;19.305;19.305;19.305;141.98;19.305;19.305;19.305;19.305;19.305;19.305;19.305;19.305;19.305;19.305;139.87800000000001
71;1026.784;90.651;50.70099999999999;114.11599999999999;169.187;89.56299999999999;16.445;76.06799999999998;177.75799999999998;82.655;62.90299999999999;53.592;96.163;48.48299999999999;150.524;16.445;62.85199999999999;16.445;169.55699999999996;16.445;138.879;16.445;27.747;41.379;42.116;16.445;58.848;16.445;94.085;95.74099999999999
72;1855.1899999999998;136.351;133.061;113.366;180.54999999999998;92.54999999999998;22.165;80.91099999999999;184.341;74.331;13.881999999999998;22.165;88.77799999999999;74.541;199.22;93.71699999999998;39.281;22.165;421.48499999999996;160.31099999999998;368.183;45.269999999999996;55.616;51.05199999999999;53.943;22.165;59.724999999999994;62.616;65.50699999999999;321.42199999999997
73;65.63499999999999;22.88;22.88;22.88;22.88;22.88;22.88;22.88;22.88;22.88;22.88;22.88;22.88;22.88;22.88;22.88;22.88;22.88;22.88;22.88;22.88;22.88;22.88;22.88;22.88;22.88;22.88;22.88;22.88;22.88
74;2132.7699999999995;212.26999999999998;215.082;239.71399999999997;183.536;194.283;22.88;192.71499999999997;231.65699999999998;127.68199999999999;177.678;145.658;192.136;183.55099999999996;237.695;93.24;84.133;22.88;368.39599999999996;172.742;315.15599999999995;167.712;160.412;158.558;122.097;22.88;73.967;67.178;130.59999999999997;357.15400000000005
75;1446.8709999999999;111.79399999999998;127.94;185.666;196.42399999999998;240.43399999999997;20.02;206.20099999999996;201.686;124.58699999999999;90.758;61.273999999999994;196.61899999999997;134.85899999999998;232.757;99.499;20.02;20.02;245.37699999999998;161.026;312.856;140.78300000000002;89.226;121.18599999999998;128.338;20.02;96.13999999999999;20.02;55.016000000000005;235.27499999999998
76;120.82900000000001;66.06899999999999;79.43799999999999;22.88;22.88;22.88;22.88;22.88;22.88;22.88;22.88;22.88;22.88;22.88;22.88;22.88;22.88;22.88;22.88;22.88;22.88;22.88;22.88;22.88;22.88;22.88;22.88;22.88;22.88;152.952
77;945.6070000000001;93.192;99.38799999999999;181.016;165.49699999999999;136.95499999999998;16.445;112.531;203.55;117.86399999999999;148.844;114.826;136.50900000000001;92.66900000000001;180.85399999999998;57.873000000000005;60.763999999999996;16.445;150.834;55.61899999999999;49.04899999999999;51.94;16.445;16.445;16.445;16.445;16.445;16.445;16.445;157.964
78;1528.0779999999997;108.822;200.279;184.56199999999998;155.83999999999997;86.901;22.88;187.319;248.736;90.70399999999998;22.88;90.732;123.163;85.37899999999999;175.454;92.78499999999998;22.88;22.88;87.344;70.396;196.164;90.75;22.88;53.141999999999996;59.312;22.88;55.14699999999999;22.88;54.462999999999994;245.09799999999996
79;212.065;22.88;22.88;22.88;22.88;22.88;22.88;22.88;66.029;22.88;22.88;22.88;22.88;62.504999999999995;87.83699999999999;22.88;56.723;22.88;22.88;22.88;119.202;22.88;22.88;22.88;22.88;22.88;22.88;22.88;22.88;22.88
80;1395.3899999999999;159.432;206.20299999999997;144.50099999999998;204.87599999999998;211.558;22.88;130.252;354.623;254.865;123.26400000000001;317.94399999999996;176.033;234.572;215.76099999999997;161.767;148.025;22.88;222.87999999999997;206.367;318.53700000000003;120.50999999999999;175.362;155.32999999999998;138.953;22.88;123.917;152.99699999999999;108.501;467.393
81;357.79099999999994;25.74;27.987999999999996;24.412999999999997;119.507;28.194999999999997;25.74;123.55199999999999;138.415;74.298;96.189;76.77499999999999;84.587;189.087;239.76799999999997;146.332;73.829;25.74;116.30399999999999;73.27;201.51299999999998;25.74;25.74;25.74;25.74;25.74;88.90599999999999;25.74;25.74;135.575
82;2222.5529999999994;217.36599999999999;210.11199999999997;218.11999999999998;224.82599999999996;180.273;25.74;187.45999999999998;391.67600000000004;293.129;257.427;174.73499999999999;169.815;179.069;253.134;143.98999999999998;126.82799999999997;25.74;219.63299999999998;160.253;279.493;132.56399999999996;124.825;124.08599999999998;131.743;25.74;70.774;100.39599999999999;181.311;412.25699999999995
83;489.693;22.165;127.50199999999998;80.243;129.923;87.883;22.165;22.165;76.809;22.165;22.165;22.165;22.165;22.165;22.165;22.165;22.165;22.165;125.376;22.165;22.165;22.165;22.165;22.165;22.165;22.165;22.165;22.165;22.165;22.165
84;585.1999999999999;89.792;130.62099999999998;76.25299999999999;172.672;81.392;20.02;73.253;169.845;20.02;20.02;20.02;20.02;20.02;20.02;20.02;20.02;20.02;20.02;20.02;20.02;20.02;20.02;20.02;20.02;20.02;20.02;20.02;20.02;20.02
85;1168.3749999999998;178.23;152.60999999999999;192.90699999999998;189.421;188.101;22.88;165.72099999999998;232.25199999999998;135.34400000000002;152.641;152.29299999999998;190.28499999999997;193.042;273.581;199.88;95.832;22.88;279.912;171.238;298.426;151.38299999999998;100.75;160.115;170.73899999999998;22.88;71.69999999999999;59.590999999999994;153.267;244.16299999999998
86;513.5949999999999;80.55599999999998;67.882;20.02;151.54399999999998;79.762;20.02;20.02;20.02;20.02;20.02;20.02;20.02;20.02;20.02;20.02;20.02;20.02;119.50699999999999;20.02;20.02;20.02;20.02;20.02;20.02;20.02;20.02;20.02;20.02;151.33100000000002
87;1952.899;115.017;128.297;287.787;199.168;405.476;20.02;344.39699999999993;288.80499999999995;166.77299999999997;121.042;158.727;356.883;192.959;256.169;83.95499999999998;20.02;20.02;556.19;285.217;521.697;204.678;72.803;106.43;103.591;20.02;68.02;20.02;191.43;283.774
88;1911.441;124.04699999999998;128.846;155.93599999999998;169.047;85.591;20.02;70.82000000000001;193.778;20.02;20.02;20.02;69.14699999999999;75.756;157.757;87.11099999999999;20.02;20.02;125.179;97.39299999999999;181.90499999999997;98.97999999999999;20.02;20.02;20.02;20.02;20.02;20.02;20.02;176.50799999999998
89;2254.091;194.039;155.30499999999998;179.21699999999998;226.844;213.21099999999998;22.88;170.128;330.596;206.552;194.2;197.503;217.71299999999997;260.599;318.94199999999995;173.99599999999998;150.76;22.88;173.83499999999998;163.421;319.418;206.033;148.962;148.424;87.94999999999999;22.88;79.829;74.407;144.785;351.062
90;234.879;70.708;83.62499999999999;20.02;20.02;20.02;20.02;20.02;20.02;20.02;20.02;20.02;20.02;20.02;20.02;20.02;20.02;20.02;121.962;20.02;20.02;20.02;20.02;20.02;20.02;20.02;20.02;20.02;20.02;20.02
