111;72;17;1;2;2;;;;5;;1;;35;;1;;;;;;;
113;1;;;;;;;;;;;;;;;;;;;;;
114;29;;;3;1;;;;;;;;11;;;;;;;;;
115;101;3;2;1;1;;;1;1;;3;2;18;;2;1;;;2;;1;1
116;42;1;;;1;;;;;;;;4;;;;;;;;;
117;30;4;2;3;;;3;1;;;;;5;;;;2;;;;;
118;60;5;;;;;;;;;;;9;;;;;;;;;
120;19;;;2;;;;;;;;;;;;;;;;;;
121;41;;1;2;;;;;;;;;6;;1;;;;;;;
123;17;;;;;;;;;;;;7;;;;;;;;;
125;66;1;1;;;;;2;2;;;;16;;;5;;;;;;
126;6;;;;;;;;;;;;;;;;;;;;;
127;24;1;;;;;;;;;;;3;;;;;;;;;
129;3;2;;;;;;;;;;;;;;;;;;;;
130;25;2;3;;;;;;;;;;6;;;;;;;;;
131;43;2;;;;;;;;;;;12;;1;;;;;;;
134;14;;;;;;;;;;;;;;;;;;;;;
135;44;;;;;;;;;;;;9;;;;;;;;2;7
136;9;;;;;;;;;;;;;;;;;;;;;
137;26;;1;2;;;;;;;;;;;;;;;;;;
138;23;1;1;;;;;;;;;;16;;1;;;;;;;
139;87;3;3;;1;;2;2;;;;;10;;2;2;;;;;;2
140;57;2;2;5;1;;1;2;2;;2;;37;;;;;;;;;
141;3;1;;;;;;;;;;;;;;;;;;;;
142;49;2;1;;;;;;;1;;;25;;;;;;;;;1
144;32;1;;1;1;1;;;;;;;20;;;2;;;;;1;2
145;83;2;1;2;6;1;;2;1;;;;11;;;;;;;;2;5
146;53;;2;;;;1;1;;;;;24;;;;;;;;;
147;71;1;;;;;1;;;;;;10;;;;;;;;;
148;63;1;1;;1;;2;5;1;;1;;15;;1;6;;;;;;5
149;7;;;;;;;;;;;;;;;;;;;;;
151;21;;;;;;;2;;;;;20;;;;;;;;;
153;7;;1;;;;;;;;;;;;;;;;;;;
154;34;;1;;;;;;;1;;;;;;;;;;;;
155;81;8;4;5;1;;1;;;;;;18;;;;;;;;1;3
156;78;12;7;24;;;6;;;;;;2;;;;;;;;;
157;82;;;1;;;;;;;;;2;;;;;;;;;
158;2;1;;;;;;;;;;;;;;;;;;;;
159;86;1;;;;;;;;;1;;42;;;;;;;;;2
160;58;1;3;5;;;;;;;;;3;;;;;;;;;1
162;28;2;1;2;1;;1;3;2;;;;10;;;;;;;;;
163;10;;;;;;;;;;;;;;;;;;;;;
164;80;;2;7;3;;1;2;;4;;;16;;;;;;;;;1
165;45;;1;;;;;;;;;;22;;;;;;;;;
166;31;1;;;1;;1;2;;;;;8;;;;;;;;;
167;14;;1;;;;;;;;;;;;;;;;;;;
168;13;1;;;;1;;;;;;;8;;;;;;;;;
169;10;;;;;1;;;;;;;6;;;;;;;;;
170;27;;;;;;;;;;;;8;;;;1;;;;;
172;50;;;;;;;;;;;;23;;;;;;;;;
173;14;1;;3;;;;;;;;;;;;;;;;;;
174;147;1;1;2;;;1;5;2;;;;31;;1;;;;;;1;3
176;26;;1;;;;2;;;;;;6;;;;;;;;;1
177;38;;;;;;;;;;;;;;;;;;;;;
178;120;;2;2;2;2;1;3;4;1;3;2;10;;4;8;;;;;;6
179;56;;1;2;1;;4;3;1;;1;;19;;1;;;;;;1;
180;10;1;;;;;;;;;;;;;;;;;;;;
182;4;;;;;;;;;;;;;;;;;;;;2;1
184;19;1;;2;;;;;;;;;2;;;;;;;;;
185;82;;;;;;;;;;;;;;;;;;;;;
186;3;;;;;;;;;;;;;;;;;;;;;
187;13;1;;;;;;;;;;;3;;;;;;;;;
188;50;4;;3;1;;1;2;3;5;;;17;;;7;;;;;;
191;147;7;;;;2;3;1;3;;2;;16;;;;;;;;;
192;20;;;;;;;;;;;;;;;;;;;;;
193;36;;1;;1;;;;;;;;8;;;;;;;;;
194;46;2;4;;;;;5;;;;;22;;4;5;;;;;;
195;29;1;;;2;;;2;;;;;5;;;;;2;;;1;7
196;9;;;;;;;;;;;;31;;;;;;;;;
197;99;1;1;;2;;2;2;2;2;;;28;;1;8;;1;3;;;8
198;23;6;;;;;;;;;;;;;;;;;;;;
199;10;;;;;;;;;;;;;;;;;;;;;
200;31;;1;2;;;;;;;;;;;;;;;;;;
201;29;3;;;;2;2;;;;1;;5;;1;;;;;;;
202;18;;;;;;;;;;;;5;;;;;;;;;
203;69;;1;;;;;;;;;;12;;;;;;;;;
204;133;6;1;;;;;;;;;;13;;;;;;;;;
205;46;2;;;;;;;;;;;19;;;;;;3;;;
206;26;1;;2;;;;;;;;;34;;;;;;;;1;
207;13;6;3;1;;;;;;;;;;;;;;;;;;
208;57;6;2;3;;;;;;;;;1;;;;;;;;;
209;2;;;;;;;;;;;;;;;;;;;;;
210;37;4;2;;;;1;2;2;;;;8;;1;;;;;;;3
212;14;1;;;;;;;;;;;1;;;;;;;;;
214;15;2;;;;;;;;;;;;;;;;;;;;
215;;;;;;;;;;;;;1;;;;;;;;;
216;4;;;;;;;;;;;;;;;;;;;;;
218;111;1;1;9;1;;1;2;2;;;;43;;;;;;;;1;
219;79;2;3;2;1;;1;2;3;;;;10;;1;;;;;;;1
220;23;;1;1;;;;;;;;;16;;;;;;;;;
222;70;1;1;;;;1;2;1;;;;9;;1;3;;;;;;3
223;128;2;1;1;3;1;1;1;3;4;1;;18;;;6;;;1;1;1;5
224;37;5;1;4;;;;;;;;;1;;;;;;;;;
225;30;;1;2;;;;;;;;;15;;;;;;;;;
226;19;1;1;;;;;;;;;;;;;;;;;;;
227;20;;;;1;;;1;;;;;21;;;;2;;;;;
228;41;1;;;3;;;;;;;;12;;1;;;;;;;
229;33;1;2;;;;;;;;;;2;;;;;;;;;
230;27;1;;2;;;;;;;;;4;;;;;;;;;1
232;18;1;1;1;;;;;;;;;;;;;;;;;;
233;99;;2;4;1;;2;2;2;;2;;16;;2;9;;;;;;5
234;46;5;1;2;;;;;;;;;;;;;;;;;;
235;23;2;1;;;;;;;;;;;;;;;;;;;
236;10;1;;;;;;;;;;;2;;;;;;;;;
237;32;3;;;;;;;;;;;14;;;;;;;;;
238;82;3;2;8;1;1;;5;2;;;1;12;;;6;;1;;;;1
239;29;;;;;;;;;;;;2;;;;;;;;;
240;41;2;2;4;;;;;;;;;;;;;;;;;;
242;4;;;;;;;;;;;;2;;;;;;;;;
243;16;;;;;;;;;;;;;;;;;;;;;
244;76;3;;2;;1;2;1;;;1;;5;;;;;;;;;
245;98;1;1;;;;;;;;;;12;;;;;;;;;
246;24;1;1;1;;;;;;;;;;;;;;;;;;
248;11;;;2;;;;;;;;;;;;;;;;;;
249;65;1;2;;;;;3;;;;;6;;;;;;1;;;
250;17;;;3;;;;;;;;;1;;;;;;;;;
251;27;2;;;;;;;;;;;1;;;;;;;;;
252;35;1;1;;;;;;;;;;4;;;;;;;;;
253;15;4;1;;;;;;;;;;;;;;;;;;;
254;8;;;2;;;;;;;;;;;;;;;;;;
256;76;;;;;;;;;;;;3;;;;;;;;;
257;21;1;;;;;;;;;;;;;;;;;;;;
258;27;;;;;;;2;;;;;5;;;;;;;1;;
259;77;;1;2;;;1;3;2;;;;19;;1;4;;;;;1;1
260;29;1;1;;;;;;;;;;4;;;;;;;;;
261;280;9;;9;8;;4;8;4;2;2;1;26;1;11;13;5;4;2;4;16;14
262;37;;;;;1;;;;;2;;21;;;;;;;;;
263;31;;1;;;;1;;;;;;1;;;;;;;;;
264;64;5;2;;1;;1;2;;;;;17;;3;1;;;;;;
265;30;1;;1;;;;;;;;;11;;;1;;;;;1;
266;131;3;1;1;2;;2;3;4;;5;;23;;1;5;;;;;3;5
267;79;2;2;4;;;1;3;3;3;;1;20;;1;1;;1;;1;1;2
268;22;2;1;;;;;;;;;;2;;;;;;;;;
270;184;1;2;6;2;;3;2;2;;2;;14;;2;5;;2;;;;4
271;18;1;;;;;;;;;;;6;;;;;;;;;
272;96;1;;;;;;2;;;;;9;;;1;;;;;;
274;201;11;5;6;1;;2;4;2;3;;;26;;;1;;;;;;2
275;19;;;;;;;;;;;;1;;;;;;;;;
276;28;;;;;;;;;;;;6;;;;;;;;;
277;91;;1;3;1;;1;2;3;;2;;11;;2;4;;;;;;7
278;84;7;;3;;;;;;;;;28;;1;;;;;;;
279;34;;;;;;;;;;;;24;;1;;;;;;;
281;29;5;1;;;1;;;;;;;15;;;;;;;;;
283;147;2;3;8;;;;;1;;;;23;;1;;;;;;2;1
284;19;;;4;;;;;;;;;2;;;;;;;;;
285;67;;1;3;;;;;;;;;2;;;;;;;;;
286;14;2;1;;;;;;;;;;;;;;;;;;;
287;31;1;2;;;;;2;;;;;12;;;;;;;;;
288;20;1;1;1;;;1;;;;;;5;;;;;;;;;
289;24;;;;;;;1;;;;;18;;;;;;;;;
292;91;1;3;3;2;1;;2;;;;;26;;1;;;;;;;1
293;34;1;1;2;;;;;;;;;;;;;;;;;;
294;16;;;;;;;;;;;;8;;;;;;;;;
295;35;;1;;1;;;;;;;;6;;;;;;;;1;
296;224;12;1;7;1;1;5;5;2;1;1;1;77;;4;9;1;3;1;2;7;1
297;2;;;;;;;;;;;;;;;;;;;;;
298;8;;;;;;;;;;;;;;;;;;;;;
299;20;;;;;;;;;;;;;;;;;;;;;
300;18;;;;;;;;;;;;;;;;;;;;;
301;20;;;2;;;;;;;;;9;;;;;;;;;
302;178;7;4;3;2;2;5;4;2;2;1;1;18;;1;9;;;1;1;;4
304;86;;;6;2;;;;;;;;22;;;1;;;;;;
306;14;;;;1;;;;;;;;;;;;;;;;;
308;19;;;2;;;;;;;;;1;;;;;;;;;
309;9;6;;1;;;;;;;;;1;;;;;;;;;
310;31;;1;;1;;;1;;;;;11;;1;;;;;;;
311;8;;;;;;;;;;;;;;;;;;;;;
312;54;3;2;;;4;;3;;;;;8;;;;;;;;;
313;21;;;;;;;;;;;;15;;;;;;;;;
314;56;6;1;;;;;;;;;;29;;;;;;;;;
315;33;;;;;;;;;;;;16;;;;;;;;;
316;15;2;;;;;;;;;;;3;;;;;;;;;
317;33;;;;;2;1;2;;;;;26;;;;;;;;;
318;49;;;;;2;;1;2;;;;29;;1;;;;;;3;
320;19;1;;2;;;;;;;;;10;;;;;;;;3;
322;12;3;2;2;;;;;;;;;;;;;;;;;;
323;67;;;;;;;;;;;;3;;;;;;;;;
324;23;3;4;;;;;;;;;;;;;;;;;;;
325;12;;;;;;;;;;;;6;;;;;;;;;
327;51;1;1;;1;;2;4;2;;1;;17;;3;;;;;;;1
328;20;2;1;;1;;;2;;;;;;;;;;;;;;
330;7;;;2;;;;;;;;;;;;;;;;;;
331;32;;4;1;;;1;2;;1;;;17;;;;;;;;;1
332;1;;;;;;;;;;;;;;;;;;;;;
333;44;1;3;;1;;;;;;;;10;;;;;;;;;
335;104;1;1;;;;;;;;;;9;;;;;;;;;
336;4;1;;;;;;;;;;;;;;;;;;;;
337;51;4;;;;;;;;;;;26;;;;;;2;;;
340;29;;2;;;;;;;;;;12;;;;;;;;;
341;43;1;1;;1;1;1;;;;;;7;;;;;;;;;
344;39;1;1;2;1;;3;;;;;;15;;;;;;;;;
345;45;2;1;;;;;;;;;;15;;;;;;;;;
346;70;;;;;;1;2;;;;;27;;;;;;;;;1
347;257;8;5;;6;;2;7;4;;;1;55;;1;;;;;;;7
348;11;3;1;;;;;;;;;;;;;;;;;;;
349;15;;;;;;;;;;;;1;;;;;;;;;
350;68;2;5;5;3;;1;1;2;;;;55;;;;;1;;;;1
351;132;;;2;;;;;;;;;6;;2;5;;;;;;
352;141;;3;2;2;;1;3;2;;;;55;;1;6;;;;;;
353;43;2;1;;;;;;;;;;2;;;;;;;;;
354;39;;1;;;;1;;;;;;;;;;;;;;;
355;10;3;;;;;;;;;;;;;;;;;;;;
356;147;12;3;4;1;1;4;1;2;;;;13;;2;;;;;;1;1
357;106;;1;2;;;3;;;;;;47;;;;;;;;2;6
358;35;;;2;;;;;2;;;;16;;;;;;;;1;
359;21;;;;;;;;;;;;9;;;;;;;;;
361;71;;1;;;;;1;;;;;11;;;;;;;;;
362;4;;;;;;;;;;;;;;;;;;;;;
364;9;9;;;;;;;;;;;;;;;;;;;;
365;15;;;;;;;;;;;;;;;;;;;;;
366;14;3;2;;;;;;;;;;;;;;;;;;;
367;6;2;1;;;;;;;;;;;;;;;;;;;
368;96;1;1;1;1;;2;1;;;;;9;;1;2;;;;;;
369;14;;;;;;;;;;;;1;;;;;;;;;
370;85;;;7;;;;;1;;;;5;;;;;;;;;
371;23;;2;6;;;;;;;;;;;;;;;;;;
372;27;;1;2;;;;;;;;;22;;;;;;;;;
373;2;;;;;;;;;;;;;;;;;;;;;
374;23;;;;1;;;2;;;;;12;;;1;;;;;;
375;66;;2;2;1;;1;2;;;1;;5;;;;;;;;;
376;36;3;1;2;;;1;;;;;;2;;;;;;;;;
377;46;;;;;;;;;;;;1;;;;;;;;;
379;84;1;3;9;;;;;;;;;7;;;;;;;;;1
380;47;1;2;1;;;1;;;;1;;12;;1;;;;;;;
381;15;;1;;;;;;;;;;1;;;;;;;;;
382;33;;;;;;;4;;;1;;17;;;1;;;;;1;
383;78;1;1;3;1;;2;3;2;;2;;17;;;;;;;;;
384;16;;;2;;;;;;;;;8;;;;;;;;1;
385;50;;3;;1;1;;3;3;;;;12;;;;;;;;;
386;12;1;1;;1;;;1;4;;;;9;;;;;;;;;
387;56;10;3;5;;;;;;4;;;18;;1;;;;;;;
388;10;2;;2;;;;;;;;;;;;;;;;;;
389;12;;;;;;;;;;;;2;;;;;;;;;
391;113;4;2;;2;;3;2;2;;;1;39;;;1;;;2;;3;8
392;20;;;;;;;;;;;;19;;;;;;;;;1
393;1;;;;;;;;;;;;;;;;;;;;;
394;13;1;;;;;;;;;;;2;;;;;;;;;
395;84;;1;3;;;;1;2;;;;14;;;1;;;;;2;
396;72;;1;;1;;2;2;;;;;31;;1;1;;;;;;3
397;214;;3;2;3;2;5;4;2;4;2;1;38;;1;6;;;1;;;1
399;97;5;1;4;1;;2;5;2;;;;42;;2;5;;;;;;
400;90;;;;;;;;;;;;;;;;;;;;;
402;71;;;;;;;;;;;;2;;;;;;;;2;
403;19;;;;;;;;;;;;;;;;;;;;;
405;28;2;;4;;;;;;;;;6;;;;;;;;2;
407;6;;;;;;;;;;;;;;;;;;;;;
408;54;;;;;;1;1;;;;;34;;;;;;;;;
409;25;;;;;;;1;;;;;9;;;;;;;;;
410;42;;;3;;;;2;;;;;5;;;;;;;;;
411;48;5;4;6;1;;;2;;;;;;;;;;;;;;
412;24;5;;;;;;;;;;;4;;;;;;;;2;
413;29;;;;;;;1;;;;;9;;;;;;;;;
415;54;;;2;;;;;;;;;16;;;;;;;;;
417;43;2;;;;;;;;;;;;;;;;;;;;
418;51;3;2;1;2;;3;3;3;;;;78;;1;2;;;;;;5
419;9;1;;;;;;;;;;;2;;;;;;;;;
420;15;;;;1;;3;2;;;;;;;;;;;;;;
421;44;;;;;;;;;;;;1;;;;;;;;;
422;51;;1;;1;;;1;;;;;9;;;;;;1;;;
423;55;2;;;;;;;;;;;1;;;;;;;;;
424;36;1;1;;;;;;;;;;5;;;;;;;;1;
425;57;3;;;;;;;;;;;2;;;;;;;;;
426;24;;1;4;;;;;;;;;;;;;;;;;;
427;10;;;;;;;;;;;;;;;;;;;;;
428;62;4;4;;1;;1;3;1;;2;;19;;2;;;;;;;5
429;12;;;;;;;;;;;;16;;;;;;;;;1
430;6;;;;;;;;;;;;;;;;;;;;;
431;114;6;1;2;2;;1;;1;;2;;15;;;;;;;;;3
432;19;;;;;;;;;;;;9;;;;;;;;;
433;19;;2;;;;;;;;;;;;;;;;;;;
435;62;4;;;1;;1;1;1;4;;;10;;1;10;2;;;;;
436;32;2;;1;;;;;;;;;10;;;;;;;;;
437;47;2;;2;;;;;;;;;21;;;;;;;;;
439;74;;1;;4;;1;;2;;2;;26;;4;4;;;;;;1
440;12;1;;;;;;;;;;;;;;;;;;;;
441;49;5;3;;;;;;;;;;3;;;;;;;;;
442;50;1;2;;;;;;;;;;17;;1;;;;;;1;
443;41;;1;;;;;;;;;;1;;;;;;;;;
444;59;;;;;2;;3;2;;;;5;;;;;;;;;
445;30;;1;;;;;;;;;;;;;;;;;;;
446;84;1;2;2;;;;1;2;;;;13;;;;;;;;;
447;35;3;;1;;;;;;;;;16;;;;;;;;;
448;47;;1;;;;;;;;;;15;;;;;;;;;
450;79;2;;;;;1;1;;;;;35;;1;;;;;;;1
451;24;;;;;;;;;;;;;;;;;;;;;
452;147;1;2;;2;;3;1;;;;;24;;;1;;;;;1;
453;28;;;;;;;;;;;;6;;;;;;;;;
455;58;;;;;1;;;;;;;4;;;;;;;;;
457;149;;7;19;10;;3;2;6;1;1;1;56;;2;8;;;;;;1
458;18;;;;;;;;;;;;;;;;;;;;;
459;37;;1;;;;;;;;;;;;;;;;;;;
460;261;5;;;4;;1;1;;1;;;23;;1;7;;;;;1;1
461;61;1;3;;;;1;6;1;1;;1;8;;1;6;;;;;;
462;14;2;;;;;;;;;;;1;;;;;;;;;
463;53;;;4;2;;3;;1;;2;;31;;;5;;;;;;4
464;55;;;;3;;;;;;;;2;;;;;;;;;
465;12;;1;1;;;;;;;;;2;;;;;;;;;
466;31;;2;;;;1;1;;;;;4;;;;;;;;;
467;61;7;2;2;;;;;;;;;15;;;;;;;;;
468;96;4;3;4;2;;1;3;1;4;1;1;3;;;;;;;;;
469;47;3;1;;;;1;2;2;;;;18;;;;;;;;;
470;26;1;;5;;;;;;;;;22;;;;;;;;;
471;38;;;;;;;6;1;;;;13;;;;;;;;1;
472;52;;2;;;;;1;;;;;23;;;;;;;;;
473;91;1;1;;1;1;2;1;1;;;;16;;2;;;;;;1;2
474;30;1;;;1;;1;;;;;;1;;;;;;;;;
475;108;;1;9;1;2;;11;1;;1;;43;;;;;;;;1;
476;95;2;1;;1;;;2;;;;;12;;;1;;;;;;
477;104;10;2;;;1;;8;2;;;;25;;2;10;;;;;1;1
478;36;2;1;2;3;;1;;;;;;43;;;4;;;;;2;4
479;;;;3;;;;;;;;;;;;;;;;;;
480;110;5;3;2;;4;;1;;;;;15;;;;;;;;;
481;31;1;;;;;;;1;;;;24;;;;;;;;1;
482;15;;;;;;;;;;;;;;;;;;;;;
483;47;;3;1;;1;2;2;;;;;14;;;;;;;;;4
484;50;2;;2;;;;;1;;;;5;;;;;;1;;;
485;47;2;1;;1;;1;1;2;;;;6;;1;1;;;;;;
487;15;1;;;;;;;;;;;;;;;;;;;;
488;22;;;;;3;1;;3;;;;19;;;;;;;;;2
489;98;1;1;;;;5;2;;;1;;21;;1;;;;;;;
490;34;3;;3;;;;5;;;;;2;;;;;;;;;
491;10;;;;;;;;;;;;;;;;;;;;;
492;45;3;5;;;;;;;;;;;;;;;;;;;
493;94;5;1;1;2;;3;3;2;5;1;;8;;1;5;6;;;2;5;2
494;16;1;1;;;;;;;;;;1;;;;;;;;;
495;48;3;2;9;2;;;1;1;;;;13;;;;;;;;;1
496;3;;;;;;;;;;;;;;;;;;;;;
497;63;1;1;3;;;;;;;;;12;;1;;;;;;;1
498;18;;;2;;;;;;;;;7;;;;;;;;;
499;66;1;1;;1;;1;3;1;;;;25;;;2;;;;;;2
501;24;1;2;3;;;;;;;;;1;;;;;;;;;
502;3;;;;;;;;;;;;;;;;;;;;;
503;70;1;1;1;6;;;2;;;1;;10;;1;7;;;1;;;
506;18;;;;;;;;;;1;;12;;;;;;;;;
507;23;1;1;;;;;;;;;;2;;;;;;;;;
509;49;;;4;;;;;;;;;;;;;;;;;;
510;38;;;;;;;1;;;;;9;;;;;;;;;
511;79;;3;2;1;2;;1;1;1;1;1;9;;1;7;;;2;;;
512;63;2;1;;3;1;1;1;2;;;1;16;;1;2;;;;;;
513;69;12;3;1;3;;1;1;3;;1;;12;;;;;;;;;
514;19;;;;;;;;;;;;;;;;;;;;;
515;22;;;;;;;;;;;;;;;;;;;;;
516;20;2;2;;;;1;;;;;;4;;;;;;;;;
517;98;;4;2;;;3;8;;;;;52;;;1;;;;;;1
519;3;;;;;;;;;;;;;;;;;;;;;
520;3;;;;;;;;;;;;;;;;;;;;;
522;5;;;;;;;;;;;;;;;;;;;;;
523;17;;;;;;1;;;;;;6;;;;;;;;;
524;11;;;;;;;;;;;;;;;;;;;;;
525;174;18;2;7;3;2;4;4;2;1;4;1;20;;1;;;;;;;3
526;93;10;7;6;1;;2;2;1;;1;;13;;1;;;;;;;1
527;71;11;1;8;1;;2;;;;3;;19;;;;;;2;;1;
528;19;2;2;;;;;;;;;;3;;;;;;;;;
529;29;;;;;;;;;;;;;;;;;;;;;
530;111;5;1;;1;;2;2;1;4;;;17;;;1;;;;5;;
531;81;;;;;;;;;;;;5;;;;;;;;;
532;40;;;3;;;1;4;2;1;;;11;;1;;;;;;;
534;37;;;;;;;;;;;;;;;;;;;;;
535;94;5;2;;1;;3;4;2;;3;1;17;;1;7;;;;;;3
537;11;;;1;;;;;;;;;;;;;;;;;;
538;10;;;;;;;;;;;;1;;;;;;;;;
539;26;;;;;;;3;;;;;1;;;;;;;;;
540;26;1;1;1;;;;;;;;;10;;;;;;;;;
541;7;;;;;;;;;;;;;;;;;;;;;
543;12;;;;;;;;;;;;;;;;;;;;;
546;42;;;;;;;;;;;;;;;;;;;;;
548;4;3;;;;;;;;;;;;;;;;;;;;
549;101;;2;;;;2;1;3;;;1;19;4;4;5;1;;1;;4;1
550;37;2;;;;;;;;;;;;;;;;;;;;
551;14;1;2;3;;;;;;;;;;;;;;;;;;
552;71;1;;;;;;7;2;;;;18;;;;;;;;;18
553;15;;;1;;;;;;;;;12;;;;;;;;;
554;83;8;2;;2;;2;2;;;;;13;;2;1;;;;;;3
555;24;;;;;;;;;;;;;;1;;;;;;1;1
556;29;;;;;;;;;;;;;;;;;;;;;
557;10;;;;;;;;;;;;;;;;;;;;;
558;89;3;4;;;;;;;;;;2;;;;;;;;;
