186;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;
187;85;60;42;0;;;;;27;0;0;0;0;;;;19;;;;;;;;;0;;;
188;80;93;95;65;11;54;77;56;55;60;59;55;38;39;45;50;41;24;25;26;27;25;16;13;9;9;65;;
189;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;
190;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
191;77;29;94;31;19;81;72;59;95;71;47;37;5;51;0;0;59;0;13;23;4;25;22;0;8;21;79;;
192;46;;;;;;0;;;;;;0;;;;;;;;;;;;;;;;
193;69;15;45;12;11;33;91;5;7;4;5;16;11;1;4;5;30;1;13;0;55;0;0;0;;0;0;;
194;79;80;95;60;84;59;66;68;74;4;55;24;29;42;42;41;23;21;14;13;14;13;6;6;3;5;62;;
195;79;0;8;24;24;17;23;6;3;1;1;31;0;0;23;30;13;17;21;20;18;6;6;8;0;7;51;;
196;53;0;0;0;;;44;;;0;0;49;2;9;;;27;0;5;;;;41;5;0;6;26;;
197;87;35;45;46;81;22;39;64;48;61;18;29;4;4;3;0;29;4;29;31;25;22;2;9;13;5;83;;
198;21;16;0;0;1;1;;0;;;;;;;;;;;;;;;;;;;;;
199;33;0;41;39;14;0;0;;;;;;0;;;;;;;;;;;;;;0;;
200;34;35;30;9;18;7;6;16;;0;0;;;;;;;;;;;;;;;;40;;
201;80;73;62;45;38;84;46;44;60;94;3;27;10;9;16;0;58;5;1;32;33;25;;0;10;0;8;;
202;88;1;0;0;;;;;;;;;0;;;;2;;;;;;;;;0;81;;
203;84;19;5;7;12;44;81;2;0;0;6;45;4;;0;;66;18;;0;;15;1;20;;5;83;;
204;75;51;83;76;54;72;89;73;69;61;81;40;35;40;49;1;20;12;31;17;1;31;35;0;0;36;65;;
205;84;111;103;99;81;68;38;73;56;71;53;46;2;39;37;50;16;0;15;4;;7;8;8;0;8;5;;
206;80;0;;0;0;68;5;;0;72;56;0;0;;;;50;0;1;;;0;0;;;0;0;;
207;12;3;5;9;;;;;;;;;;;;;;;;;;;;;;;0;;
208;88;25;67;22;20;79;81;0;74;49;61;52;0;0;49;0;4;;;;0;1;0;1;0;;118;;
209;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
210;76;3;34;25;6;6;58;22;22;26;19;31;35;41;44;45;51;24;10;33;20;20;6;10;6;8;41;;
211;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
212;98;26;102;0;0;102;98;85;69;74;72;60;50;38;0;51;0;;;;0;;;0;0;0;0;;
213;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
214;79;86;107;110;0;110;103;;;;;61;;;;;0;0;;0;0;7;7;1;0;0;5;;
215;14;;;;;;;;;;;;;;;;0;;;;;;;;;;;;
216;1;1;1;;;;;;;;;;;;;;;;;;;;;;;;1;;
217;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
218;80;85;85;74;78;72;80;60;40;37;59;47;38;44;45;45;25;28;25;26;27;23;27;1;30;2;77;;
219;77;15;39;27;76;3;44;33;19;13;4;47;49;10;34;39;34;3;3;6;7;18;12;10;10;6;80;;
220;52;47;58;3;32;39;35;29;26;0;22;15;5;2;3;16;34;7;17;;;;;;;;0;;
221;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
222;72;20;0;1;20;2;19;11;43;5;45;11;14;8;0;0;24;1;0;0;4;19;15;17;7;5;81;;
223;75;52;78;55;45;46;40;34;16;1;49;18;16;32;29;54;16;24;21;11;2;27;19;7;2;23;64;;
224;21;17;19;14;11;12;0;0;;;;;;;;;0;;;;;;;;;;;;
225;83;39;80;62;25;85;72;0;0;77;5;59;26;4;23;0;7;35;2;17;2;17;0;22;;1;95;;
226;86;18;65;48;82;21;73;0;43;43;66;49;52;46;46;43;;3;;0;0;3;0;3;0;0;80;;
227;65;;;0;;0;;0;0;;0;2;13;0;0;37;58;1;4;1;1;29;2;1;2;40;60;;
228;81;79;83;75;85;57;86;86;61;55;64;36;39;35;30;4;7;1;1;14;12;10;14;3;0;3;3;;
229;20;12;9;12;;17;17;;;;;;;;;;2;;;;;;;;;;18;;
230;65;4;0;2;14;0;;0;18;0;0;0;0;0;;;1;;;;;0;;0;;0;83;;
231;10;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;
232;29;10;3;12;7;9;8;;;;;;;;;;;;;;;;;;;;0;;
233;76;1;67;14;13;71;67;33;29;28;30;30;13;41;33;1;41;16;20;12;16;23;17;15;5;6;52;;
234;35;20;15;17;11;19;25;22;3;0;8;;;;;;;;;;;;;;;;8;;
235;22;31;7;0;6;29;27;0;0;;;;;;;;0;;;;;;;;;;16;;
236;17;1;0;0;;;;;;;;;;;;;0;;;;;;;;;;;;
237;90;8;0;31;42;65;2;0;;;0;0;;0;;;65;0;0;0;;1;0;0;;;1;;
238;79;57;58;60;58;53;58;37;24;28;25;30;30;27;19;28;61;21;21;16;11;10;8;6;9;8;76;;
239;72;;4;40;;0;0;;;;;0;0;0;;;26;25;0;0;;;;0;;5;1;;
240;29;7;1;13;28;12;3;;;;0;;;;;;;;;;;;;;;;7;;
241;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
242;11;1;1;2;0;0;;;;;;;;;;;0;;;;;;;;;;;;
243;51;13;0;;;;;;;;3;;;;;;;;;0;;;;;;;;;
244;74;34;62;23;16;83;73;51;54;53;37;56;42;58;37;0;30;32;34;37;29;31;11;18;10;9;89;;
245;78;86;93;24;77;62;24;51;49;62;22;19;31;20;19;18;54;19;16;18;16;20;19;19;21;5;52;;
246;94;8;14;12;81;8;100;0;;0;0;;;0;;;0;0;0;0;;1;;0;;1;95;;
247;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
248;18;11;17;0;0;0;0;;;;;;;;;;;;;;;;;;;;2;;
249;85;109;66;8;10;40;81;28;4;0;19;31;13;;1;;60;20;13;16;49;0;0;18;;1;1;;
250;29;7;1;0;0;0;;;;;;;;;;;0;;;;;;;;;;1;;
251;40;14;;;0;;;;;;;;;;;;0;;;;;;;;;;15;;
252;69;42;76;33;0;0;52;36;59;0;26;1;29;0;0;0;3;0;21;0;36;;;;0;;66;;
253;19;9;7;6;17;2;1;0;;;;;;;;;;;;;;;;;;;;;
254;16;15;;1;6;0;;;;;;;;;;;;;;;;;;;;;;;
255;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
256;87;14;88;37;;84;103;17;2;56;67;48;1;21;44;1;56;21;2;22;1;2;1;38;1;1;82;;
257;82;16;43;23;7;7;0;;4;0;1;0;54;;22;0;0;;;;0;;;;;0;;;
258;84;1;0;0;79;9;45;7;2;;;51;17;0;;;22;36;38;2;;0;;0;0;21;60;;
259;79;79;68;28;17;16;70;31;51;37;43;45;28;26;30;30;28;19;26;18;19;17;10;11;5;7;49;;
260;29;1;0;;0;;;;;;;;;;;;1;;;;;;;;;;0;;
261;76;28;27;21;15;21;20;14;9;8;14;9;12;9;12;12;31;17;19;21;17;14;6;23;30;15;49;;
262;70;0;;14;15;0;19;43;49;34;8;38;4;5;25;17;38;16;9;14;17;7;11;11;0;19;66;;
263;80;38;72;0;11;;;0;0;0;44;66;0;;0;;63;0;;0;;0;0;0;;0;98;;
264;80;72;74;41;49;63;47;20;61;42;50;33;29;30;47;31;33;16;19;15;35;8;12;20;0;16;106;;
265;71;20;5;6;6;2;3;32;30;31;28;24;2;0;2;0;65;0;0;0;0;0;;0;;0;90;;
266;75;20;46;67;11;59;71;25;17;5;23;48;9;22;1;42;42;15;12;10;7;14;15;12;12;6;48;;
267;80;50;76;76;13;68;65;57;49;20;35;40;11;27;18;24;43;23;34;17;18;21;16;12;4;4;86;;
268;21;15;7;5;5;2;;;;;;;;;;;0;;;;;;;;;;;;
269;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
270;84;12;14;5;16;5;42;6;3;3;32;11;25;57;58;49;6;21;16;45;43;9;17;21;4;6;90;;
271;83;0;20;0;13;32;45;42;0;0;0;0;1;0;45;0;26;19;18;;0;2;2;2;2;2;41;;
272;82;33;109;14;63;51;61;65;76;47;75;37;4;0;37;5;31;21;18;19;16;11;6;3;;2;55;;
273;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
274;74;33;79;45;41;68;58;54;20;19;12;44;29;40;10;6;72;22;30;0;13;13;12;15;14;11;101;;
275;64;;51;0;0;;;0;1;1;0;0;0;0;0;;0;;0;;;0;;;;1;0;;
276;75;3;104;83;88;55;72;50;9;5;9;41;14;11;6;32;17;;1;;32;1;2;2;;2;56;;
277;73;76;93;31;61;56;68;55;48;15;53;42;31;5;38;42;25;25;25;6;26;23;15;12;10;6;47;;
278;83;62;75;52;53;81;74;55;71;67;75;56;36;54;53;57;57;0;32;26;26;0;;;;19;85;;
279;72;44;37;40;15;11;10;26;26;0;0;6;11;;;;13;10;3;10;21;0;;0;;10;70;;
280;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
281;53;10;2;25;2;7;;1;10;6;5;0;;;;;10;9;21;21;;;;;;;0;;
282;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
283;88;77;68;84;76;85;75;74;48;0;0;55;46;54;49;;28;38;35;34;24;6;8;1;;4;105;;
284;21;18;11;12;1;15;0;;;;;;;;;;0;;;;;;;;;;;;
285;11;4;3;1;0;;;;;;;;;;;;0;;;;;;;;;;2;;
286;16;0;1;4;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
287;83;83;72;47;50;71;73;70;56;62;65;34;46;43;44;0;22;11;11;11;0;5;8;0;1;8;9;;
288;85;18;14;32;23;17;2;3;17;21;15;29;39;;;;1;;;;;;;;;;45;;
289;70;;;22;43;65;66;;0;;0;8;6;2;0;0;37;18;10;12;29;17;13;15;0;12;61;;
290;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
291;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
292;81;6;58;32;13;3;76;47;1;38;0;24;35;35;17;0;45;26;23;7;8;7;9;0;4;7;107;;
293;8;3;4;6;5;0;0;;;0;;;;;;;0;;;;;;;;;;0;;
294;95;;;;;;;;;;;;;;;;12;0;0;0;0;0;0;;0;0;0;;
295;78;80;85;72;101;81;81;15;16;17;15;46;0;0;31;0;67;21;19;1;0;44;0;5;;0;72;;
296;78;85;73;65;65;77;80;51;57;47;37;51;30;55;21;34;33;29;27;20;25;27;23;21;14;17;84;;
297;11;;;0;;;;;;;;;;;;;;;;;;;;;;;;;
