code_student;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29
46;;;;;18;;;;51;;;;;;;;;;;;;;;;;;;;;
47;;;;;22;;;;50;;;;;;;;;;;;;;;;;;;;;
48;;;;;-1;;;;-1;;;;;;-1;;;;;;;;;;;;;;;
49;;;;;23;;;;51;;;;;;93;;;;;;149;;;;;;;;;205
50;;;;;20;;;;51;;;;;;93;;;;;;134;;;;;;;;;197
51;;;;;24;;;;56;;;;;;94;;;;;;136;;;;;;;;;199
52;;;;;52;;;;52;;;;;;;;;;;;;;;;;;;;;
53;;;;;22;;;;50;;;;;;93;;;;;;135;;;;;;;;;198
54;;;;;28;;;;58;;;;;;172;;;;;;179;;;;;;;;;202
55;;;;;46;;;;52;;;;;;108;;;;;;150;;;;;;;;;
56;;;;;23;;;;;;;;;;;;;;;;;;;;;;;;;
57;;;;;31;;;;51;;;;;;93;;;;;;145;;;;;;;;;197
58;;;;;24;;;;51;;;;;;94;;;;;;136;;;;;;;;;199
59;;;;;-1;;;;;;;;;;94;;;;;;136;;;;;;;;;220
60;;;;;23;;;;51;;;;;;93;;;;;;135;;;;;;;;;198
61;;;;;19;;;;50;;;;;;91;;;;;;135;;;;;;;;;211
62;;;;;22;;;;51;;;;;;94;;;;;;;;;;;;;;;
63;;;;;24;;;;52;;;;;;;;;;;;;;;;;;;;;
64;;;;;24;;;;51;;;;;;91;;;;;;136;;;;;;;;;
66;;;;;24;;;;52;;;;;;94;;;;;;143;;;;;;;;;199
67;;;;;24;;;;50;;;;;;93;;;;;;136;;;;;;;;;198
68;;;;;23;;;;51;;;;;;99;;;;;;135;;;;;;;;;198
69;;;;;18;;;;50;;;;;;77;;;;;;135;;;;;;;;;183
70;;;;;29;;;;;;;;;;;;;;;;;;;;;;;;;
71;;;;;19;;;;51;;;;;;93;;;;;;135;;;;;;;;;
72;;;;;33;;;;53;;;;;;94;;;;;;143;;;;;;;;;199
74;;;;;18;;;;51;;;;;;92;;;;;;134;;;;;;;;;192
75;;;;;33;;;;51;;;;;;93;;;;;;141;;;;;;;;;198
77;;;;;23;;;;58;;;;;;107;;;;;;;;;;;;;;;
78;;;;;24;;;;51;;;;;;94;;;;;;136;;;;;;;;;197
79;;;;;;;;;65;;;;;;103;;;;;;137;;;;;;;;;
80;;;;;23;;;;51;;;;;;93;;;;;;136;;;;;;;;;198
81;;;;;-1;;;;-1;;;;;;-1;;;;;;136;;;;;;;;;
82;;;;;23;;;;49;;;;;;93;;;;;;134;;;;;;;;;198
83;;;;;27;;;;;;;;;;;;;;;;;;;;;;;;;
84;;;;;24;;;;58;;;;;;;;;;;;;;;;;;;;;
85;;;;;14;;;;53;;;;;;75;;;;;;126;;;;;;;;;197
86;;;;;19;;;;;;;;;;;;;;;;;;;;;;;;;
87;;;;;24;;;;52;;;;;;94;;;;;;136;;;;;;;;;199
88;;;;;22;;;;53;;;;;;106;;;;;;136;;;;;;;;;
89;;;;;24;;;;49;;;;;;100;;;;;;134;;;;;;;;;170
91;;;;;-5;;;;50;;;;;;90;;;;;;138;;;;;;;;;198
92;;;;;23;;;;51;;;;;;94;;;;;;135;;;;;;;;;198
93;;;;;23;;;;57;;;;;;;;;;;;;;;;;;;;;
94;;;;;18;;;;51;;;;;;93;;;;;;135;;;;;;;;;
95;;;;;22;;;;51;;;;;;93;;;;;;136;;;;;;;;;198
96;;;;;7;;;;46;;;;;;81;;;;;;133;;;;;;;;;196
98;;;;;24;;;;;;;;;;;;;;;;;;;;;;;;;
100;;;;;23;;;;51;;;;;;94;;;;;;136;;;;;;;;;198
102;;;;;14;;;;45;;;;;;97;;;;;;134;;;;;;;;;198
103;;;;;24;;;;;;;;;;;;;;;;;;;;;;;;;
104;;;;;21;;;;52;;;;;;94;;;;;;141;;;;;;;;;
105;;;;;21;;;;50;;;;;;92;;;;;;135;;;;;;;;;198
106;;;;;16;;;;48;;;;;;79;;;;;;150;;;;;;;;;189
107;;;;;23;;;;51;;;;;;95;;;;;;136;;;;;;;;;198
110;;;;;32;;;;52;;;;;;94;;;;;;135;;;;;;;;;198
111;;;;;25;;;;49;;;;;;93;;;;;;134;;;;;;;;;201
114;;;;;14;;;;50;;;;;;92;;;;;;134;;;;;;;;;197
115;;;;;16;;;;49;;;;;;79;;;;;;135;;;;;;;;;207
116;;;;;24;;;;50;;;;;;93;;;;;;136;;;;;;;;;199
117;;;;;24;;;;51;;;;;;93;;;;;;136;;;;;;;;;198
118;;;;;17;;;;50;;;;;;93;;;;;;129;;;;;;;;;150
120;;;;;22;;;;52;;;;;;98;;;;;;;;;;;;;;;
121;;;;;23;;;;53;;;;;;95;;;;;;135;;;;;;;;;198
123;;;;;23;;;;52;;;;;;94;;;;;;136;;;;;;;;;200
125;;;;;23;;;;50;;;;;;93;;;;;;135;;;;;;;;;198
127;;;;;23;;;;51;;;;;;94;;;;;;136;;;;;;;;;
129;;;;;22;;;;;;;;;;;;;;;;;;;;;;;;;
130;;;;;24;;;;52;;;;;;94;;;;;;143;;;;;;;;;199
131;;;;;24;;;;52;;;;;;95;;;;;;136;;;;;;;;;220
134;;;;;24;;;;;;;;;;;;;;;;;;;;;;;;;
135;;;;;-1;;;;-1;;;;;;-1;;;;;;157;;;;;;;;;217
136;;;;;65;;;;93;;;;;;;;;;;;;;;;;;;;;
137;;;;;24;;;;52;;;;;;;;;;;;;;;;;;;;;
138;;;;;24;;;;52;;;;;;94;;;;;;136;;;;;;;;;199
139;;;;;24;;;;51;;;;;;94;;;;;;136;;;;;;;;;198
140;;;;;10;;;;50;;;;;;92;;;;;;135;;;;;;;;;192
141;;;;;31;;;;;;;;;;;;;;;;;;;;;;;;;
142;;;;;16;;;;51;;;;;;93;;;;;;135;;;;;;;;;194
144;;;;;18;;;;46;;;;;;93;;;;;;136;;;;;;;;;199
145;;;;;21;;;;48;;;;;;93;;;;;;135;;;;;;;;;197
146;;;;;22;;;;51;;;;;;93;;;;;;135;;;;;;;;;198
147;;;;;30;;;;52;;;;;;106;;;;;;140;;;;;;;;;206
148;;;;;8;;;;43;;;;;;90;;;;;;135;;;;;;;;;199
151;;;;;16;;;;45;;;;;;90;;;;;;132;;;;;;;;;185
154;;;;;23;;;;65;;;;;;;;;;;;;;;;;;;;;
155;;;;;16;;;;51;;;;;;93;;;;;;136;;;;;;;;;198
156;;;;;24;;;;52;;;;;;;;;;;;;;;;;;;;;
157;;;;;13;;;;52;;;;;;99;;;;;;130;;;;;;;;;
158;;;;;33;;;;51;;;;;;;;;;;;;;;;;;;;;
159;;;;;24;;;;51;;;;;;108;;;;;;158;;;;;;;;;199
160;;;;;23;;;;52;;;;;;97;;;;;;136;;;;;;;;;
162;;;;;20;;;;51;;;;;;94;;;;;;136;;;;;;;;;199
163;;;;;24;;;;52;;;;;;;;;;;;;;;;;;;;;
164;;;;;20;;;;51;;;;;;91;;;;;;135;;;;;;;;;193
165;;;;;24;;;;52;;;;;;94;;;;;;136;;;;;;;;;189
166;;;;;25;;;;51;;;;;;100;;;;;;136;;;;;;;;;197
167;;;;;24;;;;52;;;;;;;;;;;;;;;;;;;;;
168;;;;;14;;;;50;;;;;;92;;;;;;134;;;;;;;;;171
169;;;;;24;;;;52;;;;;;94;;;;;;136;;;;;;;;;199
170;;;;;23;;;;59;;;;;;94;;;;;;143;;;;;;;;;199
171;;;;;-1;;;;;;;;;;;;;;;;;;;;;;;;;
172;;;;;22;;;;50;;;;;;93;;;;;;136;;;;;;;;;199
173;;;;;17;;;;50;;;;;;;;;;;;;;;;;;;;;
174;;;;;23;;;;50;;;;;;95;;;;;;135;;;;;;;;;168
176;;;;;22;;;;51;;;;;;93;;;;;;134;;;;;;;;;198
178;;;;;22;;;;51;;;;;;93;;;;;;136;;;;;;;;;199
179;;;;;22;;;;50;;;;;;91;;;;;;130;;;;;;;;;197
180;;;;;30;;;;51;;;;;;;;;;;;;;;;;;;;;
181;;;;;-1;;;;-1;;;;;;-1;;;;;;;;;;;;;;;
182;;;;;-1;;;;-1;;;;;;-1;;;;;;-1;;;;;;;;;-1
185;;;;;23;;;;52;;;;;;93;;;;;;136;;;;;;;;;
187;;;;;22;;;;52;;;;;;115;;;;;;143;;;;;;;;;
188;;;;;23;;;;51;;;;;;92;;;;;;135;;;;;;;;;195
189;;;;;-1;;;;-1;;;;;;;;;;;;;;;;;;;;;
191;;;;;23;;;;51;;;;;;94;;;;;;136;;;;;;;;;199
192;;;;;-1;;;;59;;;;;;94;;;;;;;;;;;;;;;
193;;;;;23;;;;51;;;;;;93;;;;;;135;;;;;;;;;
194;;;;;19;;;;51;;;;;;92;;;;;;135;;;;;;;;;192
195;;;;;28;;;;52;;;;;;99;;;;;;136;;;;;;;;;199
196;;;;;23;;;;52;;;;;;101;;;;;;136;;;;;;;;;198
197;;;;;22;;;;51;;;;;;94;;;;;;136;;;;;;;;;212
198;;;;;26;;;;;;;;;;;;;;;;;;;;;;;;;
199;;;;;24;;;;;;;;;;;;;;;;;;;;;;;;;
200;;;;;23;;;;50;;;;;;94;;;;;;;;;;;;;;;
201;;;;;23;;;;51;;;;;;94;;;;;;136;;;;;;;;;199
202;;;;;23;;;;56;;;;;;96;;;;;;135;;;;;;;;;205
203;;;;;18;;;;50;;;;;;100;;;;;;143;;;;;;;;;199
204;;;;;23;;;;51;;;;;;114;;;;;;142;;;;;;;;;190
205;;;;;22;;;;51;;;;;;92;;;;;;135;;;;;;;;;198
206;;;;;23;;;;51;;;;;;101;;;;;;134;;;;;;;;;198
208;;;;;23;;;;51;;;;;;95;;;;;;138;;;;;;;;;
210;;;;;23;;;;53;;;;;;94;;;;;;134;;;;;;;;;198
212;;;;;23;;;;51;;;;;;93;;;;;;135;;;;;;;;;198
214;;;;;24;;;;54;;;;;;94;;;;;;136;;;;;;;;;200
218;;;;;15;;;;48;;;;;;94;;;;;;136;;;;;;;;;199
219;;;;;21;;;;51;;;;;;93;;;;;;144;;;;;;;;;198
220;;;;;23;;;;58;;;;;;94;;;;;;135;;;;;;;;;
222;;;;;16;;;;54;;;;;;84;;;;;;135;;;;;;;;;196
223;;;;;17;;;;52;;;;;;93;;;;;;136;;;;;;;;;198
224;;;;;15;;;;58;;;;;;;;;;;;;;;;;;;;;
225;;;;;23;;;;35;;;;;;93;;;;;;136;;;;;;;;;201
226;;;;;24;;;;52;;;;;;94;;;;;;136;;;;;;;;;
227;;;;;5;;;;51;;;;;;93;;;;;;135;;;;;;;;;195
228;;;;;24;;;;52;;;;;;94;;;;;;142;;;;;;;;;198
229;;;;;22;;;;52;;;;;;;;;;;;;;;;;;;;;
230;;;;;24;;;;57;;;;;;101;;;;;;136;;;;;;;;;204
232;;;;;18;;;;51;;;;;;;;;;;;;;;;;;;;;
233;;;;;22;;;;61;;;;;;93;;;;;;135;;;;;;;;;196
234;;;;;22;;;;51;;;;;;93;;;;;;;;;;;;;;;
235;;;;;17;;;;51;;;;;;;;;;;;;;;;;;;;;
236;;;;;24;;;;;;;;;;;;;;;;;;;;;;;;;
237;;;;;24;;;;;;;;;;94;;;;;;150;;;;;;;;;198
238;;;;;24;;;;52;;;;;;94;;;;;;136;;;;;;;;;194
239;;;;;-1;;;;53;;;;;;91;;;;;;130;;;;;;;;;190
240;;;;;26;;;;60;;;;;;;;;;;;;;;;;;;;;
242;;;;;24;;;;;;;;;;;;;;;;;;;;;;;;;
243;;;;;39;;;;52;;;;;;101;;;;;;145;;;;;;;;;
244;;;;;17;;;;50;;;;;;92;;;;;;135;;;;;;;;;201
245;;;;;37;;;;59;;;;;;114;;;;;;157;;;;;;;;;219
246;;;;;22;;;;51;;;;;;94;;;;;;136;;;;;;;;;
248;;;;;23;;;;;;;;;;;;;;;;;;;;;;;;;
249;;;;;23;;;;51;;;;;;94;;;;;;136;;;;;;;;;198
250;;;;;23;;;;52;;;;;;;;;;;;;;;;;;;;;
251;;;;;23;;;;52;;;;;;;;;;;;;;;;;;;;;
252;;;;;24;;;;50;;;;;;93;;;;;;155;;;;;;;;;195
253;;;;;17;;;;52;;;;;;;;;;;;;;;;;;;;;
254;;;;;23;;;;53;;;;;;;;;;;;;;;;;;;;;
256;;;;;23;;;;52;;;;;;94;;;;;;136;;;;;;;;;199
257;;;;;31;;;;52;;;;;;100;;;;;;142;;;;;;;;;
258;;;;;24;;;;51;;;;;;;;;;;;135;;;;;;;;;
259;;;;;21;;;;51;;;;;;94;;;;;;136;;;;;;;;;198
260;;;;;37;;;;66;;;;;;;;;;;;;;;;;;;;;
261;;;;;22;;;;43;;;;;;90;;;;;;134;;;;;;;;;190
262;;;;;7;;;;39;;;;;;88;;;;;;124;;;;;;;;;190
263;;;;;23;;;;62;;;;;;93;;;;;;136;;;;;;;;;202
264;;;;;23;;;;51;;;;;;93;;;;;;135;;;;;;;;;199
265;;;;;9;;;;44;;;;;;90;;;;;;125;;;;;;;;;178
266;;;;;23;;;;51;;;;;;100;;;;;;134;;;;;;;;;198
267;;;;;23;;;;51;;;;;;93;;;;;;133;;;;;;;;;198
268;;;;;23;;;;54;;;;;;;;;;;;;;;;;;;;;
270;;;;;23;;;;51;;;;;;93;;;;;;146;;;;;;;;;199
271;;;;;23;;;;51;;;;;;94;;;;;;137;;;;;;;;;199
272;;;;;24;;;;61;;;;;;94;;;;;;143;;;;;;;;;214
274;;;;;24;;;;52;;;;;;101;;;;;;143;;;;;;;;;220
275;;;;;23;;;;50;;;;;;93;;;;;;134;;;;;;;;;198
276;;;;;23;;;;51;;;;;;93;;;;;;141;;;;;;;;;199
277;;;;;19;;;;54;;;;;;100;;;;;;135;;;;;;;;;192
278;;;;;23;;;;52;;;;;;90;;;;;;128;;;;;;;;;172
279;;;;;22;;;;50;;;;;;109;;;;;;134;;;;;;;;;196
281;;;;;25;;;;51;;;;;;103;;;;;;;;;;;;;;;
283;;;;;33;;;;64;;;;;;93;;;;;;135;;;;;;;;;194
284;;;;;23;;;;52;;;;;;;;;;;;;;;;;;;;;
285;;;;;23;;;;;;;;;;;;;;;;;;;;;;;;;
286;;;;;-1;;;;-1;;;;;;;;;;;;;;;;;;;;;
287;;;;;23;;;;52;;;;;;94;;;;;;136;;;;;;;;;199
288;;;;;13;;;;53;;;;;;94;;;;;;137;;;;;;;;;206
289;;;;;23;;;;51;;;;;;93;;;;;;135;;;;;;;;;197
292;;;;;19;;;;51;;;;;;96;;;;;;140;;;;;;;;;199
294;;;;;24;;;;52;;;;;;93;;;;;;136;;;;;;;;;199
295;;;;;26;;;;51;;;;;;101;;;;;;135;;;;;;;;;198
296;;;;;21;;;;48;;;;;;96;;;;;;135;;;;;;;;;198
298;;;;;-1;;;;-1;;;;;;;;;;;;;;;;;;;;;
299;;;;;-1;;;;-1;;;;;;;;;;;;;;;;;;;;;
300;;;;;24;;;;52;;;;;;;;;;;;136;;;;;;;;;
301;;;;;29;;;;50;;;;;;101;;;;;;136;;;;;;;;;206
302;;;;;23;;;;51;;;;;;93;;;;;;142;;;;;;;;;198
304;;;;;28;;;;52;;;;;;99;;;;;;141;;;;;;;;;199
306;;;;;23;;;;51;;;;;;94;;;;;;;;;;;;;;;
308;;;;;24;;;;;;;;;;94;;;;;;136;;;;;;;;;219
309;;;;;24;;;;;;;;;;;;;;;;;;;;;;;;;
310;;;;;23;;;;51;;;;;;94;;;;;;136;;;;;;;;;199
312;;;;;23;;;;52;;;;;;92;;;;;;135;;;;;;;;;198
313;;;;;23;;;;51;;;;;;94;;;;;;136;;;;;;;;;198
314;;;;;23;;;;37;;;;;;96;;;;;;139;;;;;;;;;198
315;;;;;31;;;;63;;;;;;66;;;;;;158;;;;;;;;;208
316;;;;;19;;;;49;;;;;;92;;;;;;134;;;;;;;;;198
317;;;;;-1;;;;52;;;;;;94;;;;;;136;;;;;;;;;199
318;;;;;23;;;;51;;;;;;94;;;;;;136;;;;;;;;;195
320;;;;;18;;;;52;;;;;;95;;;;;;138;;;;;;;;;198
322;;;;;24;;;;;;;;;;;;;;;;;;;;;;;;;
323;;;;;24;;;;;;;;;;;;;;;;;;;;;;;;;
324;;;;;23;;;;50;;;;;;;;;;;;;;;;;;;;;
325;;;;;24;;;;51;;;;;;94;;;;;;138;;;;;;;;;
327;;;;;22;;;;53;;;;;;93;;;;;;141;;;;;;;;;201
328;;;;;23;;;;52;;;;;;94;;;;;;136;;;;;;;;;
330;;;;;-1;;;;-1;;;;;;93;;;;;;;;;;;;;;;
331;;;;;23;;;;52;;;;;;101;;;;;;142;;;;;;;;;199
333;;;;;24;;;;55;;;;;;94;;;;;;136;;;;;;;;;199
335;;;;;23;;;;52;;;;;;97;;;;;;136;;;;;;;;;199
337;;;;;24;;;;53;;;;;;94;;;;;;136;;;;;;;;;199
340;;;;;33;;;;51;;;;;;93;;;;;;135;;;;;;;;;198
341;;;;;18;;;;50;;;;;;91;;;;;;135;;;;;;;;;207
344;;;;;23;;;;51;;;;;;97;;;;;;135;;;;;;;;;198
345;;;;;23;;;;51;;;;;;101;;;;;;136;;;;;;;;;198
346;;;;;-1;;;;-1;;;;;;-1;;;;;;132;;;;;;;;;206
347;;;;;24;;;;51;;;;;;92;;;;;;136;;;;;;;;;198
348;;;;;21;;;;53;;;;;;;;;;;;;;;;;;;;;
349;;;;;24;;;;53;;;;;;107;;;;;;;;;;;;;;;
350;;;;;22;;;;50;;;;;;93;;;;;;135;;;;;;;;;197
351;;;;;24;;;;52;;;;;;94;;;;;;136;;;;;;;;;206
352;;;;;23;;;;52;;;;;;98;;;;;;136;;;;;;;;;192
353;;;;;15;;;;57;;;;;;;;;;;;;;;;;;;;;
354;;;;;23;;;;52;;;;;;101;;;;;;143;;;;;;;;;
355;;;;;24;;;;;;;;;;;;;;;;;;;;;;;;;
356;;;;;23;;;;52;;;;;;94;;;;;;136;;;;;;;;;198
357;;;;;22;;;;54;;;;;;100;;;;;;146;;;;;;;;;209
358;;;;;22;;;;47;;;;;;93;;;;;;134;;;;;;;;;184
359;;;;;23;;;;52;;;;;;94;;;;;;135;;;;;;;;;198
360;;;;;-1;;;;-1;;;;;;;;;;;;;;;;;;;;;
361;;;;;20;;;;51;;;;;;94;;;;;;135;;;;;;;;;198
365;;;;;24;;;;52;;;;;;148;;;;;;241;;;;;;;;;
366;;;;;32;;;;51;;;;;;;;;;;;;;;;;;;;;
367;;;;;22;;;;;;;;;;;;;;;;;;;;;;;;;
368;;;;;23;;;;51;;;;;;94;;;;;;136;;;;;;;;;199
369;;;;;;;;;;;;;;;112;;;;;;165;;;;;;;;;
370;;;;;21;;;;51;;;;;;89;;;;;;134;;;;;;;;;195
371;;;;;24;;;;;;;;;;;;;;;;;;;;;;;;;
372;;;;;24;;;;52;;;;;;94;;;;;;136;;;;;;;;;199
373;;;;;-1;;;;-1;;;;;;-1;;;;;;-1;;;;;;;;;
374;;;;;20;;;;44;;;;;;93;;;;;;136;;;;;;;;;195
375;;;;;-1;;;;-1;;;;;;90;;;;;;135;;;;;;;;;
376;;;;;24;;;;52;;;;;;94;;;;;;136;;;;;;;;;199
377;;;;;23;;;;56;;;;;;;;;;;;;;;;;;;;;
379;;;;;23;;;;51;;;;;;92;;;;;;135;;;;;;;;;198
380;;;;;23;;;;51;;;;;;94;;;;;;135;;;;;;;;;198
381;;;;;16;;;;52;;;;;;;;;;;;;;;;;;;;;
382;;;;;23;;;;52;;;;;;93;;;;;;136;;;;;;;;;199
383;;;;;23;;;;51;;;;;;93;;;;;;130;;;;;;;;;198
384;;;;;23;;;;51;;;;;;93;;;;;;135;;;;;;;;;193
385;;;;;22;;;;49;;;;;;93;;;;;;134;;;;;;;;;184
386;;;;;30;;;;52;;;;;;98;;;;;;137;;;;;;;;;
387;;;;;24;;;;52;;;;;;94;;;;;;136;;;;;;;;;199
388;;;;;24;;;;;;;;;;;;;;;;;;;;;;;;;
389;;;;;31;;;;59;;;;;;;;;;;;;;;;;;;;;
391;;;;;6;;;;49;;;;;;92;;;;;;134;;;;;;;;;181
392;;;;;23;;;;52;;;;;;94;;;;;;136;;;;;;;;;199
394;;;;;20;;;;;;;;;;;;;;;;;;;;;;;;;
395;;;;;23;;;;44;;;;;;95;;;;;;132;;;;;;;;;199
396;;;;;23;;;;51;;;;;;94;;;;;;136;;;;;;;;;210
397;;;;;24;;;;52;;;;;;95;;;;;;136;;;;;;;;;197
399;;;;;23;;;;51;;;;;;94;;;;;;135;;;;;;;;;198
402;;;;;21;;;;58;;;;;;103;;;;;;141;;;;;;;;;202
403;;;;;32;;;;52;;;;;;94;;;;;;;;;;;;;;;
405;;;;;24;;;;51;;;;;;106;;;;;;149;;;;;;;;;199
406;;;;;-1;;;;-1;;;;;;;;;;;;;;;;;;;;;
407;;;;;23;;;;59;;;;;;;;;;;;;;;;;;;;;
408;;;;;23;;;;51;;;;;;107;;;;;;136;;;;;;;;;199
409;;;;;24;;;;52;;;;;;108;;;;;;136;;;;;;;;;199
410;;;;;17;;;;50;;;;;;93;;;;;;135;;;;;;;;;198
411;;;;;24;;;;54;;;;;;94;;;;;;136;;;;;;;;;
412;;;;;24;;;;52;;;;;;94;;;;;;136;;;;;;;;;199
413;;;;;16;;;;50;;;;;;94;;;;;;136;;;;;;;;;198
415;;;;;24;;;;59;;;;;;101;;;;;;143;;;;;;;;;199
417;;;;;23;;;;;;;;;;;;;;;;;;;;;;;;;
418;;;;;23;;;;51;;;;;;94;;;;;;136;;;;;;;;;199
419;;;;;24;;;;52;;;;;;;;;;;;;;;;;;;;;
420;;;;;-1;;;;-1;;;;;;106;;;;;;136;;;;;;;;;217
422;;;;;-1;;;;-1;;;;;;-1;;;;;;143;;;;;;;;;199
423;;;;;24;;;;47;;;;;;94;;;;;;136;;;;;;;;;198
424;;;;;23;;;;52;;;;;;94;;;;;;135;;;;;;;;;197
426;;;;;23;;;;51;;;;;;;;;;;;;;;;;;;;;
428;;;;;24;;;;51;;;;;;93;;;;;;136;;;;;;;;;198
429;;;;;27;;;;52;;;;;;93;;;;;;135;;;;;;;;;198
430;;;;;-1;;;;-1;;;;;;-1;;;;;;;;;;;;;;;
431;;;;;24;;;;52;;;;;;94;;;;;;136;;;;;;;;;199
432;;;;;29;;;;52;;;;;;94;;;;;;140;;;;;;;;;201
433;;;;;23;;;;57;;;;;;94;;;;;;141;;;;;;;;;
434;;;;;-1;;;;-1;;;;;;-1;;;;;;-1;;;;;;;;;
435;;;;;23;;;;51;;;;;;93;;;;;;135;;;;;;;;;198
436;;;;;23;;;;51;;;;;;92;;;;;;143;;;;;;;;;198
437;;;;;23;;;;52;;;;;;101;;;;;;143;;;;;;;;;199
439;;;;;18;;;;34;;;;;;89;;;;;;128;;;;;;;;;196
440;;;;;23;;;;;;;;;;;;;;;;;;;;;;;;;
441;;;;;23;;;;52;;;;;;101;;;;;;136;;;;;;;;;
442;;;;;22;;;;49;;;;;;94;;;;;;141;;;;;;;;;198
443;;;;;23;;;;;;;;;;;;;;;;;;;;;;;;;
444;;;;;-1;;;;-1;;;;;;92;;;;;;141;;;;;;;;;190
445;;;;;23;;;;;;;;;;103;;;;;;;;;;;;;;;
446;;;;;22;;;;52;;;;;;94;;;;;;134;;;;;;;;;198
447;;;;;22;;;;51;;;;;;92;;;;;;135;;;;;;;;;198
448;;;;;24;;;;51;;;;;;94;;;;;;136;;;;;;;;;199
450;;;;;24;;;;52;;;;;;94;;;;;;136;;;;;;;;;199
451;;;;;24;;;;52;;;;;;;;;;;;;;;;;;;;;
452;;;;;20;;;;45;;;;;;90;;;;;;130;;;;;;;;;197
453;;;;;22;;;;50;;;;;;93;;;;;;143;;;;;;;;;198
455;;;;;-1;;;;-1;;;;;;94;;;;;;143;;;;;;;;;199
457;;;;;22;;;;51;;;;;;104;;;;;;143;;;;;;;;;199
459;;;;;23;;;;51;;;;;;93;;;;;;139;;;;;;;;;
460;;;;;23;;;;52;;;;;;94;;;;;;136;;;;;;;;;199
461;;;;;23;;;;51;;;;;;93;;;;;;135;;;;;;;;;203
462;;;;;14;;;;14;;;;;;;;;;;;;;;;;;;;;
463;;;;;22;;;;51;;;;;;94;;;;;;135;;;;;;;;;198
464;;;;;23;;;;47;;;;;;91;;;;;;;;;;;;;;;
465;;;;;23;;;;61;;;;;;;;;;;;;;;;;;;;;
466;;;;;-1;;;;-1;;;;;;94;;;;;;135;;;;;;;;;
467;;;;;24;;;;50;;;;;;101;;;;;;155;;;;;;;;;206
468;;;;;11;;;;50;;;;;;91;;;;;;127;;;;;;;;;188
469;;;;;22;;;;39;;;;;;90;;;;;;136;;;;;;;;;198
470;;;;;15;;;;50;;;;;;93;;;;;;136;;;;;;;;;199
471;;;;;22;;;;62;;;;;;93;;;;;;135;;;;;;;;;206
472;;;;;22;;;;51;;;;;;94;;;;;;135;;;;;;;;;198
473;;;;;23;;;;51;;;;;;92;;;;;;135;;;;;;;;;198
474;;;;;-1;;;;47;;;;;;;;;;;;;;;;;;;;;
