code_student;code_module;code_presentation;id_student;date_registration;date_unregistration
101;FFF;2014J;234031;-124;24
102;FFF;2014J;234661;-18;
103;FFF;2014J;235747;-31;12
104;FFF;2014J;235768;-115;
105;FFF;2014J;235971;-107;
106;FFF;2014J;236090;-137;
107;FFF;2014J;237891;-37;
108;FFF;2014J;238301;-70;-1
109;FFF;2014J;242636;-109;
110;FFF;2014J;249357;11;
111;FFF;2014J;251166;-95;
112;FFF;2014J;251397;-79;-18
113;FFF;2014J;251916;-56;23
114;FFF;2014J;253633;-37;
115;FFF;2014J;253763;-23;
116;FFF;2014J;258245;-120;
117;FFF;2014J;258509;-37;
118;FFF;2014J;258978;-115;
119;FFF;2014J;260275;-15;10
120;FFF;2014J;261863;-107;192
121;FFF;2014J;262025;-79;
122;FFF;2014J;262332;-110;-39
123;FFF;2014J;262394;-148;
124;FFF;2014J;263143;-124;-85
125;FFF;2014J;263862;-37;
126;FFF;2014J;264589;-66;
127;FFF;2014J;265497;-30;
128;FFF;2014J;268727;-110;-108
129;FFF;2014J;268823;-31;
130;FFF;2014J;269584;-36;
131;FFF;2014J;270421;-28;
132;FFF;2014J;271702;-144;-10
133;FFF;2014J;272704;-148;13
134;FFF;2014J;275127;-15;
135;FFF;2014J;276265;-15;
136;FFF;2014J;276337;-128;128
137;FFF;2014J;277384;-122;12
138;FFF;2014J;278380;-70;
139;FFF;2014J;279440;-29;
140;FFF;2014J;279653;-102;
141;FFF;2014J;279883;-25;12
142;FFF;2014J;281134;-28;
143;FFF;2014J;281970;-100;12
144;FFF;2014J;282849;-15;
145;FFF;2014J;283402;-11;
146;FFF;2014J;286778;-14;
147;FFF;2014J;287079;-44;
148;FFF;2014J;287258;-136;
149;FFF;2014J;287715;-72;12
150;FFF;2014J;289179;-50;12
151;FFF;2014J;289247;-25;
152;FFF;2014J;289618;-30;31
153;FFF;2014J;289676;-96;
154;FFF;2014J;294112;-28;
155;FFF;2014J;294219;-45;
156;FFF;2014J;294920;-93;93
157;FFF;2014J;294929;-148;
158;FFF;2014J;295893;-43;
159;FFF;2014J;297218;-9;
160;FFF;2014J;297341;-22;
161;FFF;2014J;300848;-128;-29
162;FFF;2014J;301074;-120;
163;FFF;2014J;301561;-52;159
164;FFF;2014J;305064;-86;
165;FFF;2014J;305659;-28;
166;FFF;2014J;310205;-79;
167;FFF;2014J;312126;-22;12
168;FFF;2014J;312231;-81;
169;FFF;2014J;312960;-72;
170;FFF;2014J;315795;-10;
171;FFF;2014J;316061;-15;12
172;FFF;2014J;316082;-68;
173;FFF;2014J;318139;-68;79
174;FFF;2014J;318147;-64;
175;FFF;2014J;318289;-35;-21
176;FFF;2014J;319073;-22;
177;FFF;2014J;319461;-46;5
178;FFF;2014J;320133;-25;
179;FFF;2014J;320612;-25;
180;FFF;2014J;322499;-32;234
181;FFF;2014J;324331;-32;
182;FFF;2014J;325750;-88;
183;FFF;2014J;327664;-66;12
184;FFF;2014J;328377;-106;17
185;FFF;2014J;328797;-42;
186;FFF;2014J;329095;-37;158
187;FFF;2014J;329895;-21;
188;FFF;2014J;331789;-108;
189;FFF;2014J;332237;-34;
190;FFF;2014J;332676;-44;10
191;FFF;2014J;333993;-106;
192;FFF;2014J;334224;-59;145
193;FFF;2014J;335095;-103;
194;FFF;2014J;337000;-22;
195;FFF;2014J;338689;-66;
196;FFF;2014J;338806;-23;
197;FFF;2014J;339519;-32;
198;FFF;2014J;340831;-29;69
199;FFF;2014J;341093;-93;
200;FFF;2014J;341457;-144;135
201;FFF;2014J;341629;-21;
202;FFF;2014J;343709;-36;
203;FFF;2014J;345271;-109;
204;FFF;2014J;347197;-49;
205;FFF;2014J;348108;-56;
206;FFF;2014J;348324;-50;
207;FFF;2014J;348906;-67;32
208;FFF;2014J;349515;-53;
209;FFF;2014J;349777;-68;51
210;FFF;2014J;351147;-79;
211;FFF;2014J;351293;-114;-5
212;FFF;2014J;354698;-17;
213;FFF;2014J;354713;-14;
214;FFF;2014J;355293;-123;
215;FFF;2014J;357851;110;
216;FFF;2014J;360278;-88;16
217;FFF;2014J;360752;-38;-2
218;FFF;2014J;364066;-142;
219;FFF;2014J;366140;-94;
220;FFF;2014J;367151;-120;191
221;FFF;2014J;368389;-155;-155
222;FFF;2014J;369242;-72;
223;FFF;2014J;369450;-144;
224;FFF;2014J;369644;-16;67
225;FFF;2014J;370735;-67;
226;FFF;2014J;372345;-59;
227;FFF;2014J;372509;-17;
228;FFF;2014J;372511;-1;
229;FFF;2014J;374353;-67;81
230;FFF;2014J;375527;-25;
231;FFF;2014J;375993;-155;12
232;FFF;2014J;378705;-31;
233;FFF;2014J;378946;-94;
234;FFF;2014J;379278;-94;
235;FFF;2014J;379311;-108;
236;FFF;2014J;379563;-17;52
237;FFF;2014J;380952;-5;
238;FFF;2014J;381257;-22;
239;FFF;2014J;381414;-34;
240;FFF;2014J;381428;-102;87
241;FFF;2014J;381528;-25;12
242;FFF;2014J;381529;-115;74
243;FFF;2014J;383445;-29;
244;FFF;2014J;383602;-102;
245;FFF;2014J;383629;-67;
246;FFF;2014J;384107;-35;
247;FFF;2014J;384331;-81;10
248;FFF;2014J;386121;-46;37
249;FFF;2014J;386389;-143;
250;FFF;2014J;386956;-31;109
251;FFF;2014J;389853;-46;195
252;FFF;2014J;390070;-21;
253;FFF;2014J;393141;-115;
254;FFF;2014J;395758;-67;62
255;FFF;2014J;396136;-130;12
256;FFF;2014J;396683;-28;
257;FFF;2014J;396834;-15;
258;FFF;2014J;396907;-18;
259;FFF;2014J;397219;-70;
260;FFF;2014J;397292;-108;
261;FFF;2014J;397671;-100;
262;FFF;2014J;398550;-155;
263;FFF;2014J;398630;-88;
264;FFF;2014J;399429;-64;
265;FFF;2014J;402695;-123;
266;FFF;2014J;405193;-108;
267;FFF;2014J;407232;-46;
268;FFF;2014J;408499;-31;94
269;FFF;2014J;408872;-140;12
270;FFF;2014J;410407;-60;
271;FFF;2014J;410883;-94;
272;FFF;2014J;411304;-115;
273;FFF;2014J;411688;-18;
274;FFF;2014J;412353;-29;
275;FFF;2014J;413180;-156;
276;FFF;2014J;413709;-52;
277;FFF;2014J;413949;-67;
278;FFF;2014J;416199;-81;
279;FFF;2014J;416407;-43;
280;FFF;2014J;416426;-130;-95
281;FFF;2014J;418201;-18;
282;FFF;2014J;418486;-35;9
283;FFF;2014J;419059;-70;
284;FFF;2014J;419081;-29;
285;FFF;2014J;420834;-23;95
286;FFF;2014J;421070;-64;79
287;FFF;2014J;423210;-32;
288;FFF;2014J;423488;-28;
289;FFF;2014J;423781;-36;
290;FFF;2014J;425467;-53;-53
291;FFF;2014J;426410;-64;
292;FFF;2014J;427256;-23;
293;FFF;2014J;427485;-106;34
294;FFF;2014J;429832;-41;
295;FFF;2014J;431139;-17;
296;FFF;2014J;434476;-121;
297;FFF;2014J;435294;-24;173
298;FFF;2014J;438063;-122;
299;FFF;2014J;438644;-93;
300;FFF;2014J;439950;-15;
301;FFF;2014J;439995;-24;
302;FFF;2014J;440818;-16;
303;FFF;2014J;441020;-31;3
304;FFF;2014J;441165;-7;
305;FFF;2014J;441170;-144;-103
306;FFF;2014J;441421;-66;
307;FFF;2014J;441540;-115;-73
308;FFF;2014J;442199;-73;
309;FFF;2014J;442347;-88;95
310;FFF;2014J;442563;-46;
311;FFF;2014J;442725;-15;
312;FFF;2014J;442802;-15;
313;FFF;2014J;443151;-149;
314;FFF;2014J;443514;-146;
315;FFF;2014J;443696;-67;
316;FFF;2014J;444011;-64;
317;FFF;2014J;444619;-113;
318;FFF;2014J;444907;-38;
319;FFF;2014J;445459;-106;11
320;FFF;2014J;445686;-22;
321;FFF;2014J;446778;-37;19
322;FFF;2014J;464522;-16;12
323;FFF;2014J;465009;-31;82
324;FFF;2014J;465078;-103;69
325;FFF;2014J;465121;-65;
326;FFF;2014J;465245;-148;-18
327;FFF;2014J;465294;-38;
328;FFF;2014J;466120;-109;
329;FFF;2014J;466717;-106;12
330;FFF;2014J;466807;-28;145
331;FFF;2014J;466987;-10;
332;FFF;2014J;467312;-22;12
333;FFF;2014J;467363;-99;
334;FFF;2014J;468623;-17;12
335;FFF;2014J;469499;-46;
336;FFF;2014J;470121;-21;2
337;FFF;2014J;471284;-80;
338;FFF;2014J;471374;-53;23
339;FFF;2014J;472401;-51;16
340;FFF;2014J;474667;-50;
341;FFF;2014J;475015;-23;
342;FFF;2014J;475566;-28;-1
343;FFF;2014J;475699;-73;9
344;FFF;2014J;476401;-30;
345;FFF;2014J;476629;-14;
346;FFF;2014J;477833;-100;
347;FFF;2014J;479939;-21;
348;FFF;2014J;480303;-79;
349;FFF;2014J;481240;-30;236
350;FFF;2014J;481717;-21;
351;FFF;2014J;482644;-8;
352;FFF;2014J;483037;-35;
353;FFF;2014J;483656;-77;82
354;FFF;2014J;484010;-109;
355;FFF;2014J;484494;-44;12
356;FFF;2014J;484594;-29;
357;FFF;2014J;485228;-87;
358;FFF;2014J;486087;-25;
359;FFF;2014J;486964;-15;
360;FFF;2014J;488136;-101;12
361;FFF;2014J;488525;-136;
362;FFF;2014J;489048;-16;12
363;FFF;2014J;489104;-49;-4
364;FFF;2014J;489493;-60;4
365;FFF;2014J;489553;-74;
366;FFF;2014J;490297;-23;
367;FFF;2014J;491077;-59;96
368;FFF;2014J;491126;-29;
369;FFF;2014J;491756;-15;184
370;FFF;2014J;491863;-57;
371;FFF;2014J;491959;-52;163
372;FFF;2014J;492024;-88;
373;FFF;2014J;492557;-115;62
374;FFF;2014J;493793;-140;
375;FFF;2014J;494046;-85;
376;FFF;2014J;494184;-51;
377;FFF;2014J;496493;-92;97
378;FFF;2014J;496815;-3;6
379;FFF;2014J;497415;-49;
380;FFF;2014J;498442;-10;
381;FFF;2014J;499244;-149;149
382;FFF;2014J;499404;-95;
383;FFF;2014J;500068;-156;
384;FFF;2014J;500618;-25;
385;FFF;2014J;501444;-59;
386;FFF;2014J;501897;-14;202
387;FFF;2014J;502011;-70;
388;FFF;2014J;503684;-34;12
389;FFF;2014J;504270;-93;
390;FFF;2014J;504700;-58;-25
391;FFF;2014J;505773;-72;
392;FFF;2014J;506705;-81;
393;FFF;2014J;507031;-85;158
394;FFF;2014J;507311;-93;
395;FFF;2014J;507743;-24;
396;FFF;2014J;507935;-41;
397;FFF;2014J;508626;-46;
398;FFF;2014J;509177;-14;12
399;FFF;2014J;509536;-154;
400;FFF;2014J;510762;-10;
401;FFF;2014J;511246;-64;
402;FFF;2014J;511309;-25;
403;FFF;2014J;511350;-4;
404;FFF;2014J;511859;-42;-3
405;FFF;2014J;511981;-155;
406;FFF;2014J;512335;-46;12
407;FFF;2014J;513272;-77;
408;FFF;2014J;513422;-4;
409;FFF;2014J;513428;-14;
410;FFF;2014J;514078;-38;
411;FFF;2014J;514556;-25;
412;FFF;2014J;516602;-73;
413;FFF;2014J;517551;-121;
414;FFF;2014J;518599;-155;-109
415;FFF;2014J;519115;-88;
416;FFF;2014J;520265;-114;
417;FFF;2014J;521032;-92;12
418;FFF;2014J;521115;-10;
419;FFF;2014J;521153;-35;
420;FFF;2014J;521255;-23;
421;FFF;2014J;521703;-113;12
422;FFF;2014J;522082;-45;
423;FFF;2014J;523017;-93;
424;FFF;2014J;523249;-58;
425;FFF;2014J;523589;-73;10
426;FFF;2014J;524827;-70;51
427;FFF;2014J;525523;-70;157
428;FFF;2014J;526721;-102;
429;FFF;2014J;526819;-59;
430;FFF;2014J;527619;-155;72
431;FFF;2014J;529693;-66;
432;FFF;2014J;529991;-7;
433;FFF;2014J;530148;-7;240
434;FFF;2014J;530196;-24;12
435;FFF;2014J;531018;-92;
436;FFF;2014J;531871;-28;
437;FFF;2014J;532254;-22;
438;FFF;2014J;532744;-46;-11
439;FFF;2014J;533418;-92;
440;FFF;2014J;534018;-109;33
441;FFF;2014J;534112;-24;198
442;FFF;2014J;534457;-67;
443;FFF;2014J;535542;-15;59
444;FFF;2014J;535671;-141;
445;FFF;2014J;535997;-57;163
446;FFF;2014J;536351;-115;
447;FFF;2014J;536475;-16;
448;FFF;2014J;536963;-17;
449;FFF;2014J;537321;-155;10
450;FFF;2014J;537322;-24;
451;FFF;2014J;537606;-85;
452;FFF;2014J;537811;-53;
453;FFF;2014J;539308;-15;
454;FFF;2014J;539913;-41;-35
455;FFF;2014J;539945;-84;
456;FFF;2014J;540155;-142;-1
457;FFF;2014J;540723;-45;
458;FFF;2014J;541184;-108;20
459;FFF;2014J;541532;-29;237
460;FFF;2014J;541921;-49;
461;FFF;2014J;542202;-14;
462;FFF;2014J;542550;-155;9
463;FFF;2014J;543010;-79;
464;FFF;2014J;543432;-78;97
465;FFF;2014J;544141;-17;
466;FFF;2014J;544745;-100;
467;FFF;2014J;545164;-154;
468;FFF;2014J;545962;-149;
469;FFF;2014J;546547;-95;
470;FFF;2014J;546645;-52;
471;FFF;2014J;547347;-28;
472;FFF;2014J;549219;-67;
473;FFF;2014J;549321;-144;
474;FFF;2014J;549523;-29;
475;FFF;2014J;549847;-31;
476;FFF;2014J;550420;-52;
477;FFF;2014J;550703;-134;
478;FFF;2014J;552173;-106;
479;FFF;2014J;552832;-140;
480;FFF;2014J;553031;-147;
481;FFF;2014J;553284;-137;
482;FFF;2014J;553813;-74;
483;FFF;2014J;554063;-23;
484;FFF;2014J;554525;-109;
485;FFF;2014J;555049;-142;
486;FFF;2014J;555277;-135;-71
487;FFF;2014J;555827;-114;
488;FFF;2014J;556126;-115;
489;FFF;2014J;557085;-18;
490;FFF;2014J;557290;-87;
491;FFF;2014J;557792;-65;38
492;FFF;2014J;557830;-17;
493;FFF;2014J;558044;-37;
494;FFF;2014J;558342;-23;
495;FFF;2014J;558764;-10;
496;FFF;2014J;559882;-7;26
497;FFF;2014J;560047;-79;
498;FFF;2014J;560459;-10;12
499;FFF;2014J;560645;-113;
500;FFF;2014J;560659;-22;12
501;FFF;2014J;560765;-25;48
502;FFF;2014J;560823;-16;12
503;FFF;2014J;561231;-45;
504;FFF;2014J;561311;-36;
505;FFF;2014J;561519;-143;-66
506;FFF;2014J;562064;-22;
507;FFF;2014J;562754;-153;
508;FFF;2014J;562762;-72;-32
509;FFF;2014J;562990;-155;
510;FFF;2014J;563108;-53;
511;FFF;2014J;563414;-115;
512;FFF;2014J;564243;-7;
513;FFF;2014J;564617;-7;
514;FFF;2014J;564770;-115;
515;FFF;2014J;564821;-148;157
516;FFF;2014J;564933;-70;
517;FFF;2014J;565017;-51;
518;FFF;2014J;565474;-127;12
519;FFF;2014J;566823;-140;
520;FFF;2014J;567213;-85;79
521;FFF;2014J;568443;-140;-103
522;FFF;2014J;568447;-16;12
523;FFF;2014J;568987;-150;
524;FFF;2014J;568998;-134;114
525;FFF;2014J;569034;-49;
526;FFF;2014J;569080;-137;
527;FFF;2014J;569108;-23;
528;FFF;2014J;569556;-46;12
529;FFF;2014J;569745;-150;12
530;FFF;2014J;569876;-18;
531;FFF;2014J;570004;-106;
532;FFF;2014J;570213;-28;
533;FFF;2014J;570280;-29;
534;FFF;2014J;570689;-113;
535;FFF;2014J;571074;-31;
536;FFF;2014J;571932;-53;-9
537;FFF;2014J;571950;-92;38
538;FFF;2014J;572071;-102;
539;FFF;2014J;572074;-101;
540;FFF;2014J;572213;-124;
541;FFF;2014J;572265;-46;
542;FFF;2014J;572804;-134;12
543;FFF;2014J;573007;-87;156
544;FFF;2014J;573291;-88;12
545;FFF;2014J;573481;-107;87
546;FFF;2014J;573583;-24;
547;FFF;2014J;573697;-71;11
548;FFF;2014J;574068;-64;4
549;FFF;2014J;574527;-80;
550;FFF;2014J;574638;-46;4
551;FFF;2014J;574695;-147;43
552;FFF;2014J;575069;-53;
553;FFF;2014J;575112;-74;
554;FFF;2014J;575302;-85;
555;FFF;2014J;575685;-147;
556;FFF;2014J;575710;-29;11
557;FFF;2014J;575983;-31;12
558;FFF;2014J;576140;-85;18
559;FFF;2014J;576423;-38;12
560;FFF;2014J;577032;-109;
561;FFF;2014J;577429;-115;
562;FFF;2014J;577533;-128;
563;FFF;2014J;577950;-113;-3
564;FFF;2014J;578152;-147;
565;FFF;2014J;578495;-14;79
566;FFF;2014J;578573;-35;-1
567;FFF;2014J;578847;-95;
568;FFF;2014J;579221;-101;170
569;FFF;2014J;579660;-41;
570;FFF;2014J;579686;-85;
571;FFF;2014J;580459;-135;
572;FFF;2014J;580834;-123;
573;FFF;2014J;580845;-115;
574;FFF;2014J;580926;-25;
575;FFF;2014J;581219;-65;
576;FFF;2014J;581253;-38;
577;FFF;2014J;581659;-155;
578;FFF;2014J;581779;-115;
579;FFF;2014J;582034;-23;135
580;FFF;2014J;582117;-32;
581;FFF;2014J;582141;-67;
582;FFF;2014J;582266;-135;
583;FFF;2014J;582332;-50;
584;FFF;2014J;582530;-107;
585;FFF;2014J;582653;-78;
586;FFF;2014J;582670;-129;
587;FFF;2014J;582749;-9;4
588;FFF;2014J;583056;-35;
589;FFF;2014J;583318;-153;
590;FFF;2014J;583487;-92;
591;FFF;2014J;584210;-66;12
592;FFF;2014J;584362;-115;128
593;FFF;2014J;584515;-135;
594;FFF;2014J;584594;-31;12
595;FFF;2014J;584673;-18;
596;FFF;2014J;585021;-115;17
597;FFF;2014J;585224;-44;
598;FFF;2014J;585261;-32;
599;FFF;2014J;585284;-128;
600;FFF;2014J;585301;-81;12
601;FFF;2014J;585503;-24;
602;FFF;2014J;585572;-17;
603;FFF;2014J;585724;-98;
604;FFF;2014J;585825;-14;136
605;FFF;2014J;585958;-32;
606;FFF;2014J;586282;-106;8
607;FFF;2014J;586811;-52;
608;FFF;2014J;586906;-100;
609;FFF;2014J;587509;-23;
610;FFF;2014J;587571;-65;
611;FFF;2014J;587654;-95;81
612;FFF;2014J;587706;-72;
613;FFF;2014J;588128;-46;
614;FFF;2014J;588628;-44;
615;FFF;2014J;589080;-32;
616;FFF;2014J;589162;-32;
617;FFF;2014J;589332;-114;
618;FFF;2014J;589389;-115;
619;FFF;2014J;589441;-93;104
620;FFF;2014J;589798;-80;12
621;FFF;2014J;589828;-24;
622;FFF;2014J;590120;-114;
623;FFF;2014J;590381;-144;-23
624;FFF;2014J;590462;-153;96
625;FFF;2014J;590543;-113;
626;FFF;2014J;590818;-7;
627;FFF;2014J;591525;-67;
628;FFF;2014J;591581;-57;
629;FFF;2014J;591655;-38;
630;FFF;2014J;591746;-64;121
631;FFF;2014J;591946;-155;
632;FFF;2014J;592218;-93;
633;FFF;2014J;592233;-15;10
634;FFF;2014J;592295;-22;
635;FFF;2014J;592558;-80;
636;FFF;2014J;592657;-34;12
637;FFF;2014J;592939;-56;
638;FFF;2014J;593136;-94;
639;FFF;2014J;593563;-154;
640;FFF;2014J;593722;-56;
641;FFF;2014J;593796;-22;
642;FFF;2014J;594065;-92;
643;FFF;2014J;594122;-71;
644;FFF;2014J;594229;-98;
645;FFF;2014J;594258;-14;
646;FFF;2014J;594406;-5;
647;FFF;2014J;594615;-25;
648;FFF;2014J;594636;-22;
649;FFF;2014J;595246;-46;150
650;FFF;2014J;595262;-31;
651;FFF;2014J;595673;-137;-5
652;FFF;2014J;595676;-149;
653;FFF;2014J;595721;-150;
654;FFF;2014J;595943;-50;
655;FFF;2014J;596052;-25;12
656;FFF;2014J;596203;-102;94
657;FFF;2014J;596243;-42;
658;FFF;2014J;596245;-95;-30
659;FFF;2014J;596253;-29;
660;FFF;2014J;596464;-65;164
661;FFF;2014J;596693;-65;12
662;FFF;2014J;596758;-149;
663;FFF;2014J;596805;-24;114
664;FFF;2014J;597391;-134;12
665;FFF;2014J;597740;-28;
666;FFF;2014J;597937;-51;
667;FFF;2014J;598308;-32;
668;FFF;2014J;598442;-9;4
669;FFF;2014J;598540;-153;
670;FFF;2014J;598559;-155;
671;FFF;2014J;598582;-150;-47
672;FFF;2014J;598757;-14;
673;FFF;2014J;598939;-124;12
674;FFF;2014J;599007;-101;20
675;FFF;2014J;599297;-9;
676;FFF;2014J;599865;-28;
677;FFF;2014J;600071;-32;
678;FFF;2014J;600405;-22;
679;FFF;2014J;600615;-18;12
680;FFF;2014J;600773;-52;204
681;FFF;2014J;600893;-37;
682;FFF;2014J;601008;-21;
683;FFF;2014J;601180;-16;
684;FFF;2014J;601235;-28;
685;FFF;2014J;601271;-137;
686;FFF;2014J;601680;-25;171
687;FFF;2014J;601820;-2;
688;FFF;2014J;602502;-144;
689;FFF;2014J;602594;-36;
690;FFF;2014J;603423;-147;
691;FFF;2014J;603648;-17;
692;FFF;2014J;603931;-115;110
693;FFF;2014J;604142;-78;12
694;FFF;2014J;604567;-52;
695;FFF;2014J;604614;-149;
696;FFF;2014J;604652;-36;-29
697;FFF;2014J;604907;-32;
698;FFF;2014J;605091;-147;
699;FFF;2014J;605180;-141;
700;FFF;2014J;605228;-81;
701;FFF;2014J;605394;-22;
702;FFF;2014J;605682;-58;
703;FFF;2014J;606257;-43;
704;FFF;2014J;606293;-71;-32
705;FFF;2014J;606428;-53;101
706;FFF;2014J;606805;-80;143
707;FFF;2014J;606904;-34;
708;FFF;2014J;607243;-56;
709;FFF;2014J;607303;-24;
710;FFF;2014J;607501;-95;
711;FFF;2014J;607533;-140;2
712;FFF;2014J;607679;-129;
713;FFF;2014J;607700;-98;
714;FFF;2014J;607733;-43;46
715;FFF;2014J;607866;-80;
716;FFF;2014J;608248;-108;
717;FFF;2014J;609142;-25;
718;FFF;2014J;609240;-121;
719;FFF;2014J;611465;-84;12
720;FFF;2014J;611603;-22;
721;FFF;2014J;612763;-123;12
722;FFF;2014J;612842;-155;
723;FFF;2014J;613165;-21;
724;FFF;2014J;613330;-79;
725;FFF;2014J;613634;-67;
726;FFF;2014J;613899;-144;
727;FFF;2014J;613966;-22;
728;FFF;2014J;614059;-155;
729;FFF;2014J;614984;-142;
730;FFF;2014J;615266;-155;
731;FFF;2014J;615299;-14;
732;FFF;2014J;615301;-14;
733;FFF;2014J;615302;-14;
734;FFF;2014J;615306;-14;
735;FFF;2014J;615328;-14;153
736;FFF;2014J;615340;-14;
737;FFF;2014J;615342;-14;
738;FFF;2014J;615356;-14;
739;FFF;2014J;616517;-23;
740;FFF;2014J;616912;-144;
741;FFF;2014J;617010;-44;
742;FFF;2014J;617119;-14;
743;FFF;2014J;617130;-49;198
744;FFF;2014J;617150;-7;89
745;FFF;2014J;617332;-30;
746;FFF;2014J;617436;-129;174
747;FFF;2014J;617580;-34;
748;FFF;2014J;617783;-30;
749;FFF;2014J;617922;-87;
750;FFF;2014J;618252;-109;32
751;FFF;2014J;618663;-21;
752;FFF;2014J;619204;-155;
753;FFF;2014J;619292;-36;
754;FFF;2014J;619321;-34;
755;FFF;2014J;619502;-14;
756;FFF;2014J;619863;-57;12
757;FFF;2014J;619887;-51;-9
758;FFF;2014J;620094;-155;
759;FFF;2014J;620112;-106;116
760;FFF;2014J;620269;-44;
761;FFF;2014J;620349;-28;179
762;FFF;2014J;620431;-78;
763;FFF;2014J;620740;-143;
764;FFF;2014J;620750;-102;116
765;FFF;2014J;620810;-21;
766;FFF;2014J;620824;-102;
767;FFF;2014J;621307;-8;12
768;FFF;2014J;622029;-46;66
769;FFF;2014J;622275;-129;150
770;FFF;2014J;622362;-156;51
771;FFF;2014J;622481;-146;
772;FFF;2014J;622760;-93;
773;FFF;2014J;622899;-150;6
774;FFF;2014J;622910;-4;174
775;FFF;2014J;622934;-153;
776;FFF;2014J;622967;-28;
777;FFF;2014J;623166;-153;72
778;FFF;2014J;623230;-77;206
779;FFF;2014J;623471;-20;
780;FFF;2014J;623589;-129;
781;FFF;2014J;623763;-78;12
782;FFF;2014J;623765;-65;
783;FFF;2014J;623917;-147;61
784;FFF;2014J;623945;-73;12
785;FFF;2014J;623955;-57;
786;FFF;2014J;624282;-85;
787;FFF;2014J;624740;-122;11
788;FFF;2014J;624864;-56;
789;FFF;2014J;624970;-36;
790;FFF;2014J;625245;-10;
791;FFF;2014J;625330;-106;190
792;FFF;2014J;625515;-60;
793;FFF;2014J;625609;-42;
794;FFF;2014J;625743;-28;
795;FFF;2014J;625802;-44;
796;FFF;2014J;625838;-56;
797;FFF;2014J;626033;-38;
798;FFF;2014J;626349;-71;
799;FFF;2014J;626416;-109;
800;FFF;2014J;626454;-45;
801;FFF;2014J;626477;-74;
802;FFF;2014J;626514;-149;
