;Unnamed: 0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29
10;10;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass
11;11;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass
12;12;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass
13;13;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout
14;14;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass
15;15;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Dropout;Pass;Pass;Pass;Dropout;Pass;Pass;Dropout;Dropout;Dropout
16;16;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout
17;17;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass
18;18;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout
19;19;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass
20;20;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout
21;21;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass
22;22;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout
23;23;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout
24;24;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass
25;25;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass
26;26;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Pass;Pass;Pass;Pass;Pass;Pass;Fail;Fail;Fail;Dropout;Dropout;Dropout;Fail;Fail;Fail
27;27;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout
28;28;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass
29;29;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout
30;30;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout
31;31;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Dropout;Dropout;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass
32;32;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout
33;33;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout
34;34;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass
35;35;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass
36;36;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout
37;37;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass
38;38;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass
39;39;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout
40;40;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass
41;41;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout
42;42;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass
43;43;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass
44;44;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass
45;45;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Pass;Pass;Pass;Pass;Dropout;Dropout;Pass;Pass;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Fail;Fail;Fail
46;46;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout
47;47;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass
48;48;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout
49;49;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass
50;50;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout
51;51;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout
52;52;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass
53;53;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout
54;54;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout
55;55;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass
56;56;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Dropout;Dropout;Pass;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout
57;57;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass
58;58;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout
59;59;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass
60;60;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout
61;61;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass
62;62;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout
63;63;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout
64;64;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass
65;65;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass
66;66;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass
67;67;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout
68;68;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout
69;69;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout
70;70;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass
71;71;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout
72;72;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass
73;73;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout
74;74;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout
75;75;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass
76;76;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass
77;77;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout
78;78;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass
79;79;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass
80;80;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout
81;81;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass
82;82;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass
83;83;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout
84;84;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass
85;85;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout
86;86;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass
87;87;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout
88;88;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass
89;89;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass
90;90;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass
91;91;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout
92;92;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout
93;93;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass
94;94;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout
95;95;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Pass;Pass;Pass;Pass;Pass;Pass;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout
96;96;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout
97;97;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass
98;98;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout
99;99;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass
100;100;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout
101;101;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass
