id_student,id_site,date,sum_click,activity_type,week_from,code_student,date_registration,date_unregistration
2398260.0,882900.0,4.0,1.0,resource,0.0,2285.0,-38.0,
2398260.0,883038.0,1.0,1.0,subpage,0.0,2285.0,-38.0,
2398260.0,883083.0,1.0,1.0,subpage,0.0,2285.0,-38.0,
2398260.0,883279.0,0.0,1.0,url,0.0,2285.0,-38.0,
2398260.0,883043.0,15.0,1.0,subpage,4.0,2285.0,-38.0,
2398260.0,882674.0,1.0,1.0,quiz,0.0,2285.0,-38.0,
2398260.0,882674.0,1.0,1.0,quiz,0.0,2285.0,-38.0,
2398260.0,882674.0,1.0,2.0,quiz,0.0,2285.0,-38.0,
2398260.0,882674.0,7.0,1.0,quiz,0.0,2285.0,-38.0,
2398260.0,882675.0,1.0,2.0,quiz,0.0,2285.0,-38.0,
2398260.0,882675.0,1.0,1.0,quiz,0.0,2285.0,-38.0,
2398260.0,882675.0,1.0,1.0,quiz,0.0,2285.0,-38.0,
2398260.0,882545.0,-1.0,1.0,forumng,0.0,2285.0,-38.0,
2398260.0,882545.0,-1.0,3.0,forumng,0.0,2285.0,-38.0,
2398260.0,882545.0,-1.0,7.0,forumng,0.0,2285.0,-38.0,
2398260.0,882545.0,0.0,4.0,forumng,0.0,2285.0,-38.0,
2398260.0,882545.0,0.0,1.0,forumng,0.0,2285.0,-38.0,
2398260.0,882545.0,0.0,3.0,forumng,0.0,2285.0,-38.0,
2398260.0,882545.0,1.0,4.0,forumng,0.0,2285.0,-38.0,
2398260.0,882545.0,1.0,7.0,forumng,0.0,2285.0,-38.0,
2398260.0,882545.0,1.0,1.0,forumng,0.0,2285.0,-38.0,
2398260.0,882545.0,2.0,1.0,forumng,0.0,2285.0,-38.0,
2398260.0,882545.0,2.0,7.0,forumng,0.0,2285.0,-38.0,
2398260.0,882545.0,2.0,8.0,forumng,0.0,2285.0,-38.0,
2398260.0,882545.0,4.0,3.0,forumng,0.0,2285.0,-38.0,
2398260.0,882545.0,4.0,1.0,forumng,0.0,2285.0,-38.0,
2398260.0,882545.0,4.0,4.0,forumng,0.0,2285.0,-38.0,
2398260.0,882545.0,7.0,4.0,forumng,0.0,2285.0,-38.0,
2398260.0,882545.0,7.0,5.0,forumng,0.0,2285.0,-38.0,
2398260.0,882545.0,8.0,2.0,forumng,0.0,2285.0,-38.0,
2398260.0,882545.0,8.0,2.0,forumng,0.0,2285.0,-38.0,
2398260.0,882545.0,9.0,6.0,forumng,0.0,2285.0,-38.0,
2398260.0,882545.0,9.0,7.0,forumng,0.0,2285.0,-38.0,
2398260.0,882545.0,9.0,1.0,forumng,0.0,2285.0,-38.0,
2398260.0,882545.0,11.0,7.0,forumng,0.0,2285.0,-38.0,
2398260.0,882545.0,11.0,6.0,forumng,0.0,2285.0,-38.0,
2398260.0,882545.0,15.0,1.0,forumng,0.0,2285.0,-38.0,
2398260.0,882545.0,15.0,2.0,forumng,0.0,2285.0,-38.0,
2398260.0,882547.0,15.0,1.0,forumng,0.0,2285.0,-38.0,
2398260.0,883147.0,15.0,3.0,oucollaborate,0.0,2285.0,-38.0,
2282620.0,883041.0,-18.0,3.0,subpage,2.0,2265.0,-22.0,
2282620.0,883041.0,-17.0,1.0,subpage,2.0,2265.0,-22.0,
2282620.0,883041.0,-16.0,2.0,subpage,2.0,2265.0,-22.0,
2282620.0,883041.0,-3.0,2.0,subpage,2.0,2265.0,-22.0,
2282620.0,883041.0,-2.0,2.0,subpage,2.0,2265.0,-22.0,
2282620.0,883041.0,26.0,1.0,subpage,2.0,2265.0,-22.0,
2282620.0,883041.0,28.0,1.0,subpage,2.0,2265.0,-22.0,
2282620.0,883041.0,37.0,2.0,subpage,2.0,2265.0,-22.0,
2282620.0,883041.0,38.0,1.0,subpage,2.0,2265.0,-22.0,
2282620.0,882602.0,-18.0,1.0,oucontent,2.0,2265.0,-22.0,
2282620.0,882602.0,-18.0,1.0,oucontent,2.0,2265.0,-22.0,
2282620.0,882587.0,29.0,1.0,oucontent,29.0,2265.0,-22.0,
2282620.0,883142.0,-18.0,2.0,htmlactivity,0.0,2265.0,-22.0,
2282620.0,883142.0,-3.0,1.0,htmlactivity,0.0,2265.0,-22.0,
2282620.0,883142.0,-2.0,1.0,htmlactivity,0.0,2265.0,-22.0,
2282620.0,883092.0,-18.0,1.0,subpage,0.0,2265.0,-22.0,
2282620.0,883092.0,-7.0,1.0,subpage,0.0,2265.0,-22.0,
2282620.0,883092.0,-4.0,1.0,subpage,0.0,2265.0,-22.0,
2282620.0,883092.0,-3.0,1.0,subpage,0.0,2265.0,-22.0,
2282620.0,883092.0,16.0,3.0,subpage,0.0,2265.0,-22.0,
2282620.0,883092.0,17.0,1.0,subpage,0.0,2265.0,-22.0,
2282620.0,883092.0,23.0,3.0,subpage,0.0,2265.0,-22.0,
2282620.0,883092.0,24.0,3.0,subpage,0.0,2265.0,-22.0,
2282620.0,883092.0,26.0,5.0,subpage,0.0,2265.0,-22.0,
2282620.0,883092.0,31.0,1.0,subpage,0.0,2265.0,-22.0,
2282620.0,883092.0,37.0,3.0,subpage,0.0,2265.0,-22.0,
2282620.0,883092.0,38.0,2.0,subpage,0.0,2265.0,-22.0,
2282620.0,883092.0,39.0,1.0,subpage,0.0,2265.0,-22.0,
2282620.0,883092.0,40.0,1.0,subpage,0.0,2265.0,-22.0,
2282620.0,883092.0,44.0,1.0,subpage,0.0,2265.0,-22.0,
2282620.0,883092.0,46.0,1.0,subpage,0.0,2265.0,-22.0,
2282620.0,883092.0,49.0,1.0,subpage,0.0,2265.0,-22.0,
2282620.0,883092.0,51.0,1.0,subpage,0.0,2265.0,-22.0,
2282620.0,883092.0,52.0,2.0,subpage,0.0,2265.0,-22.0,
2282620.0,883092.0,66.0,2.0,subpage,0.0,2265.0,-22.0,
2282620.0,883092.0,74.0,1.0,subpage,0.0,2265.0,-22.0,
2282620.0,883092.0,86.0,1.0,subpage,0.0,2265.0,-22.0,
2282620.0,883092.0,90.0,2.0,subpage,0.0,2265.0,-22.0,
2282620.0,883092.0,94.0,5.0,subpage,0.0,2265.0,-22.0,
2282620.0,883064.0,-14.0,1.0,subpage,0.0,2265.0,-22.0,
2282620.0,883064.0,-3.0,1.0,subpage,0.0,2265.0,-22.0,
2282620.0,883064.0,14.0,1.0,subpage,0.0,2265.0,-22.0,
2282620.0,883064.0,16.0,1.0,subpage,0.0,2265.0,-22.0,
2282620.0,883064.0,24.0,1.0,subpage,0.0,2265.0,-22.0,
2282620.0,883064.0,26.0,2.0,subpage,0.0,2265.0,-22.0,
2282620.0,883064.0,27.0,1.0,subpage,0.0,2265.0,-22.0,
2282620.0,883064.0,38.0,1.0,subpage,0.0,2265.0,-22.0,
2282620.0,883064.0,39.0,2.0,subpage,0.0,2265.0,-22.0,
2282620.0,883064.0,46.0,4.0,subpage,0.0,2265.0,-22.0,
2282620.0,883064.0,47.0,1.0,subpage,0.0,2265.0,-22.0,
2282620.0,883064.0,74.0,1.0,subpage,0.0,2265.0,-22.0,
2282620.0,883037.0,-4.0,1.0,subpage,0.0,2265.0,-22.0,
2282620.0,883037.0,-3.0,1.0,subpage,0.0,2265.0,-22.0,
2282620.0,883037.0,-2.0,2.0,subpage,0.0,2265.0,-22.0,
2282620.0,883037.0,16.0,2.0,subpage,0.0,2265.0,-22.0,
2282620.0,883037.0,17.0,1.0,subpage,0.0,2265.0,-22.0,
2282620.0,883037.0,23.0,1.0,subpage,0.0,2265.0,-22.0,
2282620.0,883037.0,37.0,4.0,subpage,0.0,2265.0,-22.0,
2282620.0,883037.0,38.0,2.0,subpage,0.0,2265.0,-22.0,
2282620.0,883037.0,39.0,4.0,subpage,0.0,2265.0,-22.0,
2282620.0,883037.0,44.0,1.0,subpage,0.0,2265.0,-22.0,
2282620.0,883037.0,46.0,2.0,subpage,0.0,2265.0,-22.0,
2282620.0,883037.0,49.0,1.0,subpage,0.0,2265.0,-22.0,
2282620.0,883037.0,66.0,1.0,subpage,0.0,2265.0,-22.0,
2282620.0,883037.0,74.0,1.0,subpage,0.0,2265.0,-22.0,
2282620.0,883060.0,-18.0,1.0,subpage,0.0,2265.0,-22.0,
2282620.0,883060.0,-2.0,2.0,subpage,0.0,2265.0,-22.0,
2282620.0,882670.0,-18.0,1.0,oucontent,2.0,2265.0,-22.0,
2282620.0,882670.0,-18.0,1.0,oucontent,2.0,2265.0,-22.0,
2282620.0,882670.0,-16.0,2.0,oucontent,2.0,2265.0,-22.0,
2282620.0,882670.0,-16.0,1.0,oucontent,2.0,2265.0,-22.0,
2282620.0,882670.0,-2.0,1.0,oucontent,2.0,2265.0,-22.0,
2282620.0,882670.0,-2.0,2.0,oucontent,2.0,2265.0,-22.0,
2282620.0,882670.0,26.0,1.0,oucontent,2.0,2265.0,-22.0,
2282620.0,882670.0,28.0,1.0,oucontent,2.0,2265.0,-22.0,
2282620.0,882670.0,37.0,2.0,oucontent,2.0,2265.0,-22.0,
2282620.0,882670.0,38.0,1.0,oucontent,2.0,2265.0,-22.0,
2282620.0,882663.0,-18.0,7.0,oucontent,1.0,2265.0,-22.0,
2282620.0,882663.0,-2.0,3.0,oucontent,1.0,2265.0,-22.0,
2282620.0,882663.0,26.0,1.0,oucontent,1.0,2265.0,-22.0,
2282620.0,882626.0,-18.0,29.0,oucontent,0.0,2265.0,-22.0,
2282620.0,882626.0,-2.0,5.0,oucontent,0.0,2265.0,-22.0,
2282620.0,882617.0,-18.0,1.0,oucontent,0.0,2265.0,-22.0,
2282620.0,882617.0,-18.0,1.0,oucontent,0.0,2265.0,-22.0,
2282620.0,882617.0,-7.0,1.0,oucontent,0.0,2265.0,-22.0,
2282620.0,882617.0,-4.0,6.0,oucontent,0.0,2265.0,-22.0,
2282620.0,882617.0,-3.0,1.0,oucontent,0.0,2265.0,-22.0,
2282620.0,882617.0,-3.0,1.0,oucontent,0.0,2265.0,-22.0,
2282620.0,882617.0,16.0,12.0,oucontent,0.0,2265.0,-22.0,
2282620.0,882617.0,17.0,3.0,oucontent,0.0,2265.0,-22.0,
2282620.0,882617.0,23.0,14.0,oucontent,0.0,2265.0,-22.0,
2282620.0,882617.0,24.0,17.0,oucontent,0.0,2265.0,-22.0,
2282620.0,882617.0,29.0,1.0,oucontent,0.0,2265.0,-22.0,
2282620.0,882617.0,90.0,2.0,oucontent,0.0,2265.0,-22.0,
2282620.0,882609.0,-4.0,1.0,oucontent,0.0,2265.0,-22.0,
2282620.0,882609.0,37.0,1.0,oucontent,0.0,2265.0,-22.0,
2282620.0,882609.0,52.0,2.0,oucontent,0.0,2265.0,-22.0,
2282620.0,882580.0,16.0,4.0,oucontent,0.0,2265.0,-22.0,
2282620.0,882580.0,24.0,4.0,oucontent,0.0,2265.0,-22.0,
2282620.0,882580.0,26.0,8.0,oucontent,0.0,2265.0,-22.0,
2282620.0,882580.0,31.0,3.0,oucontent,0.0,2265.0,-22.0,
2282620.0,882580.0,37.0,12.0,oucontent,0.0,2265.0,-22.0,
2282620.0,882580.0,38.0,13.0,oucontent,0.0,2265.0,-22.0,
2282620.0,882580.0,39.0,5.0,oucontent,0.0,2265.0,-22.0,
2282620.0,882580.0,51.0,7.0,oucontent,0.0,2265.0,-22.0,
2282620.0,882580.0,52.0,14.0,oucontent,0.0,2265.0,-22.0,
2282620.0,882537.0,-18.0,8.0,homepage,0.0,2265.0,-22.0,
2282620.0,882537.0,-17.0,6.0,homepage,0.0,2265.0,-22.0,
2282620.0,882537.0,-16.0,7.0,homepage,0.0,2265.0,-22.0,
2282620.0,882537.0,-15.0,2.0,homepage,0.0,2265.0,-22.0,
2282620.0,882537.0,-14.0,1.0,homepage,0.0,2265.0,-22.0,
2282620.0,882537.0,-9.0,2.0,homepage,0.0,2265.0,-22.0,
2282620.0,882537.0,-7.0,7.0,homepage,0.0,2265.0,-22.0,
2282620.0,882537.0,-5.0,1.0,homepage,0.0,2265.0,-22.0,
2282620.0,882537.0,-4.0,1.0,homepage,0.0,2265.0,-22.0,
2282620.0,882537.0,-3.0,13.0,homepage,0.0,2265.0,-22.0,
2282620.0,882537.0,-2.0,22.0,homepage,0.0,2265.0,-22.0,
2282620.0,882537.0,14.0,2.0,homepage,0.0,2265.0,-22.0,
2282620.0,882537.0,16.0,4.0,homepage,0.0,2265.0,-22.0,
2282620.0,882537.0,17.0,1.0,homepage,0.0,2265.0,-22.0,
2282620.0,882537.0,23.0,7.0,homepage,0.0,2265.0,-22.0,
2282620.0,882537.0,24.0,7.0,homepage,0.0,2265.0,-22.0,
2282620.0,882537.0,25.0,1.0,homepage,0.0,2265.0,-22.0,
2282620.0,882537.0,26.0,13.0,homepage,0.0,2265.0,-22.0,
2282620.0,882537.0,27.0,2.0,homepage,0.0,2265.0,-22.0,
2282620.0,882537.0,28.0,13.0,homepage,0.0,2265.0,-22.0,
2282620.0,882537.0,30.0,5.0,homepage,0.0,2265.0,-22.0,
2282620.0,882537.0,31.0,2.0,homepage,0.0,2265.0,-22.0,
2282620.0,882537.0,35.0,2.0,homepage,0.0,2265.0,-22.0,
2282620.0,882537.0,37.0,13.0,homepage,0.0,2265.0,-22.0,
2282620.0,882537.0,38.0,6.0,homepage,0.0,2265.0,-22.0,
2282620.0,882537.0,39.0,15.0,homepage,0.0,2265.0,-22.0,
2282620.0,882537.0,40.0,5.0,homepage,0.0,2265.0,-22.0,
2282620.0,882537.0,43.0,3.0,homepage,0.0,2265.0,-22.0,
2282620.0,882537.0,44.0,7.0,homepage,0.0,2265.0,-22.0,
2282620.0,882537.0,45.0,8.0,homepage,0.0,2265.0,-22.0,
2282620.0,882537.0,46.0,13.0,homepage,0.0,2265.0,-22.0,
2282620.0,882537.0,47.0,9.0,homepage,0.0,2265.0,-22.0,
2282620.0,882537.0,49.0,3.0,homepage,0.0,2265.0,-22.0,
2282620.0,882537.0,50.0,2.0,homepage,0.0,2265.0,-22.0,
2282620.0,882537.0,51.0,4.0,homepage,0.0,2265.0,-22.0,
2282620.0,882537.0,52.0,13.0,homepage,0.0,2265.0,-22.0,
2282620.0,882537.0,53.0,1.0,homepage,0.0,2265.0,-22.0,
2282620.0,882537.0,55.0,1.0,homepage,0.0,2265.0,-22.0,
2282620.0,882537.0,63.0,2.0,homepage,0.0,2265.0,-22.0,
2282620.0,882537.0,64.0,1.0,homepage,0.0,2265.0,-22.0,
2282620.0,882537.0,66.0,8.0,homepage,0.0,2265.0,-22.0,
2282620.0,882537.0,70.0,7.0,homepage,0.0,2265.0,-22.0,
2282620.0,882537.0,74.0,5.0,homepage,0.0,2265.0,-22.0,
2282620.0,882537.0,76.0,2.0,homepage,0.0,2265.0,-22.0,
2282620.0,882537.0,86.0,1.0,homepage,0.0,2265.0,-22.0,
2282620.0,882537.0,90.0,3.0,homepage,0.0,2265.0,-22.0,
2282620.0,882537.0,94.0,9.0,homepage,0.0,2265.0,-22.0,
2282620.0,883040.0,-18.0,5.0,subpage,1.0,2265.0,-22.0,
2282620.0,883040.0,-3.0,3.0,subpage,1.0,2265.0,-22.0,
2282620.0,883040.0,-2.0,3.0,subpage,1.0,2265.0,-22.0,
2282620.0,883040.0,16.0,1.0,subpage,1.0,2265.0,-22.0,
2282620.0,883040.0,26.0,1.0,subpage,1.0,2265.0,-22.0,
2282620.0,883036.0,-7.0,2.0,subpage,0.0,2265.0,-22.0,
2282620.0,883036.0,23.0,1.0,subpage,0.0,2265.0,-22.0,
2282620.0,883036.0,52.0,1.0,subpage,0.0,2265.0,-22.0,
2282620.0,883036.0,94.0,2.0,subpage,0.0,2265.0,-22.0,
2282620.0,883076.0,-18.0,5.0,subpage,0.0,2265.0,-22.0,
2282620.0,883076.0,-15.0,1.0,subpage,0.0,2265.0,-22.0,
2282620.0,883076.0,-2.0,5.0,subpage,0.0,2265.0,-22.0,
2282620.0,882654.0,-7.0,9.0,oucontent,0.0,2265.0,-22.0,
2282620.0,882654.0,-7.0,1.0,oucontent,0.0,2265.0,-22.0,
2282620.0,882654.0,23.0,2.0,oucontent,0.0,2265.0,-22.0,
2282620.0,882654.0,52.0,3.0,oucontent,0.0,2265.0,-22.0,
2282620.0,882654.0,94.0,4.0,oucontent,0.0,2265.0,-22.0,
2282620.0,883024.0,23.0,1.0,resource,0.0,2265.0,-22.0,
2282620.0,883024.0,94.0,1.0,resource,0.0,2265.0,-22.0,
2282620.0,882922.0,-7.0,3.0,resource,0.0,2265.0,-22.0,
2282620.0,882922.0,52.0,1.0,resource,0.0,2265.0,-22.0,
2282620.0,882922.0,94.0,1.0,resource,0.0,2265.0,-22.0,
2282620.0,882923.0,-7.0,1.0,resource,0.0,2265.0,-22.0,
2282620.0,882551.0,28.0,1.0,forumng,0.0,2265.0,-22.0,
2282620.0,882551.0,28.0,1.0,forumng,0.0,2265.0,-22.0,
2282620.0,882633.0,-18.0,1.0,oucontent,1.0,2265.0,-22.0,
2282620.0,883075.0,-18.0,1.0,subpage,0.0,2265.0,-22.0,
2282620.0,883075.0,-2.0,2.0,subpage,0.0,2265.0,-22.0,
2282620.0,882665.0,-18.0,1.0,oucontent,1.0,2265.0,-22.0,
2282620.0,882940.0,-18.0,1.0,resource,0.0,2265.0,-22.0,
2282620.0,883143.0,-18.0,1.0,htmlactivity,0.0,2265.0,-22.0,
2282620.0,882581.0,-2.0,1.0,oucontent,7.0,2265.0,-22.0,
2282620.0,882581.0,39.0,1.0,oucontent,7.0,2265.0,-22.0,
2282620.0,882581.0,44.0,2.0,oucontent,7.0,2265.0,-22.0,
2282620.0,882581.0,45.0,34.0,oucontent,7.0,2265.0,-22.0,
2282620.0,882581.0,46.0,9.0,oucontent,7.0,2265.0,-22.0,
2282620.0,882581.0,47.0,22.0,oucontent,7.0,2265.0,-22.0,
2282620.0,882581.0,52.0,1.0,oucontent,7.0,2265.0,-22.0,
2282620.0,883055.0,16.0,1.0,subpage,0.0,2265.0,-22.0,
2282620.0,883055.0,23.0,1.0,subpage,0.0,2265.0,-22.0,
2282620.0,883055.0,37.0,1.0,subpage,0.0,2265.0,-22.0,
2282620.0,883055.0,52.0,2.0,subpage,0.0,2265.0,-22.0,
2282620.0,883055.0,94.0,2.0,subpage,0.0,2265.0,-22.0,
2282620.0,883063.0,23.0,1.0,subpage,0.0,2265.0,-22.0,
2282620.0,882638.0,45.0,2.0,oucontent,0.0,2265.0,-22.0,
2282620.0,882639.0,-7.0,5.0,oucontent,0.0,2265.0,-22.0,
2282620.0,882639.0,23.0,4.0,oucontent,0.0,2265.0,-22.0,
2282620.0,882639.0,28.0,1.0,oucontent,0.0,2265.0,-22.0,
2282620.0,882639.0,52.0,4.0,oucontent,0.0,2265.0,-22.0,
2282620.0,883222.0,-2.0,1.0,url,0.0,2265.0,-22.0,
2282620.0,882899.0,23.0,2.0,resource,0.0,2265.0,-22.0,
2282620.0,882899.0,52.0,1.0,resource,0.0,2265.0,-22.0,
2282620.0,882971.0,37.0,1.0,resource,0.0,2265.0,-22.0,
2282620.0,882971.0,52.0,24.0,resource,0.0,2265.0,-22.0,
2282620.0,882921.0,23.0,2.0,resource,0.0,2265.0,-22.0,
2282620.0,882919.0,18.0,1.0,resource,0.0,2265.0,-22.0,
2282620.0,883043.0,-16.0,1.0,subpage,4.0,2265.0,-22.0,
2282620.0,883043.0,-7.0,3.0,subpage,4.0,2265.0,-22.0,
2282620.0,883043.0,-2.0,1.0,subpage,4.0,2265.0,-22.0,
2282620.0,883043.0,23.0,1.0,subpage,4.0,2265.0,-22.0,
2282620.0,883043.0,26.0,1.0,subpage,4.0,2265.0,-22.0,
2282620.0,883043.0,28.0,1.0,subpage,4.0,2265.0,-22.0,
2282620.0,883043.0,35.0,1.0,subpage,4.0,2265.0,-22.0,
2282620.0,883043.0,37.0,1.0,subpage,4.0,2265.0,-22.0,
2282620.0,883043.0,39.0,1.0,subpage,4.0,2265.0,-22.0,
2282620.0,883043.0,51.0,1.0,subpage,4.0,2265.0,-22.0,
2282620.0,883043.0,52.0,1.0,subpage,4.0,2265.0,-22.0,
2282620.0,882556.0,-15.0,3.0,ouwiki,0.0,2265.0,-22.0,
2282620.0,882556.0,26.0,2.0,ouwiki,0.0,2265.0,-22.0,
2282620.0,883079.0,-3.0,1.0,subpage,18.0,2265.0,-22.0,
2282620.0,883042.0,-17.0,2.0,subpage,3.0,2265.0,-22.0,
2282620.0,883042.0,-16.0,1.0,subpage,3.0,2265.0,-22.0,
2282620.0,883042.0,-2.0,1.0,subpage,3.0,2265.0,-22.0,
