id_assessment;id_student;date_submitted;is_banked;score;assessment_type;date;weight;activity_type;week_from;week_to;code_student;code_module;code_presentation;date_registration;date_unregistration
34886.0;537322.0;24.0;0.0;64.0;TMA;24.0;12.5;;;;450.0;FFF;2014J;-24.0;
34891.0;537322.0;26.0;0.0;81.0;CMA;227.0;0.0;;;;450.0;FFF;2014J;-24.0;
34892.0;537322.0;143.0;0.0;98.0;CMA;227.0;0.0;;;;450.0;FFF;2014J;-24.0;
34899.0;537322.0;24.0;0.0;90.0;TMA;24.0;12.5;TMA;4.0;4.0;450.0;FFF;2014J;-24.0;
34900.0;537322.0;52.0;0.0;86.0;TMA;52.0;12.5;TMA;8.0;8.0;450.0;FFF;2014J;-24.0;
34901.0;537322.0;94.0;0.0;85.0;TMA;94.0;25.0;TMA;14.0;14.0;450.0;FFF;2014J;-24.0;
34902.0;537322.0;136.0;0.0;53.0;TMA;136.0;25.0;TMA;20.0;20.0;450.0;FFF;2014J;-24.0;
34903.0;537322.0;199.0;0.0;72.0;TMA;199.0;25.0;TMA;29.0;29.0;450.0;FFF;2014J;-24.0;
34904.0;537322.0;-2.0;0.0;82.0;CMA;241.0;0.0;;;;450.0;FFF;2014J;-24.0;
34905.0;537322.0;3.0;0.0;100.0;CMA;241.0;0.0;;;;450.0;FFF;2014J;-24.0;
34906.0;537322.0;61.0;0.0;90.0;CMA;241.0;0.0;;;;450.0;FFF;2014J;-24.0;
34907.0;537322.0;112.0;0.0;75.0;CMA;241.0;0.0;;;;450.0;FFF;2014J;-24.0;
34908.0;537322.0;131.0;0.0;71.0;CMA;241.0;0.0;;;;450.0;FFF;2014J;-24.0;
34909.0;537322.0;203.0;0.0;93.0;CMA;241.0;0.0;;;;450.0;FFF;2014J;-24.0;
34910.0;537322.0;174.0;0.0;94.0;CMA;241.0;0.0;;;;450.0;FFF;2014J;-24.0;
24282.0;569080.0;32.0;0.0;92.0;TMA;32.0;9.0;;;;526.0;FFF;2014J;-137.0;
24283.0;569080.0;101.0;0.0;95.0;TMA;102.0;22.0;;;;526.0;FFF;2014J;-137.0;
24284.0;569080.0;149.0;0.0;98.0;TMA;151.0;22.0;;;;526.0;FFF;2014J;-137.0;
24285.0;569080.0;199.0;0.0;97.0;TMA;200.0;22.0;;;;526.0;FFF;2014J;-137.0;
24286.0;569080.0;20.0;0.0;100.0;CMA;18.0;2.0;;;;526.0;FFF;2014J;-137.0;
24287.0;569080.0;69.0;0.0;100.0;CMA;67.0;7.0;;;;526.0;FFF;2014J;-137.0;
24288.0;569080.0;139.0;0.0;98.0;CMA;137.0;8.0;;;;526.0;FFF;2014J;-137.0;
24289.0;569080.0;209.0;0.0;96.0;CMA;207.0;8.0;;;;526.0;FFF;2014J;-137.0;
24290.0;569080.0;230.0;0.0;96.0;Exam;;100.0;;;;526.0;FFF;2014J;-137.0;
34899.0;569080.0;23.0;0.0;82.0;TMA;24.0;12.5;TMA;4.0;4.0;526.0;FFF;2014J;-137.0;
34900.0;569080.0;50.0;0.0;90.0;TMA;52.0;12.5;TMA;8.0;8.0;526.0;FFF;2014J;-137.0;
34901.0;569080.0;93.0;0.0;77.0;TMA;94.0;25.0;TMA;14.0;14.0;526.0;FFF;2014J;-137.0;
34902.0;569080.0;136.0;0.0;78.0;TMA;136.0;25.0;TMA;20.0;20.0;526.0;FFF;2014J;-137.0;
34903.0;569080.0;198.0;0.0;81.0;TMA;199.0;25.0;TMA;29.0;29.0;526.0;FFF;2014J;-137.0;
34904.0;569080.0;52.0;0.0;94.0;CMA;241.0;0.0;;;;526.0;FFF;2014J;-137.0;
34905.0;569080.0;77.0;0.0;95.0;CMA;241.0;0.0;;;;526.0;FFF;2014J;-137.0;
34906.0;569080.0;94.0;0.0;83.0;CMA;241.0;0.0;;;;526.0;FFF;2014J;-137.0;
34907.0;569080.0;129.0;0.0;92.0;CMA;241.0;0.0;;;;526.0;FFF;2014J;-137.0;
34908.0;569080.0;205.0;0.0;84.0;CMA;241.0;0.0;;;;526.0;FFF;2014J;-137.0;
34909.0;569080.0;236.0;0.0;90.0;CMA;241.0;0.0;;;;526.0;FFF;2014J;-137.0;
34910.0;569080.0;235.0;0.0;94.0;CMA;241.0;0.0;;;;526.0;FFF;2014J;-137.0;
24282.0;569108.0;31.0;0.0;96.0;TMA;32.0;9.0;;;;527.0;FFF;2014J;-23.0;
24283.0;569108.0;101.0;0.0;98.0;TMA;102.0;22.0;;;;527.0;FFF;2014J;-23.0;
24284.0;569108.0;150.0;0.0;98.0;TMA;151.0;22.0;;;;527.0;FFF;2014J;-23.0;
24285.0;569108.0;199.0;0.0;96.0;TMA;200.0;22.0;;;;527.0;FFF;2014J;-23.0;
24286.0;569108.0;20.0;0.0;100.0;CMA;18.0;2.0;;;;527.0;FFF;2014J;-23.0;
24287.0;569108.0;69.0;0.0;100.0;CMA;67.0;7.0;;;;527.0;FFF;2014J;-23.0;
24288.0;569108.0;139.0;0.0;96.0;CMA;137.0;8.0;;;;527.0;FFF;2014J;-23.0;
24289.0;569108.0;209.0;0.0;96.0;CMA;207.0;8.0;;;;527.0;FFF;2014J;-23.0;
24290.0;569108.0;230.0;0.0;98.0;Exam;;100.0;;;;527.0;FFF;2014J;-23.0;
34899.0;569108.0;23.0;0.0;100.0;TMA;24.0;12.5;TMA;4.0;4.0;527.0;FFF;2014J;-23.0;
34900.0;569108.0;51.0;0.0;94.0;TMA;52.0;12.5;TMA;8.0;8.0;527.0;FFF;2014J;-23.0;
34901.0;569108.0;94.0;0.0;75.0;TMA;94.0;25.0;TMA;14.0;14.0;527.0;FFF;2014J;-23.0;
34902.0;569108.0;135.0;0.0;91.0;TMA;136.0;25.0;TMA;20.0;20.0;527.0;FFF;2014J;-23.0;
34903.0;569108.0;198.0;0.0;80.0;TMA;199.0;25.0;TMA;29.0;29.0;527.0;FFF;2014J;-23.0;
34904.0;569108.0;25.0;0.0;92.0;CMA;241.0;0.0;;;;527.0;FFF;2014J;-23.0;
34905.0;569108.0;224.0;0.0;99.0;CMA;241.0;0.0;;;;527.0;FFF;2014J;-23.0;
34906.0;569108.0;223.0;0.0;95.0;CMA;241.0;0.0;;;;527.0;FFF;2014J;-23.0;
34907.0;569108.0;223.0;0.0;89.0;CMA;241.0;0.0;;;;527.0;FFF;2014J;-23.0;
34908.0;569108.0;214.0;0.0;89.0;CMA;241.0;0.0;;;;527.0;FFF;2014J;-23.0;
34909.0;569108.0;222.0;0.0;94.0;CMA;241.0;0.0;;;;527.0;FFF;2014J;-23.0;
34910.0;569108.0;223.0;0.0;96.0;CMA;241.0;0.0;;;;527.0;FFF;2014J;-23.0;
24282.0;592939.0;32.0;0.0;86.0;TMA;32.0;9.0;;;;637.0;FFF;2014J;-56.0;
24283.0;592939.0;103.0;0.0;47.0;TMA;102.0;22.0;;;;637.0;FFF;2014J;-56.0;
24286.0;592939.0;20.0;0.0;20.0;CMA;18.0;2.0;;;;637.0;FFF;2014J;-56.0;
24287.0;592939.0;69.0;0.0;76.0;CMA;67.0;7.0;;;;637.0;FFF;2014J;-56.0;
34886.0;592939.0;24.0;0.0;88.0;TMA;24.0;12.5;;;;637.0;FFF;2014J;-56.0;
34887.0;592939.0;52.0;0.0;68.0;TMA;52.0;12.5;;;;637.0;FFF;2014J;-56.0;
34888.0;592939.0;90.0;0.0;57.0;TMA;87.0;25.0;;;;637.0;FFF;2014J;-56.0;
34889.0;592939.0;142.0;0.0;;TMA;129.0;25.0;;;;637.0;FFF;2014J;-56.0;
34899.0;592939.0;23.0;0.0;58.0;TMA;24.0;12.5;TMA;4.0;4.0;637.0;FFF;2014J;-56.0;
34900.0;592939.0;52.0;0.0;76.0;TMA;52.0;12.5;TMA;8.0;8.0;637.0;FFF;2014J;-56.0;
34901.0;592939.0;94.0;0.0;24.0;TMA;94.0;25.0;TMA;14.0;14.0;637.0;FFF;2014J;-56.0;
34902.0;592939.0;144.0;0.0;56.0;TMA;136.0;25.0;TMA;20.0;20.0;637.0;FFF;2014J;-56.0;
34903.0;592939.0;203.0;0.0;71.0;TMA;199.0;25.0;TMA;29.0;29.0;637.0;FFF;2014J;-56.0;
34904.0;592939.0;236.0;0.0;86.0;CMA;241.0;0.0;;;;637.0;FFF;2014J;-56.0;
34905.0;592939.0;236.0;0.0;91.0;CMA;241.0;0.0;;;;637.0;FFF;2014J;-56.0;
34906.0;592939.0;236.0;0.0;74.0;CMA;241.0;0.0;;;;637.0;FFF;2014J;-56.0;
34907.0;592939.0;236.0;0.0;74.0;CMA;241.0;0.0;;;;637.0;FFF;2014J;-56.0;
34908.0;592939.0;237.0;0.0;71.0;CMA;241.0;0.0;;;;637.0;FFF;2014J;-56.0;
34909.0;592939.0;237.0;0.0;76.0;CMA;241.0;0.0;;;;637.0;FFF;2014J;-56.0;
34910.0;592939.0;237.0;0.0;78.0;CMA;241.0;0.0;;;;637.0;FFF;2014J;-56.0;
24282.0;605180.0;32.0;0.0;70.0;TMA;32.0;9.0;;;;699.0;FFF;2014J;-141.0;
24286.0;605180.0;20.0;0.0;20.0;CMA;18.0;2.0;;;;699.0;FFF;2014J;-141.0;
30709.0;605180.0;30.0;0.0;79.0;TMA;33.0;16.0;;;;699.0;FFF;2014J;-141.0;
30710.0;605180.0;68.0;0.0;78.0;TMA;68.0;28.0;;;;699.0;FFF;2014J;-141.0;
30711.0;605180.0;124.0;0.0;76.0;TMA;124.0;28.0;;;;699.0;FFF;2014J;-141.0;
30712.0;605180.0;159.0;0.0;90.0;TMA;159.0;28.0;;;;699.0;FFF;2014J;-141.0;
34899.0;605180.0;24.0;0.0;78.0;TMA;24.0;12.5;TMA;4.0;4.0;699.0;FFF;2014J;-141.0;
34900.0;605180.0;52.0;0.0;66.0;TMA;52.0;12.5;TMA;8.0;8.0;699.0;FFF;2014J;-141.0;
34901.0;605180.0;106.0;0.0;42.0;TMA;94.0;25.0;TMA;14.0;14.0;699.0;FFF;2014J;-141.0;
34902.0;605180.0;136.0;0.0;67.0;TMA;136.0;25.0;TMA;20.0;20.0;699.0;FFF;2014J;-141.0;
34903.0;605180.0;198.0;0.0;88.0;TMA;199.0;25.0;TMA;29.0;29.0;699.0;FFF;2014J;-141.0;
34904.0;605180.0;38.0;0.0;83.0;CMA;241.0;0.0;;;;699.0;FFF;2014J;-141.0;
34905.0;605180.0;104.0;0.0;86.0;CMA;241.0;0.0;;;;699.0;FFF;2014J;-141.0;
34906.0;605180.0;104.0;0.0;71.0;CMA;241.0;0.0;;;;699.0;FFF;2014J;-141.0;
34907.0;605180.0;221.0;0.0;63.0;CMA;241.0;0.0;;;;699.0;FFF;2014J;-141.0;
34908.0;605180.0;221.0;0.0;66.0;CMA;241.0;0.0;;;;699.0;FFF;2014J;-141.0;
34909.0;605180.0;233.0;0.0;67.0;CMA;241.0;0.0;;;;699.0;FFF;2014J;-141.0;
34910.0;605180.0;230.0;0.0;71.0;CMA;241.0;0.0;;;;699.0;FFF;2014J;-141.0;
24282.0;614059.0;32.0;0.0;50.0;TMA;32.0;9.0;;;;728.0;FFF;2014J;-155.0;
24283.0;614059.0;102.0;0.0;45.0;TMA;102.0;22.0;;;;728.0;FFF;2014J;-155.0;
24284.0;614059.0;151.0;0.0;68.0;TMA;151.0;22.0;;;;728.0;FFF;2014J;-155.0;
24285.0;614059.0;203.0;0.0;64.0;TMA;200.0;22.0;;;;728.0;FFF;2014J;-155.0;
24287.0;614059.0;69.0;0.0;72.0;CMA;67.0;7.0;;;;728.0;FFF;2014J;-155.0;
24288.0;614059.0;139.0;0.0;76.0;CMA;137.0;8.0;;;;728.0;FFF;2014J;-155.0;
24289.0;614059.0;209.0;0.0;87.0;CMA;207.0;8.0;;;;728.0;FFF;2014J;-155.0;
24290.0;614059.0;234.0;0.0;48.0;Exam;;100.0;;;;728.0;FFF;2014J;-155.0;
34899.0;614059.0;23.0;0.0;84.0;TMA;24.0;12.5;TMA;4.0;4.0;728.0;FFF;2014J;-155.0;
34900.0;614059.0;52.0;0.0;86.0;TMA;52.0;12.5;TMA;8.0;8.0;728.0;FFF;2014J;-155.0;
34901.0;614059.0;94.0;0.0;63.0;TMA;94.0;25.0;TMA;14.0;14.0;728.0;FFF;2014J;-155.0;
34902.0;614059.0;138.0;0.0;72.0;TMA;136.0;25.0;TMA;20.0;20.0;728.0;FFF;2014J;-155.0;
34903.0;614059.0;199.0;0.0;70.0;TMA;199.0;25.0;TMA;29.0;29.0;728.0;FFF;2014J;-155.0;
34904.0;614059.0;48.0;0.0;93.0;CMA;241.0;0.0;;;;728.0;FFF;2014J;-155.0;
34905.0;614059.0;48.0;0.0;100.0;CMA;241.0;0.0;;;;728.0;FFF;2014J;-155.0;
34906.0;614059.0;236.0;0.0;87.0;CMA;241.0;0.0;;;;728.0;FFF;2014J;-155.0;
34907.0;614059.0;237.0;0.0;87.0;CMA;241.0;0.0;;;;728.0;FFF;2014J;-155.0;
34908.0;614059.0;237.0;0.0;89.0;CMA;241.0;0.0;;;;728.0;FFF;2014J;-155.0;
34909.0;614059.0;237.0;0.0;93.0;CMA;241.0;0.0;;;;728.0;FFF;2014J;-155.0;
34910.0;614059.0;237.0;0.0;88.0;CMA;241.0;0.0;;;;728.0;FFF;2014J;-155.0;
24282.0;625330.0;24.0;0.0;96.0;TMA;32.0;9.0;;;;791.0;FFF;2014J;-106.0;190.0
24283.0;625330.0;90.0;0.0;93.0;TMA;102.0;22.0;;;;791.0;FFF;2014J;-106.0;190.0
24284.0;625330.0;149.0;0.0;81.0;TMA;151.0;22.0;;;;791.0;FFF;2014J;-106.0;190.0
24285.0;625330.0;198.0;0.0;87.0;TMA;200.0;22.0;;;;791.0;FFF;2014J;-106.0;190.0
24286.0;625330.0;20.0;0.0;90.0;CMA;18.0;2.0;;;;791.0;FFF;2014J;-106.0;190.0
24287.0;625330.0;69.0;0.0;100.0;CMA;67.0;7.0;;;;791.0;FFF;2014J;-106.0;190.0
24288.0;625330.0;139.0;0.0;85.0;CMA;137.0;8.0;;;;791.0;FFF;2014J;-106.0;190.0
24289.0;625330.0;209.0;0.0;65.0;CMA;207.0;8.0;;;;791.0;FFF;2014J;-106.0;190.0
24290.0;625330.0;234.0;0.0;98.0;Exam;;100.0;;;;791.0;FFF;2014J;-106.0;190.0
34899.0;625330.0;15.0;0.0;86.0;TMA;24.0;12.5;TMA;4.0;4.0;791.0;FFF;2014J;-106.0;190.0
34900.0;625330.0;51.0;0.0;100.0;TMA;52.0;12.5;TMA;8.0;8.0;791.0;FFF;2014J;-106.0;190.0
34901.0;625330.0;93.0;0.0;68.0;TMA;94.0;25.0;TMA;14.0;14.0;791.0;FFF;2014J;-106.0;190.0
34902.0;625330.0;138.0;0.0;77.0;TMA;136.0;25.0;TMA;20.0;20.0;791.0;FFF;2014J;-106.0;190.0
34904.0;625330.0;0.0;0.0;95.0;CMA;241.0;0.0;;;;791.0;FFF;2014J;-106.0;190.0
34905.0;625330.0;47.0;0.0;92.0;CMA;241.0;0.0;;;;791.0;FFF;2014J;-106.0;190.0
34906.0;625330.0;81.0;0.0;79.0;CMA;241.0;0.0;;;;791.0;FFF;2014J;-106.0;190.0
34907.0;625330.0;140.0;0.0;85.0;CMA;241.0;0.0;;;;791.0;FFF;2014J;-106.0;190.0
24282.0;625838.0;31.0;0.0;88.0;TMA;32.0;9.0;;;;796.0;FFF;2014J;-56.0;
24283.0;625838.0;99.0;0.0;96.0;TMA;102.0;22.0;;;;796.0;FFF;2014J;-56.0;
24284.0;625838.0;149.0;0.0;96.0;TMA;151.0;22.0;;;;796.0;FFF;2014J;-56.0;
24285.0;625838.0;200.0;0.0;86.0;TMA;200.0;22.0;;;;796.0;FFF;2014J;-56.0;
24286.0;625838.0;20.0;0.0;100.0;CMA;18.0;2.0;;;;796.0;FFF;2014J;-56.0;
24287.0;625838.0;69.0;0.0;98.0;CMA;67.0;7.0;;;;796.0;FFF;2014J;-56.0;
24288.0;625838.0;139.0;0.0;92.0;CMA;137.0;8.0;;;;796.0;FFF;2014J;-56.0;
24289.0;625838.0;209.0;0.0;98.0;CMA;207.0;8.0;;;;796.0;FFF;2014J;-56.0;
24290.0;625838.0;230.0;0.0;82.0;Exam;;100.0;;;;796.0;FFF;2014J;-56.0;
34899.0;625838.0;23.0;0.0;54.0;TMA;24.0;12.5;TMA;4.0;4.0;796.0;FFF;2014J;-56.0;
34900.0;625838.0;51.0;0.0;80.0;TMA;52.0;12.5;TMA;8.0;8.0;796.0;FFF;2014J;-56.0;
34901.0;625838.0;93.0;0.0;76.0;TMA;94.0;25.0;TMA;14.0;14.0;796.0;FFF;2014J;-56.0;
34902.0;625838.0;135.0;0.0;57.0;TMA;136.0;25.0;TMA;20.0;20.0;796.0;FFF;2014J;-56.0;
34903.0;625838.0;179.0;0.0;20.0;TMA;199.0;25.0;TMA;29.0;29.0;796.0;FFF;2014J;-56.0;
34904.0;625838.0;30.0;0.0;98.0;CMA;241.0;0.0;;;;796.0;FFF;2014J;-56.0;
34905.0;625838.0;76.0;0.0;99.0;CMA;241.0;0.0;;;;796.0;FFF;2014J;-56.0;
34906.0;625838.0;88.0;0.0;99.0;CMA;241.0;0.0;;;;796.0;FFF;2014J;-56.0;
34907.0;625838.0;173.0;0.0;96.0;CMA;241.0;0.0;;;;796.0;FFF;2014J;-56.0;
34908.0;625838.0;174.0;0.0;96.0;CMA;241.0;0.0;;;;796.0;FFF;2014J;-56.0;
34909.0;625838.0;174.0;0.0;94.0;CMA;241.0;0.0;;;;796.0;FFF;2014J;-56.0;
34910.0;625838.0;174.0;0.0;92.0;CMA;241.0;0.0;;;;796.0;FFF;2014J;-56.0;
24282.0;628157.0;31.0;0.0;94.0;TMA;32.0;9.0;;;;814.0;FFF;2014J;-149.0;
24283.0;628157.0;102.0;0.0;96.0;TMA;102.0;22.0;;;;814.0;FFF;2014J;-149.0;
24284.0;628157.0;150.0;0.0;94.0;TMA;151.0;22.0;;;;814.0;FFF;2014J;-149.0;
24285.0;628157.0;199.0;0.0;96.0;TMA;200.0;22.0;;;;814.0;FFF;2014J;-149.0;
24286.0;628157.0;20.0;0.0;90.0;CMA;18.0;2.0;;;;814.0;FFF;2014J;-149.0;
24287.0;628157.0;69.0;0.0;97.0;CMA;67.0;7.0;;;;814.0;FFF;2014J;-149.0;
24288.0;628157.0;139.0;0.0;94.0;CMA;137.0;8.0;;;;814.0;FFF;2014J;-149.0;
24289.0;628157.0;209.0;0.0;91.0;CMA;207.0;8.0;;;;814.0;FFF;2014J;-149.0;
24290.0;628157.0;230.0;0.0;98.0;Exam;;100.0;;;;814.0;FFF;2014J;-149.0;
34899.0;628157.0;23.0;0.0;86.0;TMA;24.0;12.5;TMA;4.0;4.0;814.0;FFF;2014J;-149.0;
34900.0;628157.0;51.0;0.0;86.0;TMA;52.0;12.5;TMA;8.0;8.0;814.0;FFF;2014J;-149.0;
34901.0;628157.0;94.0;0.0;80.0;TMA;94.0;25.0;TMA;14.0;14.0;814.0;FFF;2014J;-149.0;
34902.0;628157.0;136.0;0.0;74.0;TMA;136.0;25.0;TMA;20.0;20.0;814.0;FFF;2014J;-149.0;
34903.0;628157.0;198.0;0.0;91.0;TMA;199.0;25.0;TMA;29.0;29.0;814.0;FFF;2014J;-149.0;
34904.0;628157.0;146.0;0.0;94.0;CMA;241.0;0.0;;;;814.0;FFF;2014J;-149.0;
34905.0;628157.0;146.0;0.0;96.0;CMA;241.0;0.0;;;;814.0;FFF;2014J;-149.0;
34906.0;628157.0;149.0;0.0;90.0;CMA;241.0;0.0;;;;814.0;FFF;2014J;-149.0;
34907.0;628157.0;150.0;0.0;77.0;CMA;241.0;0.0;;;;814.0;FFF;2014J;-149.0;
34908.0;628157.0;234.0;0.0;90.0;CMA;241.0;0.0;;;;814.0;FFF;2014J;-149.0;
34909.0;628157.0;234.0;0.0;86.0;CMA;241.0;0.0;;;;814.0;FFF;2014J;-149.0;
34910.0;628157.0;234.0;0.0;87.0;CMA;241.0;0.0;;;;814.0;FFF;2014J;-149.0;
24282.0;628383.0;32.0;0.0;92.0;TMA;32.0;9.0;;;;817.0;FFF;2014J;-52.0;
24283.0;628383.0;102.0;0.0;91.0;TMA;102.0;22.0;;;;817.0;FFF;2014J;-52.0;
24284.0;628383.0;151.0;0.0;83.0;TMA;151.0;22.0;;;;817.0;FFF;2014J;-52.0;
24285.0;628383.0;200.0;0.0;69.0;TMA;200.0;22.0;;;;817.0;FFF;2014J;-52.0;
24286.0;628383.0;20.0;0.0;100.0;CMA;18.0;2.0;;;;817.0;FFF;2014J;-52.0;
24287.0;628383.0;69.0;0.0;87.0;CMA;67.0;7.0;;;;817.0;FFF;2014J;-52.0;
24288.0;628383.0;139.0;0.0;96.0;CMA;137.0;8.0;;;;817.0;FFF;2014J;-52.0;
24289.0;628383.0;209.0;0.0;65.0;CMA;207.0;8.0;;;;817.0;FFF;2014J;-52.0;
24290.0;628383.0;234.0;0.0;80.0;Exam;;100.0;;;;817.0;FFF;2014J;-52.0;
34899.0;628383.0;23.0;0.0;90.0;TMA;24.0;12.5;TMA;4.0;4.0;817.0;FFF;2014J;-52.0;
34900.0;628383.0;51.0;0.0;88.0;TMA;52.0;12.5;TMA;8.0;8.0;817.0;FFF;2014J;-52.0;
34901.0;628383.0;93.0;0.0;75.0;TMA;94.0;25.0;TMA;14.0;14.0;817.0;FFF;2014J;-52.0;
34902.0;628383.0;135.0;0.0;73.0;TMA;136.0;25.0;TMA;20.0;20.0;817.0;FFF;2014J;-52.0;
34903.0;628383.0;198.0;0.0;90.0;TMA;199.0;25.0;TMA;29.0;29.0;817.0;FFF;2014J;-52.0;
34904.0;628383.0;192.0;0.0;89.0;CMA;241.0;0.0;;;;817.0;FFF;2014J;-52.0;
34905.0;628383.0;193.0;0.0;93.0;CMA;241.0;0.0;;;;817.0;FFF;2014J;-52.0;
34906.0;628383.0;194.0;0.0;77.0;CMA;241.0;0.0;;;;817.0;FFF;2014J;-52.0;
34907.0;628383.0;195.0;0.0;89.0;CMA;241.0;0.0;;;;817.0;FFF;2014J;-52.0;
34908.0;628383.0;195.0;0.0;77.0;CMA;241.0;0.0;;;;817.0;FFF;2014J;-52.0;
34909.0;628383.0;228.0;0.0;77.0;CMA;241.0;0.0;;;;817.0;FFF;2014J;-52.0;
34910.0;628383.0;207.0;0.0;84.0;CMA;241.0;0.0;;;;817.0;FFF;2014J;-52.0;
24282.0;631075.0;32.0;0.0;74.0;TMA;32.0;9.0;;;;845.0;FFF;2014J;-22.0;
24286.0;631075.0;20.0;0.0;70.0;CMA;18.0;2.0;;;;845.0;FFF;2014J;-22.0;
24287.0;631075.0;69.0;0.0;53.0;CMA;67.0;7.0;;;;845.0;FFF;2014J;-22.0;
34886.0;631075.0;23.0;0.0;90.0;TMA;24.0;12.5;;;;845.0;FFF;2014J;-22.0;
34887.0;631075.0;52.0;0.0;64.0;TMA;52.0;12.5;;;;845.0;FFF;2014J;-22.0;
