;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29
19;Dropout;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass
20;Fail;Dropout;Pass;Pass;Dropout;Dropout;Pass;Pass;Dropout;Pass;Pass;Pass;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout
21;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass
22;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout
23;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout
24;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass
25;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout
26;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout
27;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout
28;Dropout;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass
29;Pass;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout
30;Pass;Pass;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout
31;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout
32;Pass;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout
33;Pass;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout
34;Dropout;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass
35;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass
36;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout
37;Pass;Pass;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout
38;Fail;Fail;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout
39;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout
40;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout
41;Dropout;Pass;Pass;Pass;Dropout;Dropout;Pass;Pass;Dropout;Pass;Pass;Pass;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout
42;Pass;Fail;Fail;Fail;Fail;Fail;Fail;Fail;Fail;Fail;Fail;Fail;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout
43;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass
44;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass
45;Fail;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout
46;Pass;Dropout;Pass;Pass;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Pass;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout
47;Pass;Dropout;Pass;Pass;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Pass;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout
48;Fail;Fail;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout
49;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass
50;Fail;Fail;Fail;Fail;Fail;Fail;Fail;Fail;Fail;Fail;Fail;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout
51;Pass;Pass;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout
52;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass
53;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout
54;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass
55;Pass;Pass;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout
56;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout
57;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout
58;Pass;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout
59;Dropout;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass
60;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout
61;Pass;Fail;Fail;Fail;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout
62;Fail;Dropout;Fail;Fail;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout
63;Pass;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout
64;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass
65;Dropout;Dropout;Fail;Fail;Dropout;Fail;Fail;Fail;Fail;Fail;Fail;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout
66;Fail;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass
67;Dropout;Pass;Pass;Pass;Dropout;Dropout;Pass;Pass;Dropout;Pass;Pass;Pass;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout
68;Dropout;Fail;Fail;Fail;Dropout;Fail;Fail;Fail;Dropout;Fail;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout
69;Dropout;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass
70;Dropout;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass
71;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout
72;Dropout;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass
73;Dropout;Dropout;Pass;Pass;Dropout;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout
74;Dropout;Dropout;Pass;Pass;Dropout;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout
75;Dropout;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass
76;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass
77;Pass;Dropout;Fail;Fail;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout
78;Dropout;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass
79;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout
80;Fail;Dropout;Dropout;Fail;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout
81;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass
82;Dropout;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass
83;Fail;Fail;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout
84;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass
85;Dropout;Dropout;Fail;Fail;Fail;Fail;Fail;Fail;Fail;Fail;Fail;Fail;Fail;Fail;Fail;Fail;Fail;Fail;Fail;Fail;Fail;Fail;Fail;Fail;Fail;Fail;Fail;Fail;Fail
86;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass
87;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout
88;Dropout;Fail;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout
89;Pass;Pass;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout
90;Dropout;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass
91;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout
92;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout
93;Dropout;Dropout;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass
94;Dropout;Dropout;Pass;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Pass;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout
95;Dropout;Pass;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout
96;Pass;Pass;Fail;Fail;Fail;Fail;Fail;Fail;Fail;Fail;Fail;Fail;Fail;Fail;Fail;Fail;Fail;Fail;Fail;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout
97;Pass;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass
98;Pass;Pass;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout
99;Dropout;Pass;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout
100;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout
101;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass
102;Dropout;Dropout;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Pass;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout;Dropout
