,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
10,Dropout,Pass,Pass,Pass,Dropout,Dropout,Fail,Pass,Fail,Fail,Pass,Pass,Pass,Pass,Pass,Pass,Dropout,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass
11,Dropout,Pass,Dropout,Dropout,Dropout,Dropout,Fail,Pass,Fail,Fail,Dropout,Pass,Pass,Pass,Dropout,Dropout,Dropout,Dropout,Dropout,Pass,Pass,Pass,Pass,Pass,Pass,Dropout,Dropout,Pass,Dropout
12,Dropout,Pass,Pass,Pass,Dropout,Dropout,Fail,Pass,Fail,Fail,Pass,Pass,Pass,Pass,Pass,Pass,Dropout,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass
13,Dropout,Pass,Dropout,Dropout,Dropout,Dropout,Fail,Pass,Fail,Fail,Dropout,Pass,Pass,Pass,Dropout,Dropout,Dropout,Dropout,Dropout,Pass,Pass,Pass,Pass,Pass,Pass,Dropout,Dropout,Pass,Dropout
14,Dropout,Pass,Dropout,Dropout,Dropout,Dropout,Fail,Pass,Fail,Fail,Dropout,Pass,Pass,Pass,Dropout,Dropout,Dropout,Dropout,Dropout,Pass,Pass,Pass,Pass,Pass,Pass,Dropout,Dropout,Pass,Dropout
15,Dropout,Pass,Pass,Pass,Dropout,Dropout,Fail,Pass,Fail,Fail,Pass,Pass,Pass,Pass,Pass,Pass,Dropout,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass
16,Dropout,Pass,Dropout,Dropout,Dropout,Dropout,Fail,Pass,Fail,Fail,Dropout,Pass,Pass,Pass,Dropout,Dropout,Dropout,Dropout,Dropout,Pass,Pass,Pass,Pass,Pass,Pass,Dropout,Dropout,Pass,Dropout
17,Dropout,Pass,Dropout,Dropout,Dropout,Dropout,Fail,Pass,Fail,Fail,Dropout,Pass,Pass,Pass,Dropout,Dropout,Dropout,Dropout,Dropout,Pass,Fail,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass
18,Dropout,Pass,Dropout,Dropout,Dropout,Dropout,Fail,Pass,Fail,Fail,Dropout,Pass,Pass,Pass,Dropout,Dropout,Dropout,Dropout,Dropout,Pass,Pass,Pass,Pass,Pass,Pass,Dropout,Dropout,Pass,Dropout
19,Dropout,Pass,Pass,Pass,Dropout,Dropout,Fail,Pass,Fail,Fail,Pass,Pass,Pass,Pass,Pass,Pass,Dropout,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass
20,Dropout,Pass,Dropout,Dropout,Dropout,Dropout,Fail,Pass,Fail,Fail,Dropout,Pass,Pass,Pass,Dropout,Dropout,Dropout,Dropout,Dropout,Pass,Pass,Pass,Pass,Pass,Pass,Dropout,Dropout,Pass,Dropout
21,Dropout,Pass,Pass,Pass,Dropout,Dropout,Fail,Pass,Fail,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Dropout,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass
22,Dropout,Pass,Dropout,Dropout,Dropout,Dropout,Fail,Pass,Fail,Fail,Dropout,Pass,Pass,Pass,Dropout,Dropout,Dropout,Dropout,Dropout,Pass,Pass,Pass,Pass,Pass,Pass,Dropout,Dropout,Pass,Dropout
23,Dropout,Pass,Dropout,Dropout,Dropout,Dropout,Fail,Pass,Fail,Fail,Dropout,Pass,Pass,Pass,Dropout,Dropout,Dropout,Dropout,Dropout,Pass,Pass,Pass,Pass,Pass,Pass,Dropout,Dropout,Pass,Dropout
24,Dropout,Pass,Pass,Pass,Pass,Pass,Fail,Pass,Fail,Fail,Pass,Pass,Pass,Pass,Pass,Pass,Dropout,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass
25,Dropout,Pass,Dropout,Dropout,Dropout,Dropout,Fail,Pass,Fail,Pass,Dropout,Pass,Pass,Pass,Dropout,Dropout,Dropout,Dropout,Dropout,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Dropout,Pass,Dropout
26,Dropout,Pass,Dropout,Dropout,Dropout,Dropout,Fail,Pass,Fail,Fail,Dropout,Pass,Pass,Pass,Dropout,Dropout,Dropout,Dropout,Dropout,Pass,Pass,Pass,Pass,Pass,Pass,Dropout,Dropout,Pass,Dropout
27,Dropout,Pass,Dropout,Dropout,Dropout,Dropout,Fail,Pass,Fail,Fail,Dropout,Pass,Pass,Pass,Dropout,Dropout,Dropout,Dropout,Dropout,Pass,Pass,Pass,Pass,Pass,Pass,Dropout,Dropout,Pass,Dropout
28,Dropout,Pass,Pass,Pass,Dropout,Dropout,Fail,Pass,Fail,Fail,Pass,Pass,Pass,Pass,Pass,Pass,Dropout,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass
29,Dropout,Pass,Dropout,Dropout,Dropout,Dropout,Fail,Pass,Fail,Pass,Dropout,Pass,Pass,Pass,Dropout,Dropout,Dropout,Dropout,Dropout,Pass,Pass,Pass,Pass,Pass,Pass,Dropout,Dropout,Pass,Dropout
30,Dropout,Pass,Dropout,Dropout,Dropout,Dropout,Fail,Pass,Fail,Pass,Dropout,Pass,Pass,Pass,Dropout,Dropout,Dropout,Dropout,Dropout,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Dropout,Pass,Dropout
31,Dropout,Pass,Dropout,Dropout,Dropout,Dropout,Fail,Pass,Fail,Pass,Dropout,Pass,Pass,Pass,Dropout,Dropout,Dropout,Dropout,Dropout,Pass,Pass,Pass,Pass,Pass,Pass,Dropout,Dropout,Pass,Dropout
32,Dropout,Pass,Dropout,Dropout,Dropout,Dropout,Fail,Pass,Fail,Pass,Dropout,Pass,Pass,Pass,Dropout,Dropout,Dropout,Dropout,Dropout,Pass,Pass,Pass,Pass,Pass,Pass,Dropout,Dropout,Pass,Dropout
33,Dropout,Pass,Dropout,Dropout,Dropout,Dropout,Fail,Pass,Fail,Pass,Dropout,Pass,Pass,Pass,Dropout,Dropout,Dropout,Dropout,Dropout,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Dropout,Pass,Dropout
34,Dropout,Pass,Pass,Pass,Pass,Dropout,Fail,Pass,Fail,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Dropout,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass
35,Dropout,Pass,Pass,Pass,Dropout,Dropout,Fail,Pass,Fail,Fail,Pass,Pass,Pass,Pass,Pass,Pass,Dropout,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass
36,Dropout,Pass,Dropout,Dropout,Dropout,Dropout,Fail,Pass,Fail,Pass,Dropout,Pass,Pass,Pass,Dropout,Dropout,Dropout,Dropout,Dropout,Pass,Pass,Pass,Pass,Pass,Pass,Dropout,Dropout,Pass,Dropout
37,Dropout,Pass,Dropout,Dropout,Dropout,Dropout,Fail,Pass,Fail,Pass,Dropout,Pass,Pass,Pass,Dropout,Dropout,Dropout,Dropout,Dropout,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Dropout,Pass,Dropout
38,Dropout,Pass,Dropout,Dropout,Dropout,Dropout,Fail,Pass,Fail,Pass,Dropout,Pass,Pass,Pass,Dropout,Dropout,Dropout,Dropout,Dropout,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Dropout,Pass,Dropout
39,Dropout,Pass,Dropout,Dropout,Dropout,Dropout,Fail,Pass,Fail,Pass,Dropout,Pass,Pass,Pass,Dropout,Dropout,Dropout,Dropout,Dropout,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Dropout,Pass,Dropout
40,Dropout,Pass,Dropout,Dropout,Dropout,Dropout,Fail,Pass,Fail,Pass,Dropout,Pass,Pass,Pass,Dropout,Dropout,Dropout,Dropout,Dropout,Pass,Pass,Pass,Pass,Pass,Pass,Dropout,Dropout,Pass,Dropout
41,Dropout,Pass,Dropout,Dropout,Dropout,Dropout,Fail,Pass,Fail,Pass,Dropout,Pass,Pass,Pass,Dropout,Dropout,Dropout,Dropout,Dropout,Pass,Pass,Pass,Pass,Pass,Pass,Dropout,Dropout,Pass,Dropout
42,Dropout,Pass,Dropout,Dropout,Dropout,Dropout,Fail,Pass,Fail,Pass,Dropout,Pass,Pass,Pass,Dropout,Dropout,Dropout,Dropout,Dropout,Pass,Pass,Pass,Pass,Pass,Pass,Dropout,Dropout,Pass,Dropout
43,Dropout,Pass,Pass,Pass,Pass,Pass,Fail,Pass,Fail,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Dropout,Pass,Pass,Pass,Pass,Dropout,Pass,Pass,Pass,Pass,Pass,Pass,Pass
44,Dropout,Pass,Pass,Pass,Dropout,Dropout,Fail,Pass,Fail,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Dropout,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass
45,Dropout,Pass,Dropout,Dropout,Dropout,Dropout,Fail,Pass,Fail,Pass,Dropout,Pass,Pass,Pass,Dropout,Dropout,Dropout,Dropout,Dropout,Pass,Pass,Pass,Pass,Pass,Pass,Dropout,Dropout,Pass,Dropout
46,Dropout,Pass,Dropout,Dropout,Dropout,Dropout,Fail,Pass,Fail,Pass,Dropout,Pass,Pass,Pass,Dropout,Dropout,Dropout,Dropout,Dropout,Pass,Pass,Pass,Pass,Pass,Pass,Dropout,Dropout,Pass,Dropout
47,Dropout,Pass,Dropout,Dropout,Dropout,Dropout,Fail,Pass,Fail,Pass,Dropout,Pass,Pass,Pass,Dropout,Dropout,Dropout,Dropout,Dropout,Pass,Pass,Pass,Pass,Pass,Pass,Dropout,Dropout,Pass,Dropout
48,Dropout,Pass,Dropout,Dropout,Dropout,Dropout,Fail,Pass,Fail,Pass,Dropout,Pass,Pass,Pass,Dropout,Dropout,Dropout,Dropout,Dropout,Pass,Pass,Pass,Pass,Pass,Pass,Dropout,Dropout,Pass,Dropout
49,Dropout,Pass,Dropout,Dropout,Dropout,Dropout,Fail,Pass,Fail,Pass,Dropout,Pass,Pass,Pass,Dropout,Dropout,Dropout,Dropout,Dropout,Pass,Fail,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass
50,Dropout,Pass,Dropout,Dropout,Dropout,Dropout,Fail,Pass,Fail,Pass,Dropout,Pass,Pass,Pass,Dropout,Dropout,Dropout,Dropout,Dropout,Pass,Pass,Pass,Pass,Pass,Pass,Dropout,Dropout,Pass,Dropout
51,Dropout,Pass,Dropout,Dropout,Dropout,Dropout,Fail,Pass,Fail,Pass,Dropout,Pass,Pass,Pass,Dropout,Dropout,Dropout,Dropout,Dropout,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Dropout,Pass,Dropout
52,Dropout,Pass,Pass,Pass,Pass,Dropout,Fail,Pass,Fail,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Dropout,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass
53,Dropout,Pass,Dropout,Dropout,Dropout,Dropout,Fail,Pass,Fail,Pass,Dropout,Pass,Pass,Pass,Dropout,Dropout,Dropout,Dropout,Dropout,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Dropout,Pass,Dropout
54,Dropout,Pass,Pass,Pass,Dropout,Dropout,Fail,Pass,Dropout,Fail,Pass,Dropout,Pass,Pass,Pass,Pass,Dropout,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Dropout,Pass,Dropout
55,Dropout,Pass,Dropout,Dropout,Dropout,Dropout,Fail,Pass,Fail,Pass,Dropout,Pass,Pass,Pass,Dropout,Dropout,Dropout,Dropout,Dropout,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Dropout,Pass,Dropout
56,Dropout,Pass,Dropout,Dropout,Dropout,Dropout,Fail,Pass,Fail,Pass,Dropout,Pass,Pass,Pass,Dropout,Dropout,Dropout,Dropout,Dropout,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Dropout,Pass,Dropout
57,Dropout,Pass,Dropout,Dropout,Dropout,Dropout,Fail,Pass,Fail,Pass,Dropout,Pass,Pass,Pass,Dropout,Dropout,Dropout,Dropout,Dropout,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Dropout,Pass,Dropout
58,Dropout,Pass,Dropout,Dropout,Dropout,Dropout,Fail,Pass,Fail,Pass,Dropout,Pass,Pass,Pass,Dropout,Dropout,Dropout,Dropout,Dropout,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Dropout,Pass,Dropout
59,Dropout,Pass,Pass,Pass,Dropout,Dropout,Fail,Pass,Fail,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Dropout,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass
60,Dropout,Pass,Dropout,Dropout,Dropout,Dropout,Fail,Pass,Fail,Pass,Dropout,Pass,Pass,Pass,Dropout,Dropout,Dropout,Dropout,Dropout,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Dropout,Pass,Dropout
61,Dropout,Pass,Dropout,Dropout,Dropout,Dropout,Fail,Pass,Fail,Pass,Dropout,Pass,Pass,Pass,Dropout,Dropout,Dropout,Dropout,Dropout,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Dropout,Pass,Dropout
62,Dropout,Pass,Dropout,Dropout,Dropout,Dropout,Fail,Pass,Fail,Pass,Dropout,Pass,Pass,Pass,Dropout,Dropout,Dropout,Dropout,Dropout,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Dropout,Pass,Dropout
63,Dropout,Pass,Dropout,Dropout,Dropout,Dropout,Fail,Pass,Fail,Pass,Dropout,Pass,Pass,Pass,Dropout,Dropout,Dropout,Dropout,Dropout,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Dropout,Pass,Dropout
64,Dropout,Pass,Pass,Pass,Pass,Pass,Fail,Pass,Fail,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Dropout,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass
65,Dropout,Pass,Dropout,Dropout,Dropout,Dropout,Fail,Pass,Fail,Pass,Dropout,Pass,Pass,Pass,Dropout,Dropout,Dropout,Dropout,Dropout,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Dropout,Pass,Dropout
66,Dropout,Pass,Pass,Pass,Pass,Pass,Fail,Pass,Fail,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Dropout,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass
67,Dropout,Pass,Dropout,Dropout,Dropout,Dropout,Fail,Pass,Fail,Pass,Dropout,Pass,Pass,Pass,Dropout,Dropout,Dropout,Dropout,Dropout,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Dropout,Pass,Dropout
68,Dropout,Pass,Dropout,Dropout,Dropout,Dropout,Fail,Pass,Fail,Pass,Dropout,Pass,Pass,Pass,Dropout,Dropout,Dropout,Dropout,Dropout,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Dropout,Pass,Dropout
69,Dropout,Pass,Pass,Pass,Dropout,Dropout,Fail,Pass,Fail,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Dropout,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass
70,Dropout,Pass,Pass,Pass,Pass,Pass,Fail,Pass,Fail,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Dropout,Pass,Pass,Pass,Pass,Dropout,Pass,Pass,Pass,Pass,Pass,Pass,Pass
71,Dropout,Pass,Dropout,Dropout,Dropout,Dropout,Fail,Pass,Fail,Pass,Dropout,Pass,Pass,Pass,Dropout,Dropout,Dropout,Dropout,Dropout,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Dropout,Pass,Dropout
72,Dropout,Pass,Pass,Pass,Dropout,Dropout,Fail,Pass,Fail,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Dropout,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass
73,Dropout,Pass,Dropout,Dropout,Dropout,Dropout,Fail,Pass,Fail,Pass,Dropout,Pass,Pass,Pass,Dropout,Dropout,Dropout,Dropout,Dropout,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Dropout,Pass,Dropout
74,Dropout,Pass,Dropout,Dropout,Dropout,Dropout,Fail,Pass,Fail,Pass,Dropout,Pass,Pass,Pass,Dropout,Dropout,Dropout,Dropout,Dropout,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Dropout,Pass,Dropout
75,Dropout,Pass,Pass,Pass,Pass,Pass,Fail,Pass,Fail,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Dropout,Pass,Pass,Pass,Pass,Dropout,Pass,Pass,Pass,Pass,Pass,Pass,Pass
76,Dropout,Pass,Pass,Pass,Pass,Pass,Fail,Pass,Fail,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Dropout,Pass,Pass,Pass,Pass,Dropout,Pass,Pass,Pass,Pass,Pass,Pass,Pass
77,Dropout,Pass,Dropout,Dropout,Dropout,Dropout,Fail,Pass,Dropout,Pass,Dropout,Pass,Pass,Pass,Dropout,Dropout,Dropout,Dropout,Dropout,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Dropout,Pass,Dropout
78,Dropout,Pass,Pass,Pass,Pass,Pass,Fail,Pass,Fail,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Dropout,Pass,Pass,Pass,Pass,Dropout,Pass,Pass,Pass,Pass,Pass,Pass,Pass
79,Dropout,Pass,Dropout,Dropout,Dropout,Dropout,Fail,Pass,Dropout,Pass,Dropout,Pass,Pass,Pass,Dropout,Dropout,Dropout,Dropout,Dropout,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Dropout,Pass,Dropout
80,Dropout,Pass,Dropout,Dropout,Pass,Dropout,Pass,Pass,Dropout,Pass,Dropout,Pass,Pass,Pass,Dropout,Dropout,Dropout,Dropout,Dropout,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Dropout,Pass,Dropout
81,Dropout,Pass,Pass,Pass,Pass,Pass,Fail,Pass,Fail,Pass,Pass,Pass,Pass,Dropout,Pass,Pass,Dropout,Pass,Pass,Pass,Pass,Dropout,Pass,Pass,Pass,Pass,Pass,Pass,Pass
82,Dropout,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Fail,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Dropout,Pass,Pass,Pass,Pass,Dropout,Pass,Pass,Pass,Pass,Pass,Pass,Pass
83,Dropout,Pass,Dropout,Dropout,Dropout,Dropout,Fail,Pass,Dropout,Pass,Dropout,Pass,Pass,Pass,Dropout,Dropout,Dropout,Dropout,Dropout,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Dropout,Pass,Dropout
84,Dropout,Pass,Dropout,Dropout,Dropout,Dropout,Fail,Pass,Dropout,Pass,Dropout,Pass,Pass,Pass,Dropout,Dropout,Dropout,Dropout,Dropout,Pass,Fail,Pass,Pass,Pass,Pass,Pass,Pass,Dropout,Pass
85,Dropout,Pass,Dropout,Dropout,Pass,Dropout,Pass,Pass,Dropout,Pass,Dropout,Pass,Pass,Pass,Dropout,Dropout,Pass,Dropout,Dropout,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Dropout,Pass,Dropout
86,Dropout,Pass,Pass,Pass,Pass,Pass,Fail,Pass,Fail,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Dropout,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass
87,Dropout,Pass,Dropout,Dropout,Dropout,Dropout,Fail,Pass,Dropout,Pass,Dropout,Pass,Pass,Pass,Dropout,Dropout,Dropout,Dropout,Dropout,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Dropout,Pass,Dropout
88,Dropout,Pass,Dropout,Dropout,Dropout,Dropout,Fail,Pass,Dropout,Pass,Dropout,Pass,Pass,Pass,Dropout,Dropout,Dropout,Dropout,Dropout,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Dropout,Pass,Dropout
89,Dropout,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Dropout,Pass,Pass,Pass,Pass,Dropout,Pass,Pass,Dropout,Pass,Pass,Pass,Pass,Dropout,Pass,Pass,Pass,Pass,Pass,Pass,Pass
90,Dropout,Pass,Pass,Pass,Pass,Pass,Fail,Pass,Fail,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Dropout,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass
91,Dropout,Pass,Dropout,Dropout,Dropout,Dropout,Fail,Pass,Dropout,Pass,Dropout,Pass,Pass,Pass,Dropout,Dropout,Dropout,Dropout,Dropout,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Dropout,Pass,Dropout
92,Dropout,Pass,Dropout,Dropout,Dropout,Dropout,Fail,Pass,Dropout,Pass,Dropout,Pass,Pass,Pass,Dropout,Dropout,Dropout,Dropout,Dropout,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Dropout,Pass,Dropout
93,Dropout,Pass,Pass,Pass,Dropout,Dropout,Fail,Pass,Fail,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Dropout,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Dropout,Pass,Pass,Pass
94,Dropout,Pass,Dropout,Dropout,Dropout,Dropout,Fail,Pass,Dropout,Pass,Dropout,Pass,Pass,Pass,Dropout,Dropout,Dropout,Dropout,Dropout,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Dropout,Pass,Dropout
95,Dropout,Pass,Dropout,Dropout,Dropout,Dropout,Fail,Pass,Dropout,Pass,Dropout,Pass,Pass,Pass,Dropout,Dropout,Dropout,Dropout,Dropout,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Dropout,Pass,Dropout
96,Dropout,Pass,Dropout,Dropout,Pass,Pass,Pass,Pass,Dropout,Pass,Dropout,Pass,Dropout,Dropout,Dropout,Dropout,Pass,Dropout,Dropout,Pass,Pass,Dropout,Pass,Pass,Pass,Pass,Dropout,Pass,Dropout
97,Dropout,Pass,Dropout,Dropout,Dropout,Dropout,Pass,Pass,Dropout,Pass,Dropout,Pass,Pass,Pass,Dropout,Dropout,Dropout,Dropout,Dropout,Pass,Fail,Pass,Pass,Pass,Pass,Pass,Pass,Dropout,Pass
98,Dropout,Pass,Dropout,Dropout,Dropout,Dropout,Pass,Pass,Dropout,Pass,Dropout,Dropout,Pass,Pass,Dropout,Dropout,Dropout,Dropout,Dropout,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Dropout,Pass,Dropout
99,Dropout,Pass,Dropout,Dropout,Dropout,Dropout,Pass,Pass,Dropout,Pass,Dropout,Dropout,Pass,Pass,Dropout,Dropout,Dropout,Dropout,Dropout,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Dropout,Pass,Dropout
100,Dropout,Pass,Dropout,Dropout,Dropout,Dropout,Pass,Pass,Dropout,Pass,Dropout,Dropout,Pass,Pass,Dropout,Dropout,Dropout,Dropout,Dropout,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Dropout,Pass,Dropout
101,Dropout,Pass,Pass,Pass,Pass,Pass,Fail,Pass,Dropout,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Dropout,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass
102,Dropout,Pass,Dropout,Dropout,Dropout,Dropout,Pass,Pass,Dropout,Pass,Dropout,Dropout,Pass,Pass,Dropout,Dropout,Dropout,Dropout,Dropout,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Dropout,Pass,Dropout
103,Dropout,Pass,Pass,Pass,Pass,Pass,Fail,Pass,Dropout,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Dropout,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass
104,Dropout,Pass,Dropout,Dropout,Dropout,Dropout,Pass,Pass,Dropout,Pass,Dropout,Dropout,Pass,Pass,Dropout,Dropout,Dropout,Dropout,Dropout,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Dropout,Pass,Dropout
105,Pass,Pass,Dropout,Dropout,Dropout,Dropout,Pass,Pass,Dropout,Pass,Dropout,Dropout,Pass,Pass,Dropout,Dropout,Dropout,Dropout,Dropout,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Dropout,Pass,Dropout
106,Pass,Pass,Dropout,Dropout,Dropout,Dropout,Pass,Pass,Dropout,Pass,Dropout,Dropout,Pass,Pass,Dropout,Dropout,Dropout,Dropout,Dropout,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Dropout,Pass,Dropout
107,Pass,Pass,Pass,Pass,Pass,Pass,Fail,Pass,Dropout,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Dropout,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass
